OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,NL_mean,NL_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
1,20,JHARKHAND,9,SAHIBGANJ,1,RAJMAHAL,1,RAJMAHAL (ST),2001,Pre delimitation,1.73285758932,0.05054566535,564816172.0,144448,133516,60547,0,0,0,0,0,0,52,303,61,1695,15,11,78,286,0.205651367379551,0.218433201313019,-0.123241332237061,-0.103440262377262,0.783210222769777,0.558812975883484,338511,0.394421451592415,0.1788627252880999,2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0207916833266693,0.1211515393842463,0.024390243902439,0.6777289084366254,0.0059976009596161,0.0043982407037185,0.031187524990004,0.1143542582966813,2017,-0.101774580776691,-0.148342694121006,0.767678878703862,0.534889459609985,0.268858400594812,0.288395375013351,328238,340164
1,20,JHARKHAND,9,SAHIBGANJ,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.42161690864,0.07693144649,859667305.0,1904,1529,3,0,0,675,0,0,1,1036,2,0,1733,11,350,0,2,0.298859456501237,0.310129344463348,-0.0707755327683176,-0.0638623684644699,0.640347151260128,0.388528913259506,3436,0.4449941792782305,0.0008731082654249,3810,0.0,0.0,0.1771653543307086,0.0,0.0,0.000262467191601,0.2719160104986877,0.000524934383202,0.0,0.4548556430446194,0.0028871391076115,0.0918635170603674,0.0,0.000524934383202,2017,-0.0454050414264202,-0.0535837516927545,0.627573668268951,0.371618241071701,0.34786364173671,0.345417946577072,328238,340164
3,20,JHARKHAND,8,GODDA,18,MAHAGAMA,3,GODDA,2003,Pre delimitation,1.06937089008,0.03010190026,336339878.0,1572,1722,69,0,0,0,0,0,0,0,0,0,1477,4,0,0,0,0.144237913139441,0.129578649997711,-0.0905205185623131,-0.0860671848058701,1.13200895491252,0.940532386302948,3363,0.512042818911686,0.0205173951828724,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972991222147198,0.0027008777852802,0.0,0.0,0.0,2017,-0.0841883346438408,-0.0885973947876069,1.0283918161456,0.82420688867569,0.346020464970856,0.341952234506607,3371,3332
1,20,JHARKHAND,8,GODDA,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.89124620075,0.02808471409,313954507.0,1908,2929,1187,0,0,93,0,0,1,76,7,1,1187,19,11,0,0,0.141088400645433,0.121829085052013,-0.0537997596966466,-0.0494107156991959,1.3208838482612,0.790616631507874,6024,0.4862217795484728,0.1970451527224435,1395,0.0,0.0,0.0666666666666666,0.0,0.0,0.0007168458781362,0.0544802867383512,0.0050179211469534,0.0007168458781362,0.8508960573476703,0.0136200716845878,0.0078853046594982,0.0,0.0,2017,-0.0376925617456436,-0.0393920129048052,1.21438245291844,0.70359992980957,0.313553906370273,0.317978471517563,328238,340164
3,20,JHARKHAND,8,GODDA,17,GODDA,3,GODDA,2003,Pre delimitation,0.97404944719,0.04146187066,464070666.0,1179,1842,12,0,0,0,0,0,0,0,0,0,2027,27,0,0,0,0.195634524483827,0.146536186337471,-0.051716192029629,-0.0459259189665318,1.01529068062645,0.809898465871811,3033,0.6073194856577646,0.0039564787339268,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986854917234664,0.0131450827653359,0.0,0.0,0.0,2017,0.0140050482004881,-0.0060467705906209,0.890119157905816,0.658014595508575,0.316908717680134,0.300697147846222,3371,3332
1,20,JHARKHAND,9,SAHIBGANJ,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.31768064111,0.04764917844,533391642.0,1088,2460,6,0,0,18,0,0,0,270,0,0,1746,7,314,0,0,0.313139258036963,0.305650234222412,-0.0470222797851518,-0.035453949123621,0.480055883143108,0.371136993169785,3554,0.6921778277996623,0.0016882386043894,2355,0.0,0.0,0.0076433121019108,0.0,0.0,0.0,0.1146496815286624,0.0,0.0,0.7414012738853503,0.0029723991507431,0.1333333333333333,0.0,0.0,2017,-0.0055139320902526,-0.0210135707986646,0.466175349761837,0.350630760192871,0.322489845861762,0.313526898622513,328238,340164
1,20,JHARKHAND,8,GODDA,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.50182067174,0.04854142015,543779843.0,700,1451,153,0,0,303,37,0,59,649,64,0,1292,5,5,0,0,0.348224373315727,0.361682519316673,-0.0756999767112552,-0.0685404986143112,0.348291728174478,0.305241733789444,2304,0.6297743055555556,0.06640625,2414,0.0,0.0,0.1255178127589064,0.0153272576636288,0.0,0.0244407622203811,0.2688483844241922,0.0265120132560066,0.0,0.5352112676056338,0.0020712510356255,0.0020712510356255,0.0,0.0,2017,-0.0403116382658482,-0.0464094308754634,0.332862253730091,0.302894398570061,0.370452737219226,0.369977220892906,328238,340164
1,20,JHARKHAND,9,SAHIBGANJ,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.84409898718,0.01973070591,220947189.0,14701,14512,2879,0,0,0,0,0,0,0,8,5,947,2,0,0,13,0.325066812701913,0.322776943445206,-0.150039221783197,-0.141628488898277,0.828281139699716,0.745200634002686,32092,0.4521999252150068,0.0897108313598404,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082051282051282,0.0051282051282051,0.9712820512820513,0.002051282051282,0.0,0.0,0.0133333333333333,2017,-0.0788778215646744,-0.106345651400852,0.80524244825289,0.71545022726059,0.346116656111489,0.339972645044327,328238,340164
1,20,JHARKHAND,10,PAKAUR,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.58160064648,0.07403566559,830093913.0,678,1807,66,0,0,233,7,0,143,620,186,0,2420,0,61,0,0,0.32385435591511,0.31498795747757,-0.0391113749119946,-0.0285262241959572,0.419830352982503,0.334429174661636,2551,0.7083496667973344,0.0258722069776558,3670,0.0,0.0,0.0634877384196185,0.0019073569482288,0.0,0.0389645776566757,0.1689373297002724,0.0506811989100817,0.0,0.659400544959128,0.0,0.0166212534059945,0.0,0.0,2017,0.0062145120464265,-0.0091726796621315,0.428336034633069,0.349901258945465,0.316511255081794,0.304160207509995,328238,340164
3,20,JHARKHAND,8,GODDA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,1.1578784916,0.05451845554,611187999.0,472,811,27,0,0,17,0,0,6,7,2,0,2674,0,2,0,0,0.281366806132523,0.272859960794449,0.0281437639176569,0.0493436455726624,0.469416119898355,0.426113501191139,1310,0.6190839694656488,0.0206106870229007,2708,0.0,0.0,0.0062776957163958,0.0,0.0,0.0022156573116691,0.0025849335302806,0.000738552437223,0.0,0.9874446085672084,0.0,0.000738552437223,0.0,0.0,2017,0.0881603956222534,0.0625871779850658,0.419344667591061,0.377552539110184,0.280212829849755,0.269645273685455,3371,3332
