OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
10,20,JHARKHAND,17,PACHIM SINGHBHUM,56,CHAKRADHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,2.126953307,0.16572422558,1885844578.0,1074,8349,2631,0,71,332,1023,19,4184,249,14,2246,14,57,0,0,0.510490401790166,0.33389601111412,-0.152777322098464,-0.149560995399952,0.48753161745595,0.496433600783348,12054,0.6926331508213042,0.2182677949228471,8209,0.0,0.0086490437324887,0.0404434157631867,0.1246193202582531,0.0023145328298209,0.5096844926300402,0.03033256182239,0.0017054452430259,0.2736021439883055,0.0017054452430259,0.0069435984894627,0.0,0.0,2019,-0.110688854008913,-0.112300231638769,0.412652530831006,0.254052475094795,0.397958038094144,0.405000776052475,21270,21266
9,20,JHARKHAND,18,PURBI SINGHBHUM,48,JAMSHEDPUR EAST,9,JAMSHEDPUR,2009,Pre delimitation,0.267473963,0.00274870024,31248906.0,87,1715,260,0,0,0,0,0,2,7,0,3,122,0,0,0,39.0665675462597,24.935453414917,-0.101095653598585,-0.0836854390799999,0.187745287347237,0.18235794454813,2062,0.8317167798254123,0.1260911736178467,134,0.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.0522388059701492,0.0,0.0223880597014925,0.9104477611940298,0.0,0.0,0.0,2019,-0.0853642001748085,-0.0999103453041979,37.1956751520616,25.2109279632568,0.140769570155024,0.137746170163155,16109,16109
9,20,JHARKHAND,18,PURBI SINGHBHUM,49,JAMSHEDPUR WEST,9,JAMSHEDPUR,2009,Pre delimitation,0.25290124852,0.00178640933,20313463.0,135,861,74,0,0,0,0,0,2,0,0,14,75,0,0,0,23.3569128157079,24.1002445220947,-0.0890517756274824,-0.0704951994121075,0.20634292350509,0.202695809304714,1070,0.8046728971962617,0.0691588785046729,91,0.0,0.0,0.0,0.0,0.0,0.0219780219780219,0.0,0.0,0.1538461538461538,0.8241758241758241,0.0,0.0,0.0,2019,-0.0769538208842278,-0.0877070060656693,22.9095259370475,22.0065650939941,0.141006659075742,0.13835696130991,16109,16109
11,20,JHARKHAND,21,SIMDEGA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.00123458503,0.10676669941,1215348935.0,1548,10074,3907,0,0,2,162,239,67,362,1,4391,9,54,7,0,0.400173719983644,0.340749874711037,-0.0800380365165112,-0.0513057634234428,0.366348088890205,0.351721197366714,15529,0.6487217464099427,0.2515937922596432,5294,0.0,0.0,0.000377786173026,0.0306006800151114,0.045145447676615,0.0126558367963732,0.0683792973177181,0.000188893086513,0.8294295428787306,0.0017000377786173,0.0102002266717038,0.0013222516055912,0.0,2019,0.0426287911832333,0.0004089887105353,0.315403394110828,0.24970044195652,0.341276672478588,0.314452648162842,3028,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,45,GHATSILA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.41185353128,0.08394648393,956085831.0,2379,17061,81,0,18,226,396,115,441,69,0,2785,47,66,0,2,1.02851087796705,0.757221013307571,-0.121366194415949,-0.0960680209100246,0.404519448156475,0.392427489161491,19521,0.8739818656831105,0.0041493775933609,4165,0.0,0.0043217286914765,0.0542617046818727,0.095078031212485,0.0276110444177671,0.1058823529411764,0.0165666266506602,0.0,0.6686674669867947,0.0112845138055222,0.0158463385354141,0.0,0.0004801920768307,2019,-0.0445591602474451,-0.0763335719244732,0.851465353151383,0.607205331325531,0.322897151770129,0.307164683938026,16109,16109
11,20,JHARKHAND,21,SIMDEGA,71,KOLEBIRA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.48762145312,0.17979752746,2048196499.0,1330,9310,1967,0,0,29,447,442,1290,676,0,6016,0,14,2,0,0.377272952666134,0.339232504367828,-0.105784485053583,-0.0913660638034344,0.400858259468656,0.389616906642914,12607,0.7384786229872293,0.1560244308717379,8916,0.0,0.0,0.003252579632122,0.0501345895020188,0.0495737999102736,0.1446837146702557,0.0758187528039479,0.0,0.6747420367877972,0.0,0.0015702108568864,0.000224315836698,0.0,2019,-0.0153071526437998,-0.041180326493257,0.275922504972427,0.243506968021393,0.365603524153924,0.354633927345276,3028,3029
11,20,JHARKHAND,21,SIMDEGA,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.08520602334,0.04485660279,510617989.0,476,3019,103,0,3,24,169,67,907,99,0,937,0,19,0,0,0.354637226212444,0.333425015211105,-0.124224853761818,-0.110979728400707,0.451854797556773,0.450808390974998,3598,0.8390772651473041,0.0286270150083379,2225,0.0,0.0013483146067415,0.0107865168539325,0.0759550561797752,0.0301123595505618,0.4076404494382022,0.0444943820224719,0.0,0.4211235955056179,0.0,0.0085393258426966,0.0,0.0,2019,-0.0597801189869642,-0.0804870198013765,0.251109171863662,0.237789668142796,0.387120250278561,0.38342846930027,3028,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,46,POTKA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.59518230767,0.07616521023,867667835.0,1092,2278,21,0,17,323,235,139,261,78,0,2702,1,20,0,0,0.932734903292728,0.709781765937805,-0.0899109136094887,-0.0509208515286446,0.385740121345862,0.359463006258011,3391,0.6717782365084046,0.0061928634621055,3776,0.0,0.0045021186440677,0.0855402542372881,0.0622351694915254,0.0368114406779661,0.0691207627118644,0.0206567796610169,0.0,0.715572033898305,0.0002648305084745,0.0052966101694915,0.0,0.0,2019,-0.0030903520528227,-0.0474163798212099,0.811364998148886,0.601517200469971,0.294719469496727,0.272880613803864,16109,16109
11,20,JHARKHAND,17,PACHIM SINGHBHUM,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,0.62787565159,0.01612226032,183494874.0,264,440,23,0,1,5,2,1,33,0,0,755,0,3,0,0,0.840617903088511,0.778175354003906,-0.0456942765648028,-0.0278781857341528,0.382992601645798,0.372699379920959,727,0.6052269601100413,0.0316368638239339,800,0.0,0.00125,0.00625,0.0025,0.00125,0.04125,0.0,0.0,0.94375,0.0,0.00375,0.0,0.0,2019,0.0333543010056019,0.0081424307845624,0.668715767943755,0.610043227672577,0.289969530736105,0.276942700147629,3028,3029
10,20,JHARKHAND,17,PACHIM SINGHBHUM,52,CHAIBASA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.57049754152,0.09996037411,1139407278.0,746,2724,785,0,11,376,455,180,682,184,0,3038,22,10,0,0,0.909138869447577,0.585834681987762,-0.101300931948769,-0.0704022347927094,0.427325548807273,0.402847409248352,4255,0.6401880141010576,0.1844888366627497,4958,0.0,0.0022186365469947,0.0758370310609116,0.0917708753529649,0.036304961678096,0.1375554659136748,0.0371117386042759,0.0,0.6127470754336426,0.0044372730939895,0.0020169423154497,0.0,0.0,2019,-0.0276040202006698,-0.0607471402206257,0.733741037189648,0.424181908369064,0.34355252399799,0.319305658340454,21270,21266
9,20,JHARKHAND,18,PURBI SINGHBHUM,44,BAHARAGORA,9,JAMSHEDPUR,2009,Pre delimitation,1.65860559452,0.0786727261,897101011.0,4610,12445,245,0,1,1,33,9,3,32,0,3576,8,232,0,2,0.900504614492989,0.746275901794434,-0.0796285714138276,-0.0526861529797316,0.332631852911275,0.336352974176407,17300,0.719364161849711,0.0141618497109826,3897,0.0,0.0002566076469078,0.0002566076469078,0.0084680523479599,0.0023094688221709,0.0007698229407236,0.008211444701052,0.0,0.9176289453425712,0.002052861175263,0.0595329740826276,0.0,0.0005132152938157,2019,-0.0097147179767489,-0.0440971301991771,0.784896111706314,0.655620872974396,0.285659017951415,0.2797891497612,16109,16109
10,20,JHARKHAND,17,PACHIM SINGHBHUM,55,MANOHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.81952540825,0.10845967065,1237033315.0,498,12974,300,2,1094,58,746,149,1987,194,0,1062,2,82,0,0,0.443480899082707,0.37389349937439,-0.199678602113632,-0.253986984491348,0.50928426901338,0.545632719993591,13772,0.9420563462097008,0.0217833284925936,5376,0.0003720238095238,0.2034970238095238,0.0107886904761904,0.1387648809523809,0.0277157738095238,0.3696056547619047,0.0360863095238095,0.0,0.1975446428571428,0.0003720238095238,0.0152529761904761,0.0,0.0,2019,-0.21860708296299,-0.167950150784654,0.339239907717487,0.276495724916458,0.42572680399046,0.45032525062561,21270,21266
10,20,JHARKHAND,17,PACHIM SINGHBHUM,53,MAJHGAON (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.92118962766,0.10345892019,1181093801.0,1246,4948,660,0,0,276,382,132,100,71,2,4106,0,61,0,0,0.631972299426548,0.584760010242462,-0.0398493476330234,0.0092378123663365,0.388536195768717,0.352875456213951,6854,0.7219142106798949,0.0962941348117887,5130,0.0,0.0,0.0538011695906432,0.0744639376218323,0.0257309941520467,0.0194931773879142,0.0138401559454191,0.0003898635477582,0.8003898635477583,0.0,0.0118908382066276,0.0,0.0,2019,0.0345945302397013,-0.0152463726491589,0.449796240915945,0.405081048607826,0.325824522823,0.296456888318062,21270,21266
10,20,JHARKHAND,17,PACHIM SINGHBHUM,54,JAGANATHPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.97934982536,0.13963659363,1593894392.0,1319,2423,220,3,180,249,1977,742,1754,839,0,1164,0,13,0,0,0.808993152277704,0.469868063926697,-0.144684416283338,-0.178692758083344,0.471580594750215,0.493037268519402,3962,0.6115598182735992,0.0555275113579,6921,0.000433463372345,0.0260078023407022,0.035977459904638,0.2856523623753793,0.1072099407600057,0.2534315850310649,0.1212252564658286,0.0,0.1681837884698743,0.0,0.0018783412801618,0.0,0.0,2019,-0.162040255963802,-0.131876072943823,0.619514729276685,0.339288651943207,0.407225879023904,0.420147866010666,21270,21266
1,20,JHARKHAND,11,DUMKA,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.79254317884,0.0202490323,227424199.0,57,146,0,0,0,175,23,99,67,25,0,603,0,12,0,0,0.449562530563885,0.429019048810005,-0.0895863248363774,-0.0754548236727715,0.397156108824444,0.391424134373665,203,0.7192118226600985,0.0,1004,0.0,0.0,0.1743027888446215,0.0229083665338645,0.098605577689243,0.0667330677290836,0.0249003984063745,0.0,0.600597609561753,0.0,0.0119521912350597,0.0,0.0,2019,-0.0425253510475159,-0.0625315563292637,0.337071971886186,0.301287829875946,0.330156149168044,0.320896878838539,339059,338511
