OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
6,20,JHARKHAND,6,GIRIDIH,33,DUMRI,6,GIRIDIH,2006,Pre delimitation,1.13222343878,0.03919683405,441650711.0,816,3116,0,0,0,27,2,9,2,5,0,1892,0,8,0,0,0.889529932922405,0.691181600093842,0.0131904808505122,0.0430421903729439,0.347124884321684,0.337581127882004,3932,0.7924720244150559,0.0,1945,0.0,0.0,0.0138817480719794,0.0010282776349614,0.0046272493573264,0.0010282776349614,0.0025706940874035,0.0,0.9727506426735218,0.0,0.0041131105398457,0.0,0.0,2019,0.0830516144633293,0.051437585908702,0.707944469377514,0.545450985431671,0.26035444794153,0.243226885795593,3922,3923
2,20,JHARKHAND,20,JAMTARA,9,JAMTARA,2,DUMKA (ST),2002,Pre delimitation,1.49645593905,0.06449712712,726954692.0,717,38349,15251,0,0,0,0,1,0,150,12,2930,29,5,10,55,1.26767698555494,1.04248148202896,0.0032513846219152,0.0401820857077837,0.28382940369074,0.303185641765594,54317,0.7060220557099988,0.2807776570870998,3192,0.0,0.0,0.0,0.0,0.00031328320802,0.0,0.0469924812030075,0.0037593984962406,0.9179197994987468,0.0090852130325814,0.0015664160401002,0.0031328320802005,0.0172305764411027,2019,0.084751982241869,0.0490265771687437,1.05538789840251,0.836661726236343,0.221197113887529,0.224436089396477,2076,2076
2,20,JHARKHAND,20,JAMTARA,8,NALA,2,DUMKA (ST),2002,Pre delimitation,1.78268447748,0.08734140828,984609338.0,1470,5276,2,0,0,0,0,0,0,12,0,4320,0,1,0,0,0.694173366728204,0.646346092224121,0.0150256293117793,0.034439891576767,0.320156101176368,0.315942704677582,6748,0.7818612922347362,0.0002963841138114,4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0027694438033694,0.0,0.9969997692130164,0.0,0.0002307869836141,0.0,0.0,2019,0.0818823650479317,0.0581226572834477,0.576787828847214,0.531170696020126,0.25955199537007,0.251356333494186,2076,2076
2,20,JHARKHAND,20,JAMTARA,14,SARATH,2,DUMKA (ST),2002,Pre delimitation,0.50514972243,0.00880894422,99231572.0,214,872,0,0,0,0,0,0,0,0,0,437,0,0,0,0,1.39853309036671,1.24963939189911,0.0249167125910041,0.0462305545806885,0.313797374725078,0.306409955024719,1086,0.8029465930018416,0.0,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0.0965244919061661,0.0687305274671828,1.17131527778746,1.01800107955933,0.239267698314928,0.230896607041359,2076,2076
14,20,JHARKHAND,4,HAZARIBAG,24,MANDU,14,HAZARIBAGH,2014,Pre delimitation,2.5773603641,0.12479573744,1407804313.0,2813,15066,9717,0,0,342,247,162,64,294,0,4902,116,10,16,21,1.73344970214977,0.868250906467438,-0.0717547650615789,-0.0443710573017597,0.375272763845431,0.366140514612198,27596,0.5459486882156834,0.3521162487317002,6174,0.0,0.0,0.0553935860058309,0.0400064787819889,0.0262390670553935,0.0103660511823777,0.0476190476190476,0.0,0.793974732750243,0.0187884677680596,0.0016196954972465,0.0025915127955944,0.0034013605442176,2019,0.0177647098898888,-0.0075539272682615,1.50104559971928,0.706212401390076,0.276343305992065,0.26304218173027,67094,67095
6,20,JHARKHAND,12,DHANBAD,32,GIRIDIH,6,GIRIDIH,2006,Pre delimitation,0.29101475655,0.00329338717,37103998.0,42,1158,1,0,0,0,0,0,0,0,0,160,0,0,0,0,0.918122726567784,0.901766896247864,0.0395889732897812,0.0643339827656746,0.296077350284865,0.301212459802628,1201,0.964196502914238,0.0008326394671107,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0.0950044430792332,0.0667035920545744,0.820484306501306,0.794648885726929,0.218861651896325,0.213129416108131,3922,3923
6,20,JHARKHAND,12,DHANBAD,42,TUNDI,6,GIRIDIH,2006,Pre delimitation,1.63170819441,0.05770615114,650747766.0,1034,6543,157,0,0,197,9,56,12,65,0,2474,41,3,0,0,1.59883858040365,1.12018501758575,-0.0471529048702047,-0.0184569973498583,0.379419986329196,0.368565380573273,7734,0.8460046547711404,0.0202999741401603,2857,0.0,0.0,0.0689534476723836,0.0031501575078753,0.0196009800490024,0.0042002100105005,0.0227511375568778,0.0,0.8659432971648583,0.0143507175358767,0.0010500525026251,0.0,0.0,2019,0.0327498093247414,-0.0004586847419438,1.49691146458215,1.04652452468872,0.286469802849963,0.269289970397949,3922,3923
4,20,JHARKHAND,19,LATEHAR,74,LATEHAR (SC),4,CHATRA,2004,Pre delimitation,2.50284409126,0.16440899248,1855796364.0,2313,5685,802,0,2,668,359,368,889,151,0,5360,15,337,0,0,0.589264288515379,0.463833719491959,-0.106262507715044,-0.0978171080350876,0.338455246474022,0.333510756492615,8800,0.6460227272727272,0.0911363636363636,8149,0.0,0.0002454288869799,0.0819732482513191,0.0440544852129095,0.0451589152043195,0.1090931402626089,0.0185298809669898,0.0,0.6577494171063935,0.0018407166523499,0.0413547674561295,0.0,0.0,2019,0.00690408796072,-0.0233545889955324,0.451287502869378,0.343263119459152,0.362406637831052,0.347228437662125,9180,9176
14,20,JHARKHAND,4,HAZARIBAG,22,BARKAGAON,14,HAZARIBAGH,2014,Pre delimitation,2.05548126598,0.10448482211,1179564769.0,2451,10587,6318,0,17,527,274,169,225,404,15,3411,101,12,0,11,1.67502040393425,0.813900530338287,-0.121484806020219,-0.115757800638676,0.406068509445105,0.409749656915665,19356,0.5469621822690639,0.3264104153750775,5166,0.0,0.0032907471931862,0.1020131629887727,0.0530391018195896,0.0327138985675571,0.0435540069686411,0.0782036391792489,0.002903600464576,0.6602787456445993,0.0195509097948122,0.0023228803716608,0.0,0.0021293070073557,2019,-0.0294203963130713,-0.0477134965403259,1.35551006806976,0.629858374595642,0.321777349369412,0.312313139438629,67094,67095
6,20,JHARKHAND,13,BOKARO,34,GOMIA,6,GIRIDIH,2006,Pre delimitation,2.05019116553,0.09572144556,1080980832.0,9771,18407,37158,7,13,312,196,115,66,289,33,3516,89,1,13,100,1.34443781496627,0.856904745101929,-0.0937527647821239,-0.0601365678012371,0.370632917420837,0.371044933795929,65336,0.2817282968042121,0.5687216848291906,4750,0.0014736842105263,0.0027368421052631,0.0656842105263157,0.0412631578947368,0.0242105263157894,0.0138947368421052,0.0608421052631578,0.0069473684210526,0.7402105263157894,0.0187368421052631,0.0002105263157894,0.0027368421052631,0.0210526315789473,2019,-0.0007690452621318,-0.0398538521157901,1.19600971350305,0.72863832116127,0.275803991566861,0.26668992638588,3922,3923
6,20,JHARKHAND,13,BOKARO,33,DUMRI,6,GIRIDIH,2006,Pre delimitation,0.98147297915,0.0334442873,377333421.0,410,945,2,0,0,87,26,20,1,23,0,1485,14,0,0,0,1.22233143024367,1.01468431949615,-0.0513766903252494,-0.0227022767066956,0.385983854269775,0.376845389604568,1357,0.6963890935887989,0.0014738393515106,1656,0.0,0.0,0.0525362318840579,0.0157004830917874,0.0120772946859903,0.0006038647342995,0.0138888888888888,0.0,0.8967391304347826,0.0084541062801932,0.0,0.0,0.0,2019,0.0428468622267246,0.0118830629068293,1.0392434231186,0.862264037132263,0.287605837711129,0.270462095737457,3922,3923
7,20,JHARKHAND,12,DHANBAD,38,SINDRI,7,DHANBAD,2007,Pre delimitation,1.23745694303,0.0486687229,549361673.0,1679,18463,36,0,0,2,0,0,0,165,0,2157,93,0,0,0,3.17100741272413,1.97217738628387,-0.0391994259250879,-0.0175858158618212,0.312565491481595,0.32658588886261,20178,0.9150064426603232,0.0017841213202497,2417,0.0,0.0,0.0008274720728175,0.0,0.0,0.0,0.0682664460074472,0.0,0.8924286305337195,0.0384774513860157,0.0,0.0,0.0,2019,0.0218854770064354,0.0036949397324945,2.75808460195016,1.89411270618439,0.237827726631992,0.241388544440269,20072,20072
7,20,JHARKHAND,12,DHANBAD,39,NIRSA,7,DHANBAD,2007,Pre delimitation,0.88706272111,0.03748301508,423136677.0,2898,44319,20114,0,0,3,0,0,0,201,46,1380,148,0,8,69,2.92133404341433,1.61621046066284,-0.069087540521665,-0.0228178203105927,0.259264386289225,0.312102913856506,67331,0.6582257801012906,0.2987331244152025,1855,0.0,0.0,0.0016172506738544,0.0,0.0,0.0,0.1083557951482479,0.0247978436657681,0.7439353099730458,0.0797843665768194,0.0,0.0043126684636118,0.0371967654986522,2019,0.024878041818738,-0.0134346568385772,2.69627818864881,1.5835223197937,0.196034924222283,0.220149040222168,20072,20072
4,20,JHARKHAND,19,LATEHAR,73,MANIKA (ST),4,CHATRA,2004,Pre delimitation,2.78901934196,0.21484655684,,6204,12318,317,0,96,1735,2504,763,1822,473,0,3164,19,82,0,0,0.423109312915712,0.325514927506447,-0.184636720226605,-0.206606306135654,0.421038958330171,0.424109101295471,18839,0.6538563618026435,0.0168267954774669,10658,0.0,0.0090073184462375,0.162788515668981,0.2349408894726965,0.0715894164008256,0.1709513980108838,0.044379808594483,0.0,0.2968662037905798,0.0017826984424845,0.0076937511728279,0.0,0.0,2019,-0.143988892436028,-0.115658194194716,0.309511899711438,0.236316829919815,0.44873301870286,0.479534208774567,9180,9176
7,20,JHARKHAND,12,DHANBAD,40,DHANBAD,7,DHANBAD,2007,Pre delimitation,0.55165007212,0.01104985096,124743560.0,242,2318,21,0,0,0,0,0,4,47,0,204,299,0,0,0,10.478186790062,10.0747122764587,-0.0388138596893892,-0.0271443808451295,0.258222133738297,0.271038383245468,2581,0.8981015110422317,0.0081363812475784,554,0.0,0.0,0.0,0.0,0.0,0.0072202166064981,0.0848375451263537,0.0,0.3682310469314079,0.5397111913357401,0.0,0.0,0.0,2019,-0.0015172212733887,-0.0127648264170331,9.96298694329849,9.50793266296387,0.175889727501882,0.182477191090584,20072,20072
6,20,JHARKHAND,12,DHANBAD,43,BAGHMARA,6,GIRIDIH,2006,Pre delimitation,0.57662976168,0.01896335451,214087849.0,1568,4508,48,0,0,0,0,0,0,164,0,576,199,0,0,0,5.02472060633163,3.40248727798462,-0.0142412278962303,-0.0011603600578382,0.306834124827192,0.335451498627663,6124,0.736120182887002,0.007838014369693,939,0.0,0.0,0.0,0.0,0.0,0.0,0.174653887113951,0.0,0.6134185303514377,0.2119275825346112,0.0,0.0,0.0,2019,0.0429789777845144,0.0290834526693007,4.34881095345409,2.98856258392334,0.210459381372706,0.227893561124802,3922,3923
6,20,JHARKHAND,13,BOKARO,35,BERMO,6,GIRIDIH,2006,Pre delimitation,1.58347701717,0.04045650553,457020545.0,2760,8170,965,0,0,33,1,8,4,152,0,1637,173,0,0,0,3.12917298251195,1.55130517482758,-0.040928513076933,-0.0220560021698475,0.342269903955813,0.347967088222504,11895,0.6868432114333753,0.0811265237494745,2008,0.0,0.0,0.0164342629482071,0.0004980079681274,0.0039840637450199,0.0019920318725099,0.0756972111553784,0.0,0.8152390438247012,0.0861553784860557,0.0,0.0,0.0,2019,0.0329865142703056,0.0118088953481841,2.8190906414307,1.41027760505676,0.238938729429086,0.237836346030235,3922,3923
13,20,JHARKHAND,1,GARHWA,76,DALTONGANJ,13,PALAMU (SC),2013,Pre delimitation,1.17583729623,0.05456927147,616358794.0,678,4169,123,0,5,582,688,146,591,92,0,546,0,52,0,0,0.332133845119155,0.314394295215607,-0.206752422428181,-0.22688002884388,0.392232986975261,0.404112219810486,4970,0.8388329979879275,0.024748490945674,2702,0.0,0.0018504811250925,0.2153960029607698,0.2546262028127313,0.0540340488527017,0.2187268689859363,0.0340488527017024,0.0,0.2020725388601036,0.0,0.0192450037009622,0.0,0.0,2019,-0.157007709145546,-0.130609537199835,0.22511844520972,0.217047527432442,0.452624740868334,0.48409578204155,41645,41647
7,20,JHARKHAND,12,DHANBAD,41,JHARIA,7,DHANBAD,2007,Pre delimitation,0.39463015983,0.00642315035,72556354.0,409,3641,150,0,0,0,0,0,0,6,0,62,248,0,0,0,8.49145547101735,8.52120304107666,-0.0640640212006228,-0.051418362185359,0.281820000652244,0.309085324406624,4200,0.866904761904762,0.0357142857142857,316,0.0,0.0,0.0,0.0,0.0,0.0,0.0189873417721519,0.0,0.1962025316455696,0.7848101265822784,0.0,0.0,0.0,2019,-0.0342731047421694,-0.0442115153297743,8.52168308308653,8.5853214263916,0.159128141244978,0.165938518941402,20072,20072
7,20,JHARKHAND,13,BOKARO,36,BOKARO,7,DHANBAD,2007,Pre delimitation,0.95558423443,0.03064938541,346358194.0,5057,6563,5149,0,0,0,0,0,7,33,17,1136,330,0,0,0,5.49055897359507,2.51448786258698,-0.0531550992416475,-0.0312127154320478,0.309705094730038,0.334697961807251,16769,0.3913769455542966,0.3070546842387739,1523,0.0,0.0,0.0,0.0,0.0,0.0045961917268548,0.0216677609980302,0.0111621799080761,0.7458962573867367,0.216677609980302,0.0,0.0,0.0,2019,0.0188529938459396,-0.0057684570752752,4.38928984014678,2.14207863807678,0.215750804373658,0.229794383049011,20072,20072
7,20,JHARKHAND,13,BOKARO,37,CHANDANKIYARI (SC),7,DHANBAD,2007,Pre delimitation,1.24158115218,0.05156801319,583044184.0,3381,5101,30,0,0,0,0,0,1,22,0,2516,10,0,0,0,1.67911195057267,1.17937386035919,-0.0362347581940924,-0.0212674709036946,0.328407814065175,0.334378361701965,8512,0.5992716165413534,0.0035244360902255,2549,0.0,0.0,0.0,0.0,0.0,0.0003923107100823,0.0086308356218124,0.0,0.9870537465672812,0.0039231071008238,0.0,0.0,0.0,2019,0.045148640871048,0.0287384033374989,1.53693017994482,1.00671637058258,0.238358857089669,0.239569619297981,20072,20072
8,20,JHARKHAND,14,RANCHI,65,KANKE (SC),8,RANCHI,2008,Pre delimitation,1.89589012958,0.07099149929,802786800.0,906,2946,232,0,0,184,1,63,14,219,0,2911,123,5,0,0,2.59846514058608,1.07200944423676,-0.0668197436202208,-0.0382113102823496,0.37766714437416,0.360899746417999,4084,0.7213516160626836,0.0568070519098922,3520,0.0,0.0,0.0522727272727272,0.0002840909090909,0.0178977272727272,0.0039772727272727,0.062215909090909,0.0,0.8269886363636364,0.0349431818181818,0.0014204545454545,0.0,0.0,2019,0.0518146771937609,0.0122973840065036,2.36233572015694,0.864757597446442,0.304448600039049,0.277425050735474,3961,3961
14,20,JHARKHAND,4,HAZARIBAG,23,RAMGARH,14,HAZARIBAGH,2014,Pre delimitation,1.48460820965,0.05731792236,648130269.0,2067,6420,1270,0,0,126,11,17,44,29,1,2571,37,4,0,0,1.5575706727383,1.10248106718063,-0.0724403020449819,-0.048247218132019,0.347761205700407,0.339237779378891,9757,0.6579891360049196,0.1301629599262068,2840,0.0,0.0,0.0443661971830985,0.0038732394366197,0.0059859154929577,0.0154929577464788,0.0102112676056338,0.0003521126760563,0.905281690140845,0.0130281690140845,0.0014084507042253,0.0,0.0,2019,0.0161286601796746,-0.0112677150093679,1.45744267726238,1.03120499849319,0.246786886533371,0.232083365321159,67094,67095
12,20,JHARKHAND,15,LOHARDAGA,72,LOHARDAGA (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.23203668748,0.13246143041,1498702818.0,1548,7502,922,0,3,87,957,482,333,317,0,4362,21,12,4,0,0.718922426008822,0.545681178569794,-0.118830446427399,-0.0757489576935768,0.408210979132613,0.382518768310547,9972,0.7523064580826314,0.0924588848776574,6578,0.0,0.0004560656734569,0.0132259045302523,0.1454849498327759,0.0732745515354211,0.0506232897537245,0.0481909394952873,0.0,0.6631194892064457,0.0031924597141988,0.0018242626938279,0.0006080875646093,0.0,2019,0.0411380007863045,-0.0295489224288975,0.585255787657489,0.427767246961594,0.372798188719006,0.320532083511353,9789,9789
12,20,JHARKHAND,14,RANCHI,66,MANDAR (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.15712955269,0.10790944016,1222165661.0,1564,4876,1298,0,0,7,20,19,2,0,0,5283,3,14,2,0,0.810045330786259,0.65345972776413,-0.0604143810913261,-0.0294504351913929,0.385848780721089,0.362436920404434,7738,0.6301369863013698,0.1677436029981907,5350,0.0,0.0,0.0013084112149532,0.0037383177570093,0.0035514018691588,0.0003738317757009,0.0,0.0,0.9874766355140188,0.0005607476635514,0.0026168224299065,0.0003738317757009,0.0,2019,0.0673979520797729,0.0279175969959344,0.633082714314773,0.492963045835495,0.308774553789612,0.280581086874008,9789,9789
12,20,JHARKHAND,16,GUMLA,69,BISHNUPUR (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.3559616837,0.12944920892,1466541160.0,1524,5091,1023,0,18,41,969,600,485,488,0,3798,2,10,0,0,0.37253497409115,0.332675367593765,-0.120443883428751,-0.0783046334981918,0.409902346754848,0.382725149393082,7638,0.6665357423409269,0.133935585231736,6411,0.0,0.00280767430978,0.0063952581500545,0.1511464670098268,0.0935891436593355,0.0756512244579628,0.0761191701762595,0.0,0.5924192793635938,0.0003119638121977,0.0015598190609889,0.0,0.0,2019,0.0437249466776848,-0.0290582972388396,0.278579370183087,0.248127281665802,0.380550446646946,0.328806102275848,9789,9789
8,20,JHARKHAND,14,RANCHI,62,KHIJRI (ST),8,RANCHI,2008,Pre delimitation,1.85887610266,0.09126959066,1033451964.0,7595,17139,18504,0,31,110,88,144,34,84,37,3892,50,21,3,36,2.38238331794238,1.07176566123962,-0.0696635810746282,-0.0340096913278103,0.387746321881659,0.390705674886703,43238,0.3963874369767334,0.427956889772885,4530,0.0,0.0068432671081677,0.0242825607064017,0.0194260485651214,0.0317880794701986,0.0075055187637969,0.0185430463576158,0.008167770419426,0.8591611479028698,0.0110375275938189,0.0046357615894039,0.0006622516556291,0.0079470198675496,2019,0.0283571667969227,-0.0122140754081384,2.17585069860444,0.924588799476624,0.300850824073745,0.291754722595215,3961,3961
8,20,JHARKHAND,14,RANCHI,64,HATIA,8,RANCHI,2008,Pre delimitation,0.76565258972,0.01911118275,216420638.0,651,544,4,0,0,0,0,0,2,2,0,840,92,0,0,0,6.23922759432397,1.83446669578552,-0.0348016162591673,-0.0063351814169436,0.349104671401028,0.338838055729866,1199,0.4537114261884904,0.0033361134278565,936,0.0,0.0,0.0,0.0,0.0,0.0021367521367521,0.0021367521367521,0.0,0.8974358974358975,0.0982905982905982,0.0,0.0,0.0,2019,0.0628281868994236,0.0338963919915855,5.92407681130962,1.55759787559509,0.270138166791437,0.250891715288162,3961,3961
8,20,JHARKHAND,14,RANCHI,61,SILLI,8,RANCHI,2008,Pre delimitation,1.53614388015,0.08153081778,923707712.0,5109,4210,16,0,0,225,44,73,100,62,0,3527,0,11,0,0,0.792167553169473,0.630786538124084,-0.0596745680483009,-0.0365829635411501,0.395698136786784,0.384843975305557,9335,0.450990894483128,0.0017139796464916,4042,0.0,0.0,0.0556655121227115,0.0108857001484413,0.0180603661553686,0.024740227610094,0.0153389411182582,0.0,0.8725878278080158,0.0,0.0027214250371103,0.0,0.0,2019,0.0360037628561258,0.0027898223802623,0.587686395717,0.444995865225792,0.298411680799685,0.279854312539101,3961,3961
8,20,JHARKHAND,14,RANCHI,63,RANCHI,8,RANCHI,2008,Pre delimitation,0.19546851563,0.00223438046,25295947.0,71,1468,37,0,0,0,0,0,1,5,0,15,95,0,0,0,25.4842233570344,26.2703723907471,-0.0607140262049495,-0.0199610693380237,0.272271413386716,0.271944746375084,1576,0.931472081218274,0.023477157360406,116,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.043103448275862,0.0,0.1293103448275862,0.8189655172413793,0.0,0.0,0.0,2019,0.0114404838532209,-0.0228426433536365,27.0178772243885,27.3899669647217,0.206937862052639,0.208895564079285,3961,3961
12,20,JHARKHAND,16,GUMLA,68,GUMLA (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.50659574498,0.15606044251,1770930034.0,1582,9641,685,5,9,4,690,507,423,435,3,5574,6,80,0,0,0.388327523588086,0.314722150564194,-0.108739289075412,-0.0681532993912697,0.39750372150806,0.376286774873734,11908,0.8096237823312059,0.0575243533758817,7736,0.0006463288521199,0.0011633919338159,0.0005170630816959,0.0891933815925542,0.0655377456049638,0.0546794208893485,0.0562306101344364,0.0003877973112719,0.7205274043433298,0.0007755946225439,0.0103412616339193,0.0,0.0,2019,0.0385790430009365,-0.0248933262965907,0.295676656943173,0.235098749399185,0.381967610828242,0.341645002365112,9789,9789
12,20,JHARKHAND,16,GUMLA,67,SISAI (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.460210736,0.13525027548,1535074514.0,1800,14128,917,0,0,6,11,37,34,16,0,6584,0,4,1,0,0.468798083507404,0.41900497674942,-0.0282281729785304,-0.0037027541548013,0.350659343426398,0.336246132850647,16845,0.8387058474324726,0.0544375185514989,6693,0.0,0.0,0.0008964589870013,0.0016435081428357,0.0055281637531749,0.0050799342596742,0.0023905572986702,0.0,0.9837143284028088,0.0,0.0005976393246675,0.0001494098311668,0.0,2019,0.0937089249491692,0.0591797129640106,0.355187969357752,0.307715222239494,0.296807974173028,0.277420580387115,9789,9789
11,20,JHARKHAND,14,RANCHI,60,KHUNTI (ST),11,KHUNTI (ST),2011,Pre delimitation,1.90307777041,0.10952803455,1242866511.0,760,1528,790,0,0,27,132,53,781,63,0,4304,8,55,2,0,0.633771845235009,0.475188255310059,-0.0565732256349174,-0.0276005584746599,0.415682767048283,0.401419162750244,3078,0.4964262508122157,0.2566601689408707,5425,0.0,0.0,0.0049769585253456,0.024331797235023,0.0097695852534562,0.143963133640553,0.0116129032258064,0.0,0.7933640552995391,0.0014746543778801,0.0101382488479262,0.00036866359447,0.0,2019,0.0370221771299839,-0.0003386725282538,0.467695712678566,0.324911773204803,0.331681974524944,0.311772882938385,3028,3029
11,20,JHARKHAND,14,RANCHI,58,TAMAR (ST),11,KHUNTI (ST),2011,Pre delimitation,2.06697947889,0.11531472319,1309016809.0,3743,3223,377,0,54,355,701,134,1382,156,0,2907,4,33,0,0,0.686163300826673,0.524212181568146,-0.119397705832253,-0.100252885371447,0.455255330330069,0.453505471348763,7343,0.4389214217622225,0.0513414135911752,5726,0.0,0.0094306671323786,0.0619979042961928,0.1224240307369891,0.0234020258470136,0.2413552217953196,0.0272441494935382,0.0,0.5076842472930493,0.0006985679357317,0.0057631854697869,0.0,0.0,2019,-0.0481384191662073,-0.0700722905369184,0.519012053778016,0.379188597202301,0.362360593446315,0.356304720044136,3028,3029
8,20,JHARKHAND,22,SARAIKELA,50,ICHAGARH,8,RANCHI,2008,Pre delimitation,1.54676819439,0.08940458188,1015067689.0,9222,44771,50622,9,26,102,199,13,113,389,140,3261,33,25,2,122,1.032785784853,0.758975088596344,-0.119420596612413,-0.0747095569968224,0.342090035231664,0.371125280857086,104615,0.427959661616403,0.4838885437078812,4434,0.0020297699594046,0.0058637798827244,0.0230040595399188,0.0448804691023906,0.0029318899413622,0.0254848894903022,0.0877311682453766,0.031574199368516,0.7354533152909337,0.0074424898511502,0.005638249887235,0.0004510599909788,0.0275146594497068,2019,-0.0161717291921377,-0.0622852191407047,0.903316325064337,0.634746313095093,0.252808861843587,0.260517984628677,3961,3961
11,20,JHARKHAND,14,RANCHI,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.77434445771,0.07533240766,855944024.0,965,6418,54,0,4,19,185,34,681,81,0,2697,6,32,0,0,0.484466665045644,0.432039588689804,-0.0698138920923916,-0.0386645682156086,0.413625820384729,0.393200427293777,7437,0.862982385370445,0.0072609923356192,3739,0.0,0.0010698047606311,0.0050815726129981,0.0494784701791922,0.009093340465365,0.1821342604974592,0.0216635464027814,0.0,0.7213158598555763,0.0016047071409467,0.0085584380850494,0.0,0.0,2019,0.0436156056821346,-0.0022704989850135,0.357598969224626,0.310652494430542,0.343066311097136,0.320160239934921,3028,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,47,JUGSALAI (SC),9,JAMSHEDPUR,2009,Pre delimitation,1.48831737542,0.06920762626,786544804.0,1984,12122,2030,0,56,154,97,12,141,154,18,2621,177,5,0,0,2.93829822747818,0.835483491420746,-0.103352030595867,-0.0770924910902977,0.373563634501467,0.362871706485748,16136,0.7512394645513139,0.125805651958354,3435,0.0,0.0163027656477438,0.0448326055312954,0.0282387190684133,0.0034934497816593,0.0410480349344978,0.0448326055312954,0.005240174672489,0.7630276564774381,0.0515283842794759,0.0014556040756914,0.0,0.0,2019,-0.0402032360434532,-0.0670419792233782,2.73075175550913,0.670552134513855,0.300463970681106,0.285341084003448,16109,16109
11,20,JHARKHAND,16,GUMLA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.17000905288,0.05165465619,587090279.0,440,2751,655,0,1,3,41,122,9,658,0,1725,0,0,0,0,0.360191478789575,0.332441776990891,-0.0779066270160573,-0.0518523883074522,0.366819568502638,0.355596333742142,3846,0.7152886115444618,0.1703068122724909,2559,0.0,0.0003907776475185,0.0011723329425556,0.016021883548261,0.0476748729972645,0.003516998827667,0.2571316920672137,0.0,0.6740914419695193,0.0,0.0,0.0,0.0,2019,0.0413053762167692,0.0020226401118781,0.272526477558532,0.248300969600677,0.344162019855038,0.319575846195221,3028,3029
11,20,JHARKHAND,22,SARAIKELA,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,1.84084668581,0.07140395617,811776386.0,1496,3528,209,0,84,11,357,47,667,111,0,2216,0,44,0,0,0.973351398801959,0.738833695650101,-0.10950969923773,-0.070110023021698,0.422144466968991,0.394562065601349,5233,0.6741830689852857,0.0399388496082553,3537,0.0,0.0237489397794741,0.0031099802092168,0.100932994062765,0.0132880972575629,0.1885778908679672,0.0313825275657336,0.0,0.6265196494204128,0.0,0.0124399208368674,0.0,0.0,2019,-0.0161782596260309,-0.0633138506045811,0.889619702072114,0.593556761741638,0.336424866814516,0.30496209859848,3028,3029
10,20,JHARKHAND,22,SARAIKELA,51,SERAIKELLA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.79629048959,0.07293923222,829977392.0,3632,15656,2118,1,3,10,41,1,18,120,1,3271,141,3,0,0,2.54820692606966,1.14475405216217,-0.0413469517722273,-0.0158842476084828,0.313995543968149,0.316268146038055,21406,0.7313837241894796,0.0989442212463795,3610,0.0002770083102493,0.0008310249307479,0.002770083102493,0.0113573407202216,0.0002770083102493,0.0049861495844875,0.0332409972299169,0.0002770083102493,0.9060941828254848,0.0390581717451523,0.0008310249307479,0.0,0.0,2019,0.0341906994581223,0.0069227331931141,2.23123911846897,0.995118975639343,0.217412711775762,0.214790254831314,21270,21266
