OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,NL_mean,NL_median,LC_SUM,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
19,10,BIHAR,16,SIWAN,112,Maharajganj,19,MAHARAJGANJ,1019,,1.333457551,0.02377285101,289666,15731,21921,0,24691,657,0,0,0,0,0,15,0,0,1135,7,5,0,16,-0.203643929712277,-0.206979736685753,0.448083735558082,0.456165701150894,25348,0.0259192046709799,0.0,1.532533351021247,1.431725263595581,1178,0.0,0.0,0.0,0.0,0.0127334465195246,0.0,0.0,0.963497453310696,0.0059422750424448,0.0042444821731748,0.0,0.0135823429541595,2018,-0.193219229578972,-0.186361166997179,1.297583599500327,1.193775534629822,0.392473209602929,0.401829168200493,19540,18624
16,10,BIHAR,14,MUZAFFARPUR,97,Paroo,16,VAISHALI,1016,,1.07935571418,0.03098262427,363784,16915,43943,1930,30165,5325,1029,0,0,0,0,17,7,0,1459,0,30,0,24,-0.227611845064139,-0.220294706523418,0.43827357295524,0.44091509282589,36519,0.1458145075166352,0.0281771132834962,1.7317054088388524,1.6755422949790957,1537,0.0,0.0,0.0,0.0,0.011060507482108,0.0045543266102797,0.0,0.9492517891997396,0.0,0.0195185426154847,0.0,0.0156148340923877,2018,-0.1872343942523,-0.187877568321277,1.495426158174892,1.430710315704346,0.360055841191469,0.364650055766106,40714,29016
13,10,BIHAR,11,MADHEPURA,73,Madhepura,13,MADHEPURA,1013,,1.53997460006,0.03892627111,526687,7183,2092,0,7007,1005,0,0,0,0,0,9,0,0,1902,9,12,0,0,-0.318875422125788,-0.351361438632011,0.550443235858929,0.580033659934998,8012,0.1254368447329006,0.0,1.756920137504994,1.466886520385742,1932,0.0,0.0,0.0,0.0,0.0046583850931677,0.0,0.0,0.984472049689441,0.0046583850931677,0.0062111801242236,0.0,0.0,2018,-0.209143713116646,-0.197337105368643,1.643321423191571,1.387407541275024,0.359691289326706,0.361044958233833,7964,7826
15,10,BIHAR,14,MUZAFFARPUR,94,Muzaffarpur,15,MUZAFFARPUR,1015,,0.38264352185,0.00337215845,44368,729,1325,7,1180,552,3,0,0,0,0,33,0,0,32,98,3,0,0,-0.098882913233459,-0.062086243182421,0.291095112962097,0.279197573661804,1735,0.3181556195965417,0.001729106628242,14.456286800419626,14.33313274383545,166,0.0,0.0,0.0,0.0,0.1987951807228915,0.0,0.0,0.1927710843373494,0.5903614457831325,0.0180722891566265,0.0,0.0,2018,-0.057127580046654,-0.085669501092348,10.991022025149292,10.90007781982422,0.231477771238417,0.229546591639519,158703,152199
8,10,BIHAR,11,MADHEPURA,72,Singheshwar (SC),8,SUPAUL,1008,,1.46474540417,0.04110602482,489152,75451,1389,0,74919,1569,0,0,0,0,0,0,0,0,2017,0,26,0,0,-0.332862618808246,-0.366793811321259,0.576032795513216,0.60882180929184,76488,0.0205130216504549,0.0,1.3547788305777204,1.222987711429596,2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9872736172295644,0.0,0.0127263827704356,0.0,0.0,2018,-0.272568196058273,-0.249181219443545,1.277151475004147,1.122981667518616,0.411935225024226,0.412702366709709,175749,175377
18,10,BIHAR,16,SIWAN,109,Daraundha,18,SIWAN,1018,,1.5508239374,0.02935372247,366482,18228,19105,379,31821,3840,27,0,0,0,0,1,1,0,1436,9,0,0,13,-0.260807616837933,-0.278940945863724,0.500803277743469,0.523618280887604,35688,0.1075991930060524,0.0007565568258238,1.4603444925750275,1.3172706365585325,1460,0.0,0.0,0.0,0.0,0.0006849315068493,0.0006849315068493,0.0,0.9835616438356164,0.0061643835616438,0.0,0.0,0.008904109589041,2018,-0.198953673243523,-0.188514411611597,1.201261796830106,1.059948623180389,0.395884801036859,0.406958788633347,8918,8869
23,10,BIHAR,13,DARBHANGA,84,Hayaghat,23,SAMASTIPUR (SC),1023,,1.06519623264,0.02116282402,260326,10660,20201,188,28294,4653,13,0,0,0,0,7,0,0,1034,0,13,0,0,-0.241338248819162,-0.248739689588547,0.482711747460453,0.500048577785492,32960,0.1411711165048543,0.0003944174757281,1.2223340632576845,1.0747252404689784,1054,0.0,0.0,0.0,0.0,0.0066413662239089,0.0,0.0,0.9810246679316889,0.0,0.0123339658444022,0.0,0.0,2018,-0.186301022768021,-0.175659635343049,1.049181268031081,0.914240181446075,0.342918577486118,0.347087532281876,33053,31743
15,10,BIHAR,14,MUZAFFARPUR,93,Kurhani,15,MUZAFFARPUR,1015,,0.82635616129,0.02415794767,299069,12107,21438,14,25325,3602,0,0,0,0,0,8,0,0,1182,2,6,0,1,-0.281558190071673,-0.285767108201981,0.479761337269748,0.490836068987846,28927,0.1245203443149998,0.0,1.907078409170111,1.6457715332508087,1199,0.0,0.0,0.0,0.0,0.006672226855713,0.0,0.0,0.9858215179316095,0.0016680567139282,0.0050041701417848,0.0,0.0008340283569641,2018,-0.222793631255627,-0.217402174876249,1.530783304224412,1.256384193897247,0.365655735972971,0.37298871576786,158703,152199
13,10,BIHAR,12,SAHARSA,77,Mahishi,13,MADHEPURA,1013,,1.40083029201,0.03907974117,386313,72556,74372,4856,102198,49482,5522,0,0,0,0,6,79,0,1791,3,1,22,39,-0.255074644552491,-0.2645423412323,0.457736613429099,0.491073191165924,157202,0.3147669876973575,0.0351267795575119,1.23393320059524,1.0216755867004397,1941,0.0,0.0,0.0,0.0,0.0030911901081916,0.0407006697578567,0.0,0.9227202472952086,0.0015455950540958,0.0005151983513652,0.011334363730036,0.0200927357032457,2018,-0.175271049141884,-0.16490342900461,1.079669595580158,0.914786100387573,0.312744702307189,0.322587043046951,7964,7826
23,10,BIHAR,19,SAMASTIPUR,131,Kalyanpur (SC),23,SAMASTIPUR (SC),1023,,1.33239987303,0.02819101577,280856,39582,67579,140,95695,9071,32,0,0,0,0,3,0,0,1312,7,78,0,0,-0.277791662666753,-0.271409839391708,0.4939233437716,0.501413643360138,104798,0.0865569953625069,0.0003053493387278,1.5341705916734556,1.480708599090576,1400,0.0,0.0,0.0,0.0,0.0021428571428571,0.0,0.0,0.9371428571428572,0.005,0.0557142857142857,0.0,0.0,2018,-0.207162782549858,-0.202553898215468,1.231725624318798,1.178341031074524,0.352514040899515,0.357618063688278,33053,31743
14,10,BIHAR,13,DARBHANGA,79,Gaura Bauram,14,DARBHANGA,1014,,1.5434803437,0.02433795801,204340,62269,68202,294,125104,11723,4,0,0,0,0,1,0,0,1189,5,0,0,14,-0.27439744368129,-0.288927525281906,0.501310941858184,0.522160887718201,136831,0.085675029781263,2.9233141612646258e-05,0.8926625400905189,0.7905951738357545,1209,0.0,0.0,0.0,0.0,0.0008271298593879,0.0,0.0,0.9834574028122416,0.0041356492969396,0.0,0.0,0.0115798180314309,2018,-0.178442358970642,-0.171133964449433,0.765644630315292,0.67556095123291,0.320011343359686,0.322098255157471,36251,30618
15,10,BIHAR,14,MUZAFFARPUR,92,Sakra (SC),15,MUZAFFARPUR,1015,,0.79379206267,0.02128150636,260833,11637,20497,50,27166,2406,0,0,0,0,0,1,0,0,1020,2,25,0,1,-0.278387244878742,-0.276851296424866,0.48925999280844,0.497998028993607,29572,0.0813607466522386,0.0,1.7287768151313636,1.6962003111839294,1049,0.0,0.0,0.0,0.0,0.0009532888465204,0.0,0.0,0.9723546234509056,0.0019065776930409,0.0238322211630123,0.0,0.0009532888465204,2018,-0.192888870835304,-0.191700014757629,1.44344611392275,1.402970373630524,0.349333564057121,0.351161360740662,158703,152199
19,10,BIHAR,17,SARAN,113,Ekma,19,MAHARAJGANJ,1019,,1.03082489325,0.02399108962,303954,11090,14566,733,17762,3268,951,0,0,0,0,0,0,0,1167,0,1,8,9,-0.240092802782237,-0.25340461730957,0.483475024366739,0.504073560237885,21981,0.1486738546926891,0.0432646376415995,1.5313505215318537,1.4175304174423211,1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848101265822784,0.0,0.00084388185654,0.0067510548523206,0.0075949367088607,2018,-0.200395494699478,-0.186959436469986,1.39041197740361,1.281857848167419,0.40155708629446,0.417475491762161,19540,18624
12,10,BIHAR,9,PURNIA,58,Kasba,12,PURNIA,1012,,1.28395410584,0.04356843201,592249,2859,4782,0,3549,2195,0,0,0,0,0,1,0,0,2034,5,114,0,0,-0.239897386865483,-0.24836553633213,0.43357379249033,0.440704569220543,5744,0.3821378830083565,0.0,1.1388605741031177,1.008267879486084,2154,0.0,0.0,0.0,0.0,0.000464252553389,0.0,0.0,0.9442896935933148,0.0023212627669452,0.0529247910863509,0.0,0.0,2018,-0.257079631090164,-0.229310948123294,0.971100699282133,0.837019443511963,0.440853039385019,0.457273855805397,5674,5639
12,10,BIHAR,9,PURNIA,59,Banmankhi (SC),12,PURNIA,1012,,1.26171359493,0.04374164813,589656,9410,3191,0,7612,1667,0,0,0,0,0,1,0,0,2096,6,49,0,1,-0.272270876442245,-0.283128499984741,0.501081039627753,0.517192006111145,9279,0.1796529798469662,0.0,1.174252863283764,1.071892350912094,2153,0.0,0.0,0.0,0.0,0.0004644681839294,0.0,0.0,0.973525313516024,0.0027868091035764,0.0227589410125406,0.0,0.0004644681839294,2018,-0.277182072401047,-0.253057001150238,1.06248350343575,0.969297111034393,0.449994946510039,0.465021878480911,5674,5639
16,10,BIHAR,18,VAISHALI,125,Vaishali,16,VAISHALI,1016,,1.44529776434,0.0274252652,328395,14548,33855,796,22858,1436,902,0,0,0,0,4,7,0,1295,2,26,0,25,-0.238003150769202,-0.237324707210064,0.449869267827336,0.454936444759369,25196,0.0569931735196062,0.0357993332274964,1.8912179488263825,1.8188148140907283,1359,0.0,0.0,0.0,0.0,0.002943340691685,0.0051508462104488,0.0,0.9529065489330388,0.0014716703458425,0.0191317144959529,0.0,0.0183958793230316,2018,-0.182842776179314,-0.184878868376336,1.727513994032009,1.669287323951721,0.359506471813717,0.358708634972572,40714,29016
20,10,BIHAR,17,SARAN,120,Amnour,20,SARAN,1020,,0.9543026434,0.02294345794,271700,16794,24358,3070,13227,6077,1819,0,0,0,0,5,8,0,1094,5,5,1,16,-0.275154464459357,-0.293418049812317,0.487298977884953,0.51659831404686,21123,0.2876958765326894,0.0861146617431236,2.068012552247782,1.957644879817963,1134,0.0,0.0,0.0,0.0,0.0044091710758377,0.0070546737213403,0.0,0.964726631393298,0.0044091710758377,0.0044091710758377,0.0008818342151675,0.0141093474426807,2018,-0.258721187710762,-0.245434190743528,1.896753260686393,1.787248015403748,0.423665134152298,0.444330051541328,21281,20670
10,10,BIHAR,9,PURNIA,57,Baisi,10,KISHANGANJ,1010,,1.27062467835,0.0371849458,433448,29847,47965,734,47622,26463,1043,0,0,0,0,12,6,0,1802,4,17,0,6,-0.215370310477142,-0.224004812538624,0.378943966302271,0.382764771580696,75128,0.3522388457033329,0.0138829730593121,0.9254426835180952,0.801228165626526,1847,0.0,0.0,0.0,0.0,0.0064970221981591,0.0032485110990795,0.0,0.9756361667569032,0.002165674066053,0.0092041147807255,0.0,0.0032485110990795,2018,-0.259392783045769,-0.22674994353458,0.720975028088047,0.60306316614151,0.405969186645169,0.429807528853416,66542,66422
19,10,BIHAR,17,SARAN,114,Manjhi,19,MAHARAJGANJ,1019,,1.12236777877,0.02636647005,332115,14381,14555,1980,19624,7225,2877,0,0,0,0,1,16,0,1262,1,0,13,19,-0.224250728779774,-0.241944193840027,0.458700627802759,0.487908124923706,29726,0.2430532194038888,0.0967839601695485,1.3933797074609662,1.2978817820549011,1312,0.0,0.0,0.0,0.0,0.0007621951219512,0.0121951219512195,0.0,0.961890243902439,0.0007621951219512,0.0,0.0099085365853658,0.0144817073170731,2018,-0.192938432097435,-0.1753655918746,1.122042523201558,1.010487079620361,0.38547915268986,0.408613443374634,19540,18624
23,10,BIHAR,19,SAMASTIPUR,132,Warisnagar,23,SAMASTIPUR (SC),1023,,1.26182001294,0.03177688428,352887,56336,28238,85,80366,4867,10,0,0,0,0,23,0,0,1437,16,97,0,0,-0.279383413585788,-0.284939587116241,0.49985634664088,0.51680400967598,85243,0.0570955972924463,0.0001173116854169,1.3110516993068255,1.1391999423503876,1573,0.0,0.0,0.0,0.0,0.0146217418944691,0.0,0.0,0.9135410044500952,0.0101716465352828,0.0616656071201525,0.0,0.0,2018,-0.20838674902916,-0.201133790520159,1.05370246397175,0.915944695472717,0.362171569511747,0.365535706281662,33053,31743
20,10,BIHAR,17,SARAN,117,Marhaura,20,SARAN,1020,,0.82687973391,0.01834764885,230281,10221,12117,0,12150,117,0,0,0,0,0,4,0,0,887,16,3,0,0,-0.242629819684456,-0.254550933837891,0.476942083653419,0.493438065052032,12267,0.0095377842993396,0.0,2.233942577550025,1.9257602095603947,910,0.0,0.0,0.0,0.0,0.0043956043956043,0.0,0.0,0.9747252747252748,0.0175824175824175,0.0032967032967032,0.0,0.0,2018,-0.214169502258301,-0.20274670678817,1.993035285880691,1.593950390815735,0.409474289322217,0.421772599220276,21281,20670
23,10,BIHAR,19,SAMASTIPUR,133,Samastipur,23,SAMASTIPUR (SC),1023,,1.00696715732,0.01421934751,177786,2054,15887,47,10754,3546,26,0,0,0,0,37,0,0,555,32,81,0,0,-0.233567733686717,-0.230039305984974,0.440811500076929,0.452537372708321,14326,0.2475219879938573,0.0018148820326678,2.932336856072445,1.975781887769699,705,0.0,0.0,0.0,0.0,0.0524822695035461,0.0,0.0,0.7872340425531915,0.0453900709219858,0.1148936170212766,0.0,0.0,2018,-0.161385700106621,-0.159831568593841,2.248523882651261,1.594533026218414,0.317491534858453,0.324975818395615,33053,31743
13,10,BIHAR,11,MADHEPURA,71,Bihariganj,13,MADHEPURA,1013,,1.06878861359,0.03816809456,413980,107790,3741,0,111683,3147,0,0,0,0,0,0,0,0,1812,8,64,0,0,-0.304105246644946,-0.325400710105896,0.560035466559804,0.584276795387268,114830,0.0274057302098754,0.0,1.3600923208638624,1.2290226221084597,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961783439490446,0.0042462845010615,0.0339702760084925,0.0,0.0,2018,-0.288478016853333,-0.263178576691645,1.246960649788223,1.135934710502625,0.42823532798305,0.436083525419235,7964,7826
12,10,BIHAR,9,PURNIA,61,Dhamdaha,12,PURNIA,1012,,1.39468866317,0.05472136076,742246,6819,4391,0,5044,2011,0,0,0,0,0,0,0,0,2604,1,111,0,0,-0.311326086984365,-0.336784273386002,0.527581651763219,0.554868757724762,7055,0.2850460666194188,0.0,1.0966772218384164,0.95837727189064,2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587628865979382,0.0003681885125184,0.0408689248895434,0.0,0.0,2018,-0.313421204686165,-0.279046884642268,0.937672857028991,0.825450479984283,0.478467219280166,0.5,5674,5639
13,10,BIHAR,12,SAHARSA,75,Saharsa,13,MADHEPURA,1013,,0.95086373768,0.02875235993,389675,4916,1298,0,5660,696,0,0,0,0,0,22,0,0,1365,38,2,0,0,-0.27412216144686,-0.295789062976837,0.508079209954536,0.534689843654633,6356,0.1095028319697923,0.0,2.077652451767474,1.6566503047943115,1427,0.0,0.0,0.0,0.0,0.0154169586545199,0.0,0.0,0.956552207428171,0.0266292922214435,0.0014015416958654,0.0,0.0,2018,-0.172061547636986,-0.161825463090365,1.926426325066417,1.582521438598633,0.312925393278239,0.311542868614197,7964,7826
11,10,BIHAR,10,KATIHAR,65,Balrampur,11,KATIHAR,1011,,1.71391881866,0.04097258061,545117,9885,9080,29,10564,7212,48,0,0,0,0,2,0,0,2006,0,17,0,0,-0.247518545076389,-0.257203817367554,0.375286640109748,0.366223275661469,17824,0.4046229802513465,0.0026929982046678,0.714303061291351,0.6503505408763885,2025,0.0,0.0,0.0,0.0,0.0009876543209876,0.0,0.0,0.9906172839506172,0.0,0.008395061728395,0.0,0.0,2018,-0.246200159192085,-0.221676407850133,0.654789475285062,0.599716067314148,0.403118498887043,0.402735233306885,17733,16597
21,10,BIHAR,18,VAISHALI,126,Mahua,21,HAJIPUR (SC),1021,,0.87519875719,0.01865880141,226591,11110,19225,0,23191,366,0,0,0,0,0,2,0,0,870,3,27,0,22,-0.229909734011008,-0.229419805109501,0.434786278014438,0.439292430877686,23557,0.0155367831217897,0.0,1.6060738909941217,1.5347832441329956,924,0.0,0.0,0.0,0.0,0.0021645021645021,0.0,0.0,0.9415584415584416,0.0032467532467532,0.0292207792207792,0.0,0.0238095238095238,2018,-0.176491670310497,-0.174369951460988,1.24267046185799,1.210556209087372,0.339206104448442,0.341220110654831,23770,23485
23,10,BIHAR,19,SAMASTIPUR,139,Rosera (SC),23,SAMASTIPUR (SC),1023,,1.30324862415,0.02474964924,235474,53254,51928,128,92307,11813,4,0,0,0,0,7,0,0,1178,6,36,0,2,-0.324983933437586,-0.344776034355164,0.540401891267352,0.565402299165726,104124,0.1134512696400445,3.841573508509085e-05,1.11525453267301,0.8680212646722795,1229,0.0,0.0,0.0,0.0,0.0056956875508543,0.0,0.0,0.9585028478437754,0.0048820179007323,0.0292921074043938,0.0,0.0016273393002441,2018,-0.22622699290514,-0.216070274678324,0.854180422619106,0.705263167619705,0.361566052803301,0.361824974417686,33053,31743
21,10,BIHAR,18,VAISHALI,124,Lalganj,21,HAJIPUR (SC),1021,,0.94535151602,0.02381585944,281516,9202,34243,2956,24984,3230,2816,0,0,0,0,40,6,0,1028,2,84,1,20,-0.195807531730842,-0.187359556555748,0.409328063982553,0.41022515296936,31030,0.1040928134063809,0.0907508862391234,2.296191683707346,2.1204103231430054,1181,0.0,0.0,0.0,0.0,0.0338696020321761,0.0050804403048264,0.0,0.8704487722269263,0.0016934801016088,0.0711261642675698,0.0008467400508044,0.016934801016088,2018,-0.159877240657806,-0.161751119812528,1.905901625815643,1.781648874282837,0.331433446419912,0.333323866128922,23770,23485
22,10,BIHAR,18,VAISHALI,130,Patepur (SC),22,UJIARPUR,1022,,1.06747122532,0.02555175444,265662,33763,52394,8,74317,1936,1,0,0,0,0,0,0,0,1165,2,33,0,66,-0.283182843544252,-0.288882672786713,0.496179352826831,0.504012703895569,76254,0.0253888320612689,1.3114066147349647e-05,1.3435614601058776,1.3427650332450871,1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9202211690363348,0.0015797788309636,0.0260663507109004,0.0,0.0521327014218009,2018,-0.16557602584362,-0.166459418681202,1.128811768015975,1.133761048316956,0.330514959554304,0.32930999994278,76309,75983
23,10,BIHAR,13,DARBHANGA,78,Kusheshwar Asthan (SC),23,SAMASTIPUR (SC),1023,,1.12176511554,0.02618464539,80661,76188,203666,29,210898,70375,3,0,0,0,0,0,0,0,1267,4,0,0,26,-0.34915579828192,-0.383240357041359,0.570307802702042,0.609280049800873,281276,0.2501990927060965,1.0665680683741237e-05,0.7744729758689766,0.684523284435272,1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976869699306091,0.0030840400925212,0.0,0.0,0.0200462606013878,2018,-0.273421287536621,-0.254560106105533,0.603718696736001,0.526256263256073,0.392811444038052,0.389724135398865,33053,31743
20,10,BIHAR,17,SARAN,121,Parsa,20,SARAN,1020,,0.96934137506,0.02611150265,250221,26319,79415,3575,56607,36855,3671,0,0,0,0,6,20,0,1225,20,0,5,17,-0.326446535400961,-0.352431908249855,0.529747510919736,0.566228449344635,97133,0.3794282066856784,0.0377935408151709,1.68564168063941,1.5146205723285675,1293,0.0,0.0,0.0,0.0,0.0046403712296983,0.0154679040989945,0.0,0.9474091260634184,0.0154679040989945,0.0,0.0038669760247486,0.0131477184841453,2018,-0.266309663653374,-0.24637861546489,1.537421614669794,1.391833543777466,0.416330124021617,0.437960118055344,21281,20670
22,10,BIHAR,19,SAMASTIPUR,135,Morwa,22,UJIARPUR,1022,,1.22507697155,0.02107454314,193847,21555,74814,1,87495,3082,0,0,0,0,0,7,0,0,959,0,78,0,0,-0.288563758004277,-0.279938638210297,0.497787295894472,0.502293467521667,90577,0.0340262980668381,0.0,1.337145412511384,1.207431674003601,1044,0.0,0.0,0.0,0.0,0.0067049808429118,0.0,0.0,0.9185823754789272,0.0,0.0747126436781609,0.0,0.0,2018,-0.163854539394379,-0.165637310982777,1.093679352826972,0.974996626377106,0.338807560075187,0.338250786066055,76309,75983
25,10,BIHAR,12,SAHARSA,76,Simri Bakhtiarpur,25,KHAGARIA,1025,,1.50493650518,0.04512775665,411581,103811,97822,8131,114180,93304,6479,0,0,0,0,6,29,0,2118,4,5,12,65,-0.271129391356957,-0.286465853452682,0.478255314043882,0.52402126789093,213963,0.436075396213364,0.0302809364235872,0.9678136471904626,0.757245719432831,2239,0.0,0.0,0.0,0.0,0.0026797677534613,0.0129522108083966,0.0,0.9459580169718624,0.0017865118356409,0.0022331397945511,0.0053595355069227,0.0290308173291648,2018,-0.224052593111992,-0.210291813348357,0.846020191961364,0.645946204662323,0.34170475426081,0.336021542549133,212908,208590
13,10,BIHAR,12,SAHARSA,74,Sonbarsha (SC),13,MADHEPURA,1013,,1.26044350722,0.03720112943,480663,21932,9648,0,26857,4900,0,0,0,0,0,1,0,0,1838,0,4,0,0,-0.313408845530716,-0.334801584482193,0.564000209887092,0.589128434658051,31757,0.1542966904934345,0.0,1.4207787999250985,1.2882325649261477,1843,0.0,0.0,0.0,0.0,0.0005425935973955,0.0,0.0,0.9972870320130224,0.0,0.0021703743895822,0.0,0.0,2018,-0.284073024988174,-0.260599027058336,1.234551438026062,1.134623885154724,0.401745413219963,0.40550884604454,7964,7826
12,10,BIHAR,9,PURNIA,62,Purnia,12,PURNIA,1012,,0.95773437173,0.02281451208,305809,4047,4269,0,3867,2013,0,0,0,0,0,42,0,0,932,104,56,0,0,-0.187908265953611,-0.189107343554497,0.384808270545498,0.383116900920868,5880,0.3423469387755102,0.0,3.4821853116550274,1.7796422243118286,1134,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.8218694885361552,0.091710758377425,0.0493827160493827,0.0,0.0,2018,-0.189143091440201,-0.178699459022405,2.636422026843096,1.481276988983154,0.392662658138908,0.395196437835693,5674,5639
20,10,BIHAR,17,SARAN,119,Garkha (SC),20,SARAN,1020,,1.02621221243,0.02562303336,256092,31614,58192,6904,60811,27914,6332,0,0,0,0,1,42,0,1150,6,3,34,33,-0.262105664447107,-0.290267810225487,0.468047165654834,0.517982542514801,95057,0.2936553857159388,0.066612663980559,1.60777151064435,1.3702245354652405,1269,0.0,0.0,0.0,0.0,0.0007880220646178,0.0330969267139479,0.0,0.9062253743104808,0.0047281323877068,0.0023640661938534,0.0267927501970055,0.0260047281323877,2018,-0.219080679118633,-0.195440400165987,1.43870589212229,1.233197569847107,0.383204877350861,0.417015254497528,21281,20670
25,10,BIHAR,19,SAMASTIPUR,140,Hasanpur,25,KHAGARIA,1025,,1.22779693905,0.02798910683,193888,125928,65466,108,174036,23158,175,0,0,0,0,1,0,0,1352,0,26,0,2,-0.294812009839569,-0.311567217111588,0.522818650883905,0.542144894599915,197369,0.117333522488334,0.0008866640657854,1.0217438274389734,0.8777992874383924,1381,0.0,0.0,0.0,0.0,0.000724112961622,0.0,0.0,0.9790007241129616,0.0,0.0188269370021723,0.0,0.001448225923244,2018,-0.210421785712242,-0.196766332610918,0.810765832275539,0.703980654478073,0.361197734609383,0.364501684904099,212908,208590
22,10,BIHAR,19,SAMASTIPUR,134,Ujiarpur,22,UJIARPUR,1022,,0.90056716456,0.02040389984,255988,3857,21011,88,13512,1800,44,0,0,0,0,9,0,0,945,5,46,0,3,-0.258206602830584,-0.251590847969055,0.474883105155879,0.481356516480446,15356,0.1172180255274811,0.0028653295128939,1.7843960692358434,1.6617355942726135,1008,0.0,0.0,0.0,0.0,0.0089285714285714,0.0,0.0,0.9375,0.0049603174603174,0.0456349206349206,0.0,0.0029761904761904,2018,-0.166368655860424,-0.166973729712495,1.450180272943723,1.380213737487793,0.335956092501026,0.340712353587151,76309,75983
20,10,BIHAR,17,SARAN,118,Chapra,20,SARAN,1020,,0.94208943708,0.01888849151,141579,53572,57327,7584,66198,42906,7262,0,0,0,0,21,159,0,520,68,0,104,64,-0.165383404201799,-0.159619837999344,0.32996789146618,0.362361803650856,116366,0.3687159479573071,0.0624065448670573,2.0736322037543458,1.088591977953911,936,0.0,0.0,0.0,0.0,0.0224358974358974,0.1698717948717948,0.0,0.5555555555555556,0.0726495726495726,0.0,0.1111111111111111,0.0683760683760683,2018,-0.072565957903862,-0.093949653571081,1.935585421235192,0.985588759183884,0.273998241588479,0.28095306456089,21281,20670
12,10,BIHAR,9,PURNIA,60,Rupauli,12,PURNIA,1012,,1.45647801652,0.0469273284,581028,6525,58551,38,19499,40570,398,0,0,0,0,3,2,0,2235,0,85,3,14,-0.315123093204461,-0.344217821955681,0.532903661532772,0.562155544757843,60467,0.6709444821142111,0.0065821026344948,1.0041749279691723,0.9141457378864284,2342,0.0,0.0,0.0,0.0,0.0012809564474807,0.0008539709649871,0.0,0.9543125533731852,0.0,0.0362937660119555,0.0012809564474807,0.0059777967549103,2018,-0.310752764344215,-0.275665382030371,0.762575176092913,0.696963548660278,0.474722851155297,0.498205423355103,5674,5639
22,10,BIHAR,19,SAMASTIPUR,136,Sarairanjan,22,UJIARPUR,1022,,1.20892070243,0.02168460969,237226,11612,49727,1,52662,5884,0,0,0,0,0,3,0,0,985,4,39,0,40,-0.273826715572633,-0.263188228011131,0.492228832861161,0.495286449790001,58546,0.1005021692344481,0.0,1.404259155519216,1.394802510738373,1071,0.0,0.0,0.0,0.0,0.0028011204481792,0.0,0.0,0.9197012138188608,0.003734827264239,0.0364145658263305,0.0,0.0373482726423902,2018,-0.147917345166206,-0.154915709579866,1.131554011042928,1.134606719017029,0.327411690890198,0.325057938694954,76309,75983
11,10,BIHAR,10,KATIHAR,64,Kadwa,11,KATIHAR,1011,,1.28751557004,0.03853347502,459739,23928,46179,716,44689,20327,1212,0,0,0,0,32,0,0,1833,0,33,0,7,-0.222626110320549,-0.225255757570267,0.379659702983352,0.384255781769753,66228,0.3069245636286767,0.0183004167421634,0.8810160490468245,0.77411088347435,1905,0.0,0.0,0.0,0.0,0.0167979002624671,0.0,0.0,0.9622047244094488,0.0,0.0173228346456692,0.0,0.0036745406824146,2018,-0.25870443880558,-0.227871279385628,0.771025193256286,0.671220779418945,0.404230441478061,0.40673303604126,17733,16597
22,10,BIHAR,19,SAMASTIPUR,138,Bibhutipur,22,UJIARPUR,1022,,0.97911830341,0.02180928609,268682,3158,28037,398,16950,2843,6,0,0,0,0,5,0,0,1025,2,39,0,12,-0.28635495543459,-0.285888642072678,0.512006568174483,0.525828838348389,19799,0.1435931107631698,0.000303045608364,1.3570263158406282,1.3092932999134064,1083,0.0,0.0,0.0,0.0,0.0046168051708217,0.0,0.0,0.9464450600184672,0.0018467220683287,0.0360110803324099,0.0,0.0110803324099723,2018,-0.182528287172318,-0.181490231109987,1.108866848298984,1.076586604118347,0.348625039628465,0.352307438850403,76309,75983
