OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,NL_mean,NL_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
1,20,JHARKHAND,9,SAHIBGANJ,1,RAJMAHAL,1,RAJMAHAL (ST),2001,Pre delimitation,1.73285758932,0.05054566535,564816172.0,181848,92690,65626,0,0,0,0,0,0,37,325,55,1680,15,5,86,298,-0.15891753910816,-0.132822647690773,0.202343500202801,0.202752575278282,0.554158248829682,0.315980732440948,340164,0.2724862125327783,0.1929245893157418,2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0147940823670531,0.1299480207916833,0.0219912035185925,0.6717313074770092,0.0059976009596161,0.001999200319872,0.0343862455017992,0.1191523390643742,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
1,20,JHARKHAND,9,SAHIBGANJ,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.42161690864,0.07693144649,859667305.0,2088,1329,0,0,0,760,0,0,13,941,0,0,1790,11,293,0,2,-0.0876343980285136,-0.0864126905798912,0.232286921182052,0.220866858959198,0.426667660826496,0.173137962818146,3417,0.388937664618086,0.0,3810,0.0,0.0,0.1994750656167979,0.0,0.0,0.0034120734908136,0.2469816272965879,0.0,0.0,0.4698162729658792,0.0028871391076115,0.0769028871391076,0.0,0.000524934383202,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
3,20,JHARKHAND,8,GODDA,18,MAHAGAMA,3,GODDA,2003,Pre delimitation,1.06937089008,0.03010190026,336339878.0,1654,1651,27,0,0,0,0,0,0,0,0,0,1477,4,0,0,0,-0.0403595940487676,-0.0360989570617676,0.164517032881523,0.157086536288261,0.817609401809731,0.586241185665131,3332,0.4954981992797119,0.0081032412965186,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972991222147198,0.0027008777852802,0.0,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
1,20,JHARKHAND,8,GODDA,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.89124620075,0.02808471409,313954507.0,1599,3366,1032,0,0,102,0,0,12,60,10,0,1172,18,21,0,0,-0.0515598320941447,-0.0441154353320599,0.169202476673172,0.169781610369682,0.977808257694979,0.4816854596138,5997,0.5612806403201601,0.1720860430215107,1395,0.0,0.0,0.0731182795698924,0.0,0.0,0.0086021505376344,0.043010752688172,0.007168458781362,0.0,0.8401433691756273,0.0129032258064516,0.0150537634408602,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
3,20,JHARKHAND,8,GODDA,17,GODDA,3,GODDA,2003,Pre delimitation,0.97404944719,0.04146187066,464070666.0,1543,1489,2,0,0,0,0,0,0,0,0,0,2027,27,0,0,0,0.0151568569792037,0.0293143019080162,0.170295792672955,0.166204825043678,0.619369930132033,0.379171341657639,3034,0.490771259063942,0.000659195781147,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986854917234664,0.0131450827653359,0.0,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
1,20,JHARKHAND,9,SAHIBGANJ,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.31768064111,0.04764917844,533391642.0,1447,2097,2,0,0,22,0,0,10,265,0,0,1772,7,279,0,0,-0.0467694920803836,-0.0371861755847931,0.187155617023291,0.181147813796997,0.294298899486982,0.178560301661491,3546,0.5913705583756346,0.0005640157924421,2355,0.0,0.0,0.0093418259023354,0.0,0.0,0.0042462845010615,0.1125265392781316,0.0,0.0,0.7524416135881105,0.0029723991507431,0.1184713375796178,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
1,20,JHARKHAND,8,GODDA,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.50182067174,0.04854142015,543779843.0,231,1921,152,0,0,302,33,0,140,724,31,0,1176,5,3,0,0,-0.0910383777739843,-0.0975074358284473,0.233646501310777,0.230787985026836,0.122758667722744,0.09276207908988,2304,0.8337673611111112,0.0659722222222222,2414,0.0,0.0,0.1251035625517813,0.0136702568351284,0.0,0.0579950289975145,0.299917149958575,0.0128417564208782,0.0,0.4871582435791218,0.0020712510356255,0.0012427506213753,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
1,20,JHARKHAND,9,SAHIBGANJ,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.84409898718,0.01973070591,220947189.0,20363,9556,2566,0,0,0,0,0,0,0,9,6,946,2,0,0,12,-0.0990008667220352,-0.0791687592864037,0.205019362051587,0.19429224729538,0.615551901444153,0.517108529806137,32485,0.2941665384023395,0.0789903032168693,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092307692307692,0.0061538461538461,0.9702564102564104,0.002051282051282,0.0,0.0,0.0123076923076923,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
1,20,JHARKHAND,10,PAKAUR,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.58160064648,0.07403566559,830093913.0,1082,1442,15,0,0,241,3,0,343,489,150,0,2385,0,59,0,0,-0.0419704294098618,-0.0327454246580601,0.197174122132875,0.18864431977272,0.208017291110605,0.127280406653881,2539,0.5679401339109886,0.0059078377313903,3670,0.0,0.0,0.0656675749318801,0.000817438692098,0.0,0.0934604904632152,0.1332425068119891,0.0408719346049046,0.0,0.6498637602179836,0.0,0.0160762942779291,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
3,20,JHARKHAND,8,GODDA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,1.1578784916,0.05451845554,611187999.0,769,541,1,0,0,13,0,0,16,5,0,0,2663,0,11,0,0,0.0365421299023435,0.0567031390964985,0.186270349449995,0.182371988892555,0.207739391630989,0.169437639415264,1311,0.4126620900076277,0.0007627765064836,2708,0.0,0.0,0.0048005908419497,0.0,0.0,0.0059084194977843,0.0018463810930576,0.0,0.0,0.9833825701624817,0.0,0.0040620384047267,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
5,20,JHARKHAND,5,KODARMA,19,KODARMA,5,KODARMA,2005,Pre delimitation,2.2734125395,0.10747282954,1206219304.0,5065,5075,1412,0,0,1608,73,0,136,239,829,0,2396,30,7,1,0,-0.0527152799046476,-0.0531173013150692,0.323017406808788,0.334319621324539,0.49378027390083,0.177430421113968,11552,0.439317867036011,0.1222299168975069,5319,0.0,0.0,0.3023124647490129,0.0137243842827599,0.0,0.0255687159240458,0.0449332581312276,0.1558563639781914,0.0,0.4504606128971611,0.0056401579244218,0.0013160368490317,0.0001880052641473,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
1,20,JHARKHAND,10,PAKAUR,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.76282096779,0.02117791885,237489822.0,12123,20263,162,0,0,0,0,0,0,6,8,0,1017,16,0,0,3,-0.0480248530046474,-0.0137788290157914,0.17575588766195,0.161305323243141,1.00903558591829,0.596913695335388,32548,0.6225574536069804,0.0049772643480398,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0057142857142857,0.0076190476190476,0.0,0.9685714285714284,0.0152380952380952,0.0,0.0,0.0028571428571428,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
5,20,JHARKHAND,6,GIRIDIH,28,DHANWAR,5,KODARMA,2005,Pre delimitation,1.92109347145,0.1040423738,1167489040.0,5052,4243,1246,0,0,447,6,0,114,102,692,0,3788,2,15,0,0,0.0070752954911227,0.0405076388269663,0.283147683998272,0.266269624233246,0.137956343944039,0.0996319279074669,10541,0.4025234797457547,0.1182051038800872,5166,0.0,0.0,0.086527293844367,0.0011614401858304,0.0,0.0220673635307781,0.0197444831591173,0.1339527680991095,0.0,0.7332559039876113,0.0003871467286101,0.002903600464576,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
3,20,JHARKHAND,11,DUMKA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,0.82038596833,0.02448733328,274773786.0,542,1424,7,0,0,0,0,0,0,0,0,0,1209,5,0,0,0,0.0360946641041239,0.0583368316292763,0.202436044926316,0.197955563664436,0.425840565279315,0.35885214805603,1973,0.7217435377597567,0.0035478966041561,1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958813838550248,0.0041186161449752,0.0,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
2,20,JHARKHAND,11,DUMKA,11,JAMA (ST),2,DUMKA (ST),2002,Pre delimitation,1.66768175441,0.07166978021,804996562.0,937,1139,0,0,0,75,0,0,11,2,0,0,3453,0,12,0,0,0.0296444509720524,0.0496444664895535,0.195629427194651,0.190384313464165,0.32672279743524,0.259256556630135,2076,0.5486512524084779,0.0,3553,0.0,0.0,0.0211089220377146,0.0,0.0,0.0030959752321981,0.0005629045876723,0.0,0.0,0.9718547706163804,0.0,0.0033774275260343,0.0,0.0,2015,0.0882127806544304,0.0615650823681765,0.310182342482373,0.268442034721375,0.313253690710815,0.299337089061737,986823,
1,20,JHARKHAND,10,PAKAUR,6,MAHESHPUR (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.27582762595,0.06691577396,751657776.0,3890,3815,59,0,0,0,0,0,0,1,0,0,3319,0,8,0,0,-0.0114595362026763,0.0122152701951563,0.187692600224342,0.178716197609901,0.353645070552059,0.277657896280289,7764,0.4913704276146316,0.0075991756826378,3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0003004807692307,0.0,0.0,0.9972956730769232,0.0,0.0024038461538461,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
3,20,JHARKHAND,7,DEOGHAR,15,DEOGHAR (SC),3,GODDA,2003,Pre delimitation,1.30617917973,0.06281336802,705174586.0,2475,3895,35,0,0,6,0,0,7,0,80,0,2889,54,78,0,0,0.0519254579700572,0.0778679437935352,0.223543287264775,0.213064558804035,1.67872695038819,0.766126036643982,6405,0.6081186572989852,0.0054644808743169,3114,0.0,0.0,0.001926782273603,0.0,0.0,0.0022479126525369,0.0,0.0256904303147077,0.0,0.9277456647398844,0.0173410404624277,0.02504816955684,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
5,20,JHARKHAND,6,GIRIDIH,30,JAMUA (SC),5,KODARMA,2005,Pre delimitation,1.43911148078,0.08319069942,934470139.0,2061,4235,58,0,0,15,0,0,5,1,117,0,3947,0,31,0,0,0.0778492569455454,0.109813656657934,0.227526062995834,0.212443314492702,0.181732710402466,0.146657548844814,6354,0.6665092854894554,0.0091281082782499,4116,0.0,0.0,0.0036443148688046,0.0,0.0,0.0012147716229348,0.0002429543245869,0.0284256559766763,0.0,0.9589407191448008,0.0,0.0075315840621963,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
13,20,JHARKHAND,2,PALAMU,79,HUSSAINABAD,13,PALAMU (SC),2013,Pre delimitation,1.75956478417,0.06223463576,698749189.0,16597,17144,7906,0,0,73,0,1,0,0,128,0,2793,23,1,57,0,0.0063944441454543,0.0296784620732069,0.294683437392215,0.289140537381172,0.472429015370609,0.282334417104721,41647,0.4116502989411002,0.189833601459889,3076,0.0,0.0,0.0237321196358907,0.0,0.0003250975292587,0.0,0.0,0.0416124837451235,0.0,0.907997399219766,0.0074772431729518,0.0003250975292587,0.0185305591677503,0.0,2015,-0.0199219044297934,-0.0308818412364187,0.454141890481453,0.281835228204727,0.248523517565944,0.245184943079948,856888,
3,20,JHARKHAND,11,DUMKA,12,JARMUNDI,3,GODDA,2003,Pre delimitation,0.93336288714,0.03345382096,375806202.0,387,567,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0.0385062851770066,0.0593148432672024,0.194151049304356,0.190490424633026,0.486380515769929,0.371550291776657,954,0.5943396226415094,0.0,1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
14,20,JHARKHAND,4,HAZARIBAG,21,BARHI,14,HAZARIBAGH,2014,Pre delimitation,2.12880995623,0.10526575674,1183179647.0,10679,32805,23611,0,0,889,36,0,18,282,894,44,3004,2,12,10,21,-0.0166488921034504,0.0096886442042887,0.303533031053578,0.300224751234055,0.711432846042249,0.456154733896255,67095,0.4889336016096579,0.351904016692749,5212,0.0,0.0,0.1705679201841903,0.0069071373752877,0.0,0.0034535686876438,0.0541059094397544,0.1715272448196469,0.0084420567920184,0.5763622409823485,0.0003837298541826,0.0023023791250959,0.0019186492709132,0.0040291634689178,2015,-0.0106424819678068,-0.0319822492308523,0.695830891783461,0.469037264585495,0.299727837154849,0.306260108947754,1449422,
2,20,JHARKHAND,11,DUMKA,7,SIKARIPARA (ST),2,DUMKA (ST),2002,Pre delimitation,2.32012196138,0.1035338562,1164873640.0,4031,12265,241,0,0,246,19,0,188,84,11,0,4494,0,79,0,2,0.0070704008796975,0.0363884158432484,0.21193216626357,0.200894147157669,0.235331774325428,0.176941573619843,16537,0.7416701941101772,0.0145733809034286,5123,0.0,0.0,0.0480187390201054,0.0037087643958617,0.0,0.036697247706422,0.0163966425922311,0.0021471793870778,0.0,0.8772203786843646,0.0,0.0154206519617411,0.0,0.0003903962521959,2015,0.0882127806544304,0.0615650823681765,0.310182342482373,0.268442034721375,0.313253690710815,0.299337089061737,986823,
4,20,JHARKHAND,3,CHATRA,27,CHATRA (SC),4,CHATRA,2004,Pre delimitation,2.37874930363,0.16291878101,1832009215.0,3035,5871,274,0,0,1199,0,0,13,1033,359,0,5431,17,20,0,0,0.0127220307269046,0.0330464392900467,0.325960632021318,0.31855845451355,0.111185606844612,0.0721249654889107,9180,0.6395424836601307,0.0298474945533769,8072,0.0,0.0,0.1485381565906838,0.0,0.0,0.0016105054509415,0.1279732408325074,0.0444747274529236,0.0,0.6728196233894945,0.0021060455896927,0.0024777006937561,0.0,0.0,2015,-0.0471214652061462,-0.053338639080314,0.177396298446759,0.151551693677902,0.290041200608863,0.286795228719711,2243219,
13,20,JHARKHAND,1,GARHWA,77,BISHRAMPUR,13,PALAMU (SC),2013,Pre delimitation,0.87347498231,0.03622153828,406994060.0,14974,20309,3157,0,0,0,0,3,0,0,146,0,1614,0,0,29,0,0.017035313951659,0.0605636164546013,0.289124532254675,0.271750137209892,0.115235386100387,0.093456145375967,38440,0.5283298647242456,0.0821279916753381,1792,0.0,0.0,0.0,0.0,0.0016741071428571,0.0,0.0,0.0814732142857142,0.0,0.9006696428571429,0.0,0.0,0.0161830357142857,0.0,2015,-0.0199219044297934,-0.0308818412364187,0.454141890481453,0.281835228204727,0.248523517565944,0.245184943079948,856888,
2,20,JHARKHAND,11,DUMKA,10,DUMKA (ST),2,DUMKA (ST),2002,Pre delimitation,1.99793470046,0.08104347961,911958456.0,11500,44394,22115,0,0,115,2,0,48,7,101,10,3610,21,24,30,55,0.0061327099230938,0.0364413969218731,0.200036409460522,0.198547229170799,0.494389188820953,0.252064019441605,78009,0.5690881821328309,0.2834929303029138,4023,0.0,0.0,0.0285856326124782,0.0004971414367387,0.0,0.01193139448173,0.0017399950285856,0.0251056425553069,0.0024857071836937,0.8973402933134477,0.0052199850857568,0.005965697240865,0.0074571215510812,0.0136713895103156,2015,0.0882127806544304,0.0615650823681765,0.310182342482373,0.268442034721375,0.313253690710815,0.299337089061737,986823,
13,20,JHARKHAND,1,GARHWA,81,BHAWANATHPUR,13,PALAMU (SC),2013,Pre delimitation,2.41643685202,0.13915030612,1564706368.0,20961,15834,5321,0,0,168,1,0,1,37,198,0,6455,16,0,31,0,0.0482906816737294,0.0831587612628937,0.29694552840093,0.281166106462479,0.13494718414585,0.0958558022975922,42116,0.3759616297844049,0.1263415329091081,6907,0.0,0.0,0.0243231504271029,0.0001447806573041,0.0,0.0001447806573041,0.0053568843202548,0.0286665701462284,0.0,0.9345591428985088,0.0023164905168669,0.0,0.0044882003764297,0.0,2015,-0.0199219044297934,-0.0308818412364187,0.454141890481453,0.281835228204727,0.248523517565944,0.245184943079948,856888,
3,20,JHARKHAND,7,DEOGHAR,12,JARMUNDI,3,GODDA,2003,Pre delimitation,0.85810568964,0.02871604983,322744691.0,1625,3237,0,0,0,0,0,0,1,0,1,0,1422,0,4,0,0,0.0484537860158198,0.0773456916213036,0.203156404612177,0.196921721100807,0.67996731173733,0.607277572154999,4862,0.6657754010695187,0.0,1428,0.0,0.0,0.0,0.0,0.0,0.0007002801120448,0.0,0.0007002801120448,0.0,0.9957983193277312,0.0,0.0028011204481792,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
5,20,JHARKHAND,6,GIRIDIH,31,GANDEY,5,KODARMA,2005,Pre delimitation,1.4218972333,0.08374818757,942320152.0,2794,5780,1211,0,0,3,0,0,2,0,39,0,4055,42,11,0,0,0.0549136798660337,0.0830787494778633,0.201175896589791,0.192452095448971,1.12955124311957,0.466819301247597,9785,0.5907000510986203,0.1237608584568216,4152,0.0,0.0,0.0007225433526011,0.0,0.0,0.0004816955684007,0.0,0.009393063583815,0.0,0.9766377649325626,0.0101156069364161,0.0026493256262042,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
3,20,JHARKHAND,7,DEOGHAR,13,MADHUPUR,3,GODDA,2003,Pre delimitation,1.46391818743,0.07315655973,822698517.0,3455,8932,174,0,0,0,0,0,0,0,17,0,3588,18,10,0,0,0.0622939977038373,0.0885880328714848,0.210933958083028,0.20322459936142,0.765083973317118,0.505852431058884,12561,0.7110898813788711,0.0138524002866013,3633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046793283787503,0.0,0.9876135425268372,0.004954582989265,0.0027525461051472,0.0,0.0,2015,-0.113954477012157,-0.127903085051915,0.797159749269486,0.557249128818512,0.435937700756858,0.429248988628387,414463,
5,20,JHARKHAND,5,KODARMA,20,BARKATHA,5,KODARMA,2005,Pre delimitation,0.85608296664,0.02167147992,243571051.0,1883,3157,101,0,0,1,0,0,0,4,64,0,1009,2,0,0,0,0.0554846364650137,0.0821757689118385,0.233173962858682,0.22556933760643,1.59314345243756,0.913582116365433,5141,0.6140828632561759,0.019645983271737,1080,0.0,0.0,0.0009259259259259,0.0,0.0,0.0,0.0037037037037037,0.0592592592592592,0.0,0.9342592592592592,0.0018518518518518,0.0,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
13,20,JHARKHAND,2,PALAMU,78,CHHATARPUR (SC),13,PALAMU (SC),2013,Pre delimitation,2.10751713118,0.11384114941,1280690267.0,9215,10054,778,0,0,219,0,0,1,43,51,0,5327,6,10,0,0,0.038462400237785,0.0629767253994942,0.305608496058935,0.294157564640045,0.217467492173591,0.128748849034309,20047,0.5015214246520676,0.0388087993215942,5657,0.0,0.0,0.0387130988156266,0.0,0.0,0.0001767721407106,0.0076012020505568,0.0090153791762418,0.0,0.941665193565494,0.0010606328442637,0.0017677214071062,0.0,0.0,2015,-0.0199219044297934,-0.0308818412364187,0.454141890481453,0.281835228204727,0.248523517565944,0.245184943079948,856888,
13,20,JHARKHAND,2,PALAMU,76,DALTONGANJ,13,PALAMU (SC),2013,Pre delimitation,2.14992116569,0.1198160521,1349030253.0,14959,25372,0,0,0,552,0,0,0,263,45,0,5030,56,0,0,0,0.010821797265502,0.0335244424641132,0.331247607600433,0.320589631795883,0.447651012390056,0.156887501478195,40331,0.6290942451216186,0.0,5946,0.0,0.0,0.0928355196770938,0.0,0.0,0.0,0.0442314160780356,0.0075681130171543,0.0,0.8459468550285907,0.0094180961991254,0.0,0.0,0.0,2015,-0.0199219044297934,-0.0308818412364187,0.454141890481453,0.281835228204727,0.248523517565944,0.245184943079948,856888,
2,20,JHARKHAND,7,DEOGHAR,14,SARATH,2,DUMKA (ST),2002,Pre delimitation,1.58813770162,0.05596446056,629828400.0,1685,8170,731,0,0,0,0,0,1,0,4,0,2768,2,0,0,0,0.0485632263455685,0.0770257636904716,0.203832912207017,0.200213149189949,0.817615335007587,0.606183052062988,10586,0.7717740411864727,0.0690534668430001,2775,0.0,0.0,0.0,0.0,0.0,0.0003603603603603,0.0,0.0014414414414414,0.0,0.9974774774774776,0.0007207207207207,0.0,0.0,0.0,2015,0.0882127806544304,0.0615650823681765,0.310182342482373,0.268442034721375,0.313253690710815,0.299337089061737,986823,
4,20,JHARKHAND,3,CHATRA,26,SIMARIA (SC),4,CHATRA,2004,Pre delimitation,3.63376533327,0.16529805363,1862026109.0,2720,8628,830,0,1,882,328,0,230,1133,577,0,4985,28,42,0,0,-0.0174947482661532,0.0038178628310561,0.343519259354232,0.334611341357231,0.255917303379809,0.0724651254713535,12178,0.7084907209722451,0.0681556905895877,8206,0.0,0.0001218620521569,0.1074823300024372,0.0399707531074823,0.0,0.0280282719961004,0.1380697050938338,0.0703144040945649,0.0,0.6074823300024372,0.0034121374603948,0.0051182061905922,0.0,0.0,2015,-0.0471214652061462,-0.053338639080314,0.177396298446759,0.151551693677902,0.290041200608863,0.286795228719711,2243219,
5,20,JHARKHAND,6,GIRIDIH,29,BAGODAR,5,KODARMA,2005,Pre delimitation,1.5175095811,0.07813633183,879486866.0,3232,8340,74,0,0,10,0,0,3,1,15,0,3823,8,16,0,0,0.0597228882477094,0.0930315479636192,0.231789319908828,0.216708689928055,0.378138395785823,0.257177233695984,11646,0.7161257083977332,0.0063541130001717,3876,0.0,0.0,0.0025799793601651,0.0,0.0,0.0007739938080495,0.0002579979360165,0.0038699690402476,0.0,0.9863261093911248,0.002063983488132,0.0041279669762641,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
5,20,JHARKHAND,4,HAZARIBAG,20,BARKATHA,5,KODARMA,2005,Pre delimitation,1.80119709001,0.07131477238,802723897.0,1272,3061,65,0,0,273,160,0,37,134,102,0,2768,41,22,0,0,0.0067850965383469,0.0490110255777836,0.30334547454236,0.272534072399139,0.542319596926062,0.323514640331268,4398,0.6959981809913597,0.0147794452023647,3537,0.0,0.0,0.0771840542832909,0.0452360757704269,0.0,0.0104608425219112,0.0378852134577325,0.0288379983036471,0.0,0.7825841108283856,0.0115917444161718,0.0062199604184337,0.0,0.0,2015,-0.0471255369484425,-0.0466636240654242,0.543098909798894,0.236318156123161,0.372323572615305,0.384615361690521,1479773,
4,20,JHARKHAND,2,PALAMU,75,PANKI,4,CHATRA,2004,Pre delimitation,1.82395553183,0.09449767855,1064325353.0,8331,4465,36,0,0,720,1,0,6,559,93,0,3257,1,39,0,0,0.0109249948126493,0.0289237778633833,0.335917463339994,0.328892678022385,0.152570880442595,0.0875663459300995,12832,0.3479582294264339,0.0028054862842892,4676,0.0,0.0,0.1539777587681779,0.0002138579982891,0.0,0.0012831479897348,0.119546621043627,0.0198887938408896,0.0,0.696535500427716,0.0002138579982891,0.0083404619332763,0.0,0.0,2015,-0.0471214652061462,-0.053338639080314,0.177396298446759,0.151551693677902,0.290041200608863,0.286795228719711,2243219,
6,20,JHARKHAND,6,GIRIDIH,32,GIRIDIH,6,GIRIDIH,2006,Pre delimitation,1.36318067438,0.05423537356,610830324.0,926,2988,9,0,38,178,76,0,45,14,15,0,2309,6,2,0,0,-0.0033620669006473,0.0504209101200104,0.273165427439718,0.237506859004498,0.439858583337662,0.325246036052704,3923,0.761661993372419,0.0022941626306398,2683,0.0,0.0141632500931792,0.0663436451733134,0.0283265001863585,0.0,0.0167722698471859,0.0052180395080134,0.0055907566157286,0.0,0.8606038017144987,0.0022363026462914,0.0007454342154304,0.0,0.0,2015,0.066749170422554,0.0130254106568854,0.442621085206033,0.335915625095367,0.319896637594656,0.280046060681343,746702,
