OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,NL_mean,NL_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
8,20,JHARKHAND,14,RANCHI,61,SILLI,8,RANCHI,2008,Pre delimitation,1.53614388015,0.08153081778,923707712.0,5251,4056,9,0,0,243,33,0,103,61,51,0,3545,0,6,0,0,0.0204973793452368,0.0514826253056526,0.271790581117104,0.254277557134628,0.41956974917238,0.251697853207588,9316,0.4353799914126234,0.0009660798626019,4042,0.0,0.0,0.0601187530925284,0.008164275111331,0.0,0.0254824344383968,0.0150915388421573,0.0126175160811479,0.0,0.8770410687778327,0.0,0.0014844136566056,0.0,0.0,2015,0.0480109192430973,0.0118705997119392,1.98693372528131,0.671172678470612,0.30039689302372,0.283558651804924,977498,
8,20,JHARKHAND,14,RANCHI,63,RANCHI,8,RANCHI,2008,Pre delimitation,0.19546851563,0.00223438046,25295947.0,298,1158,120,0,0,0,0,0,0,0,4,0,17,95,0,0,0,-0.0227967002923531,0.0087833912111818,0.214174548940204,0.212937712669373,25.6095732548915,25.5133628845215,1576,0.7347715736040609,0.0761421319796954,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.146551724137931,0.8189655172413793,0.0,0.0,0.0,2015,0.0480109192430973,0.0118705997119392,1.98693372528131,0.671172678470612,0.30039689302372,0.283558651804924,977498,
12,20,JHARKHAND,16,GUMLA,68,GUMLA (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.50659574498,0.15606044251,1770930034.0,2492,8465,816,2,8,5,687,0,527,434,444,2,5512,6,109,0,0,-0.011497766132155,0.0440436080098152,0.351017802596454,0.318131864070892,0.107275568286831,0.0529817491769791,11773,0.7190180922449673,0.0693111356493672,7736,0.0002585315408479,0.0010341261633919,0.0006463288521199,0.0888055842812823,0.0,0.0681230610134436,0.0561013443640124,0.0573940020682523,0.0002585315408479,0.7125129265770423,0.0007755946225439,0.014089968976215,0.0,0.0,2015,0.0189457479864359,-0.0393199726433568,0.437262228539527,0.287547409534454,0.337513499185622,0.304980039596558,1823837,
12,20,JHARKHAND,16,GUMLA,67,SISAI (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.460210736,0.13525027548,1535074514.0,5649,10035,962,0,0,13,10,0,30,34,30,0,6567,0,7,2,0,0.0620149603038422,0.0912527814507484,0.2756410503619,0.261282294988632,0.134239040598898,0.0969196781516075,16646,0.6028475309383635,0.0577916616604589,6693,0.0,0.0,0.0019423278051695,0.0014940983116689,0.0,0.0044822949350067,0.0050799342596742,0.0044822949350067,0.0,0.9811743612729718,0.0,0.0010458688181682,0.0002988196623337,0.0,2015,0.0189457479864359,-0.0393199726433568,0.437262228539527,0.287547409534454,0.337513499185622,0.304980039596558,1823837,
11,20,JHARKHAND,14,RANCHI,60,KHUNTI (ST),11,KHUNTI (ST),2011,Pre delimitation,1.90307777041,0.10952803455,1242866511.0,881,1444,703,0,0,62,158,0,105,672,63,0,4281,8,74,2,0,0.0242854984984568,0.0619918033480644,0.304821090393609,0.289900273084641,0.194916575823724,0.110276699066162,3028,0.4768824306472919,0.2321664464993394,5425,0.0,0.0,0.0114285714285714,0.0291244239631336,0.0,0.0193548387096774,0.1238709677419354,0.0116129032258064,0.0,0.7891244239631336,0.0014746543778801,0.0136405529953917,0.00036866359447,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
11,20,JHARKHAND,14,RANCHI,58,TAMAR (ST),11,KHUNTI (ST),2011,Pre delimitation,2.06697947889,0.11531472319,1309016809.0,4028,3306,12,0,32,477,791,0,255,1066,165,0,2920,4,16,0,0,-0.04717633742551,-0.0170595236122608,0.325196502741725,0.314770698547363,0.294958415041693,0.164130747318268,7346,0.4500408385515927,0.0016335420637081,5726,0.0,0.0055885434858539,0.0833042263360111,0.1381418092909535,0.0,0.044533705902899,0.1861683548725113,0.0288159273489346,0.0,0.5099545930841775,0.0006985679357317,0.0027942717429269,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
8,20,JHARKHAND,22,SARAIKELA,50,ICHAGARH,8,RANCHI,2008,Pre delimitation,1.54676819439,0.08940458188,1015067689.0,12039,39895,52643,1,1,124,191,0,27,60,372,67,3431,33,4,9,114,-0.0221575786243114,0.0311100650578737,0.216404859532689,0.221328794956207,0.54219575535542,0.244434624910355,104577,0.3814892375952647,0.5033898467158171,4434,0.0002255299954894,0.0002255299954894,0.0279657194406856,0.0430762291384754,0.0,0.0060893098782138,0.013531799729364,0.0838971583220568,0.0151105096977898,0.7737934145241318,0.0074424898511502,0.0009021199819576,0.0020297699594046,0.0257104194857916,2015,0.0480109192430973,0.0118705997119392,1.98693372528131,0.671172678470612,0.30039689302372,0.283558651804924,977498,
11,20,JHARKHAND,14,RANCHI,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.77434445771,0.07533240766,855944024.0,3238,4076,46,0,0,26,197,0,32,691,89,0,2663,6,35,0,0,0.0144847011767162,0.0556626990437508,0.309841203110686,0.293173372745514,0.149117691238795,0.105904623866081,7360,0.553804347826087,0.00625,3739,0.0,0.0,0.0069537309441027,0.0526878844610858,0.0,0.0085584380850494,0.1848087723990371,0.0238031559240438,0.0,0.7122225193902113,0.0016047071409467,0.0093607916555228,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
9,20,JHARKHAND,18,PURBI SINGHBHUM,47,JUGSALAI (SC),9,JAMSHEDPUR,2009,Pre delimitation,1.48831737542,0.06920762626,786544804.0,3071,11607,1434,0,16,130,134,0,9,60,136,14,2760,175,1,0,0,-0.0316675982815888,-0.0044467626139521,0.25650637522483,0.239822432398796,2.47737526353014,0.460022807121277,16112,0.7203947368421053,0.0890019860973187,3435,0.0,0.0046579330422125,0.0378457059679767,0.0390101892285298,0.0,0.0026200873362445,0.0174672489082969,0.0395924308588064,0.0040756914119359,0.8034934497816594,0.0509461426491994,0.0002911208151382,0.0,0.0,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
11,20,JHARKHAND,16,GUMLA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.17000905288,0.05165465619,587090279.0,1227,1952,635,0,0,9,59,0,158,4,597,0,1732,0,0,0,0,0.0059275802211934,0.0438424665480852,0.314449970339557,0.298900455236435,0.0744944710347979,0.0581681616604328,3814,0.5117986366019927,0.1664918720503408,2559,0.0,0.0,0.003516998827667,0.0230558812035951,0.0,0.0617428683079327,0.0015631105900742,0.2332942555685814,0.0,0.6768268855021493,0.0,0.0,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
11,20,JHARKHAND,22,SARAIKELA,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,1.84084668581,0.07140395617,811776386.0,1918,3217,33,0,59,19,524,0,69,440,114,0,2281,0,31,0,0,-0.0397412304419306,0.0022072289139032,0.296827009703767,0.27386748790741,0.575920460247186,0.400167897343636,5168,0.622484520123839,0.0063854489164086,3537,0.0,0.0166808029403449,0.0053717839977381,0.1481481481481481,0.0,0.0195080576759966,0.124399208368674,0.0322307039864291,0.0,0.6448968052021488,0.0,0.0087644896805202,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
10,20,JHARKHAND,22,SARAIKELA,51,SERAIKELLA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.79629048959,0.07293923222,829977392.0,7257,13465,550,3,1,9,29,0,0,7,76,0,3346,139,0,0,0,0.0437851930752293,0.0741844400763512,0.200497277386453,0.196001246571541,1.97344356842622,0.750742197036743,21272,0.6329917262128619,0.0258555848063181,3610,0.0008310249307479,0.0002770083102493,0.0024930747922437,0.0080332409972299,0.0,0.0,0.0019390581717451,0.0210526315789473,0.0,0.9268698060941828,0.0385041551246537,0.0,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
10,20,JHARKHAND,17,PACHIM SINGHBHUM,56,CHAKRADHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,2.126953307,0.16572422558,1885844578.0,3386,6747,1827,0,28,419,1280,0,50,3748,269,14,2319,14,68,0,0,-0.0748407012579003,-0.0636558569967747,0.351737257965997,0.355281054973602,0.268359177652693,0.107893817126751,11960,0.5641304347826087,0.1527591973244147,8209,0.0,0.0034108904860518,0.0510415397734194,0.1559264222195151,0.0,0.0060908758679498,0.4565720550615178,0.0327689121695699,0.0017054452430259,0.2824948227555122,0.0017054452430259,0.0082835911804117,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
9,20,JHARKHAND,18,PURBI SINGHBHUM,48,JAMSHEDPUR EAST,9,JAMSHEDPUR,2009,Pre delimitation,0.267473963,0.00274870024,31248906.0,359,1544,161,0,0,0,0,0,0,2,1,0,9,122,0,0,0,-0.0986525058114993,-0.0858460962772369,0.138612005901238,0.140838451683521,39.8101973603242,24.0966930389404,2064,0.748062015503876,0.0780038759689922,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.0074626865671641,0.0,0.0671641791044776,0.9104477611940298,0.0,0.0,0.0,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
9,20,JHARKHAND,18,PURBI SINGHBHUM,49,JAMSHEDPUR WEST,9,JAMSHEDPUR,2009,Pre delimitation,0.25290124852,0.00178640933,20313463.0,268,745,59,0,0,0,0,0,0,1,0,0,15,75,0,0,0,-0.0782838267476924,-0.0739607363939285,0.144550121075238,0.140618659555912,22.3223011795132,21.5899047851562,1072,0.6949626865671642,0.0550373134328358,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.1648351648351648,0.8241758241758241,0.0,0.0,0.0,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
11,20,JHARKHAND,21,SIMDEGA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.00123458503,0.10676669941,1215348935.0,2586,9771,2963,0,1,0,175,0,236,127,388,0,4282,9,68,8,0,0.0076232738508552,0.0454990305006504,0.301091691379647,0.282774567604065,0.0882370438719593,0.0569226816296577,15320,0.6377937336814622,0.1934073107049608,5294,0.0,0.000188893086513,0.0,0.0330562901397808,0.0,0.0445787684170759,0.0239894219871552,0.073290517567057,0.0,0.80884019644881,0.0017000377786173,0.0128447298828862,0.0015111446921042,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
9,20,JHARKHAND,18,PURBI SINGHBHUM,45,GHATSILA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.41185353128,0.08394648393,956085831.0,5371,14073,29,0,7,265,297,0,157,265,85,0,3028,47,12,0,2,-0.043539180704989,-0.015015535056591,0.293320753076011,0.27921237051487,0.639525027025123,0.397794380784035,19473,0.7226929594823602,0.001489241513891,4165,0.0,0.0016806722689075,0.063625450180072,0.0713085234093637,0.0,0.0376950780312124,0.063625450180072,0.0204081632653061,0.0,0.7270108043217287,0.0112845138055222,0.0028811524609843,0.0,0.0004801920768307,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
11,20,JHARKHAND,21,SIMDEGA,71,KOLEBIRA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.48762145312,0.17979752746,2048196499.0,2062,8369,1997,0,0,78,487,0,458,1154,862,0,5777,0,96,4,0,-0.0163249308740787,0.0072511166799813,0.3134860074838,0.304642602801323,0.0767418221570608,0.0597112104296684,12428,0.6733987769552623,0.1606855487608625,8916,0.0,0.0,0.0087483176312247,0.0546209062359802,0.0,0.0513683266038582,0.1294302377747869,0.0966801256168685,0.0,0.6479362943023778,0.0,0.0107671601615074,0.0004486316733961,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
11,20,JHARKHAND,21,SIMDEGA,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.08520602334,0.04485660279,510617989.0,1528,1956,115,0,1,42,183,0,69,852,144,0,927,0,7,0,0,-0.0514817304348662,-0.0312152616679668,0.344047141625402,0.342230141162872,0.073482136479961,0.0647475086152554,3599,0.5434843011947763,0.0319533203667685,2225,0.0,0.0004494382022471,0.018876404494382,0.0822471910112359,0.0,0.0310112359550561,0.3829213483146067,0.0647191011235955,0.0,0.4166292134831461,0.0,0.0031460674157303,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
9,20,JHARKHAND,18,PURBI SINGHBHUM,46,POTKA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.59518230767,0.07616521023,867667835.0,1312,1989,7,0,7,315,198,0,132,93,100,0,2924,1,6,0,0,-0.0160675668977702,0.0264429803937674,0.275383228812796,0.255116134881973,0.694639164027298,0.445197761058807,3308,0.6012696493349455,0.0021160822249093,3776,0.0,0.001853813559322,0.0834216101694915,0.0524364406779661,0.0,0.034957627118644,0.0246292372881355,0.0264830508474576,0.0,0.774364406779661,0.0002648305084745,0.0015889830508474,0.0,0.0,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
11,20,JHARKHAND,17,PACHIM SINGHBHUM,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,0.62787565159,0.01612226032,183494874.0,401,311,4,0,0,9,0,0,0,27,0,0,763,0,1,0,0,0.0297267531695165,0.0467230714857578,0.25372447223413,0.246354699134827,0.468368773100974,0.409109145402908,716,0.4343575418994413,0.0055865921787709,800,0.0,0.0,0.01125,0.0,0.0,0.0,0.03375,0.0,0.0,0.95375,0.0,0.00125,0.0,0.0,2015,0.0557396374642849,0.0125965286170071,0.303143744891734,0.212727963924408,0.340957816204557,0.318071842193604,1508121,
10,20,JHARKHAND,17,PACHIM SINGHBHUM,52,CHAIBASA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.57049754152,0.09996037411,1139407278.0,1394,2661,172,0,0,512,271,0,132,726,148,0,3135,22,12,0,0,-0.0039284466417238,0.0236164107918739,0.285256196385442,0.269668459892273,0.600922852847274,0.240806378424168,4227,0.6295244854506742,0.0406907972557369,4958,0.0,0.0,0.1032674465510286,0.0546591367486889,0.0,0.026623638563937,0.1464300121016539,0.0298507462686567,0.0,0.6323114158935055,0.0044372730939895,0.0024203307785397,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
9,20,JHARKHAND,18,PURBI SINGHBHUM,44,BAHARAGORA,9,JAMSHEDPUR,2009,Pre delimitation,1.65860559452,0.0786727261,897101011.0,3407,13462,247,0,0,0,24,0,5,0,53,0,3761,8,44,0,2,-0.0103688892349428,0.0206553125753999,0.269144698527403,0.259464934468269,0.529126534430814,0.39160293340683,17116,0.7865155410142557,0.0144309418088338,3897,0.0,0.0,0.0,0.006158583525789,0.0,0.0012830382345393,0.0,0.0136002052861175,0.0,0.9651013600205286,0.002052861175263,0.0112907364639466,0.0,0.0005132152938157,2015,-0.0133465090766549,-0.0443676369637636,2.64750274905908,0.578382790088654,0.324752561715758,0.308764934539795,952887,
10,20,JHARKHAND,17,PACHIM SINGHBHUM,55,MANOHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.81952540825,0.10845967065,1237033315.0,3915,9644,191,4,815,86,976,0,207,1873,249,0,1084,2,80,0,0,-0.105679486616175,-0.123732559382915,0.361920837512149,0.36141911149025,0.196429590798006,0.130585461854935,13750,0.7013818181818182,0.013890909090909,5376,0.0007440476190476,0.1515997023809523,0.0159970238095238,0.181547619047619,0.0,0.0385044642857142,0.3484002976190476,0.0463169642857142,0.0,0.2016369047619047,0.0003720238095238,0.0148809523809523,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
10,20,JHARKHAND,17,PACHIM SINGHBHUM,53,MAJHGAON (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.92118962766,0.10345892019,1181093801.0,2329,4125,334,0,0,359,269,0,158,74,78,0,4163,0,29,0,0,0.0324541481365255,0.0724331364035606,0.264130169543251,0.249451130628586,0.262084113368036,0.211237519979477,6788,0.6076900412492634,0.0492044784914555,5130,0.0,0.0,0.069980506822612,0.0524366471734892,0.0,0.0307992202729044,0.0144249512670565,0.0152046783625731,0.0,0.8115009746588694,0.0,0.0056530214424951,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
10,20,JHARKHAND,17,PACHIM SINGHBHUM,54,JAGANATHPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.97934982536,0.13963659363,1593894392.0,2083,1695,123,0,90,321,1857,0,619,1705,1076,0,1246,0,7,0,0,-0.0758770550150941,-0.0851414762437344,0.341660693744499,0.343371644616127,0.409877035627771,0.177226960659027,3901,0.4345039733401692,0.0315303768264547,6921,0.0,0.0130039011703511,0.0463805808409189,0.2683138274815778,0.0,0.0894379424938592,0.2463516832827626,0.1554688628810865,0.0,0.1800317873139719,0.0,0.0010114145354717,0.0,0.0,2015,0.0758015364408493,0.0433638367663731,2.08057481853179,0.75933825969696,0.244646459073194,0.238434545695782,1004282,
1,20,JHARKHAND,11,DUMKA,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.79254317884,0.0202490323,227424199.0,115,84,0,0,0,190,15,0,113,24,32,0,627,0,3,0,0,-0.0612955465946432,-0.0457231383770704,0.230776677955628,0.224498353898525,0.132246641761278,0.0998782515525818,199,0.4221105527638191,0.0,1004,0.0,0.0,0.1892430278884462,0.0149402390438247,0.0,0.1125498007968127,0.0239043824701195,0.0318725099601593,0.0,0.6245019920318725,0.0,0.0029880478087649,0.0,0.0,2015,-0.147857815027237,-0.192371240685822,0.478464592477962,0.326026201248169,0.321253843585723,0.354736000299454,695963,
