OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
28,19,WEST BENGAL,12,HUGLI,188,SINGUR,28,HOOGHLY,1928,,0.720175765,0.01363809861,1790,1503,0,0,0,0,0,0,92,5,1,319,19,239,0,0,2.30349827909122,1.78477597236633,0.414828999677178,0.430334985256195,-0.157952859143002,-0.158757001161575,3293,0.4564227148496811,0.0,675,0.0,0.0,0.0,0.0,0.0,0.1362962962962963,0.0074074074074074,0.0014814814814814,0.4725925925925926,0.0281481481481481,0.3540740740740741,0.0,0.0,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
28,19,WEST BENGAL,12,HUGLI,189,CHANDANNAGAR,28,HOOGHLY,1928,,0.30021397702,0.00227221679,319,294,856,0,0,0,0,0,29,0,0,1,70,9,1,3,5.44317480759187,5.16249418258667,0.331000986649648,0.354348391294479,-0.142017581641558,-0.135042920708656,1469,0.2001361470388019,0.582709326072158,113,0.0,0.0,0.0,0.0,0.0,0.2566371681415929,0.0,0.0,0.0088495575221238,0.6194690265486725,0.079646017699115,0.0088495575221238,0.0265486725663716,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
28,19,WEST BENGAL,12,HUGLI,190,CHUNCHURA,28,HOOGHLY,1928,,0.4744125886,0.00825438363,2224,1314,4714,0,0,0,0,0,94,1,0,97,142,60,0,16,4.73390053557645,2.76618504524231,0.346579676966076,0.384479165077209,-0.157878693209479,-0.150027751922607,8252,0.1592341250605913,0.5712554532234609,410,0.0,0.0,0.0,0.0,0.0,0.2292682926829268,0.0024390243902439,0.0,0.2365853658536585,0.3463414634146341,0.1463414634146341,0.0,0.0390243902439024,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
28,19,WEST BENGAL,12,HUGLI,191,BALAGARH (SC),28,HOOGHLY,1928,,0.88547917381,0.02245568672,24747,13157,7102,0,0,0,0,0,22,10,2,909,37,99,1,29,1.39275316812532,0.997325837612152,0.361645730615811,0.381653979420662,-0.18085416409089,-0.167836934328079,45006,0.2923387992712082,0.1578011820646136,1109,0.0,0.0,0.0,0.0,0.0,0.0198376916140667,0.0090171325518485,0.0018034265103697,0.8196573489630298,0.0333633904418394,0.0892696122633002,0.0009017132551848,0.0261496844003606,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
28,19,WEST BENGAL,12,HUGLI,192,PANDUA,28,HOOGHLY,1928,,0.83299392775,0.02460649202,2427,3560,0,0,0,0,0,0,0,0,0,1177,38,1,0,0,1.00337251509522,0.889364540576935,0.377392957034837,0.376263529062271,-0.17629397477601,-0.164961867034435,5987,0.5946216803073325,0.0,1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679276315789472,0.03125,0.0008223684210526,0.0,0.0,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
28,19,WEST BENGAL,12,HUGLI,193,SAPTAGRAM,28,HOOGHLY,1928,,0.79849399622,0.01339411995,2605,2272,871,0,0,0,0,0,0,0,0,617,36,9,1,3,1.37197395085214,0.988600939512253,0.408160141162482,0.421862408518791,-0.185133960572921,-0.173083513975143,5748,0.39526791927627,0.1515309672929714,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9264264264264264,0.054054054054054,0.0135135135135135,0.0015015015015015,0.0045045045045045,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
27,19,WEST BENGAL,12,HUGLI,194,CHANDITALA,27,SREERAMPUR,1927,,0.51829408941,0.00894241654,1181,822,2,0,0,0,0,0,90,5,0,199,60,89,0,0,3.66962566700849,2.23983478546143,0.35798374674136,0.36818939447403,-0.133339185388349,-0.122859269380569,2005,0.4099750623441396,0.0009975062344139,443,0.0,0.0,0.0,0.0,0.0,0.2031602708803611,0.0112866817155756,0.0,0.4492099322799097,0.1354401805869074,0.200902934537246,0.0,0.0,2016,-0.139327421784401,-0.14633505848918,2.63223789568252,1.27508437633514,0.254612437796398,0.255640894174576,10081,198968
27,19,WEST BENGAL,12,HUGLI,195,JANGIPARA,27,SREERAMPUR,1927,,0.8375116079,0.01891194092,3569,2117,0,0,0,0,0,0,0,0,0,859,18,57,0,0,1.25473172772438,1.09237718582153,0.378898597485119,0.381782114505768,-0.191118252341738,-0.181406408548355,5686,0.3723179739711572,0.0,934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9197002141327624,0.019271948608137,0.0610278372591006,0.0,0.0,2016,-0.139327421784401,-0.14633505848918,2.63223789568252,1.27508437633514,0.254612437796398,0.255640894174576,10081,198968
29,19,WEST BENGAL,12,HUGLI,196,HARIPAL,29,ARAMBAG (SC),1929,,0.82502546216,0.01843132826,4016,1788,0,0,0,0,0,0,0,0,0,869,19,27,0,0,1.22755585087758,1.09052777290344,0.371087899330146,0.372414276003838,-0.144929238569173,-0.138630919158459,5804,0.3080634045485871,0.0,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497267759562842,0.0207650273224043,0.0295081967213114,0.0,0.0,2016,-0.112320076674223,-0.126193038004962,0.988584391500467,0.850399374961853,0.309213839603441,0.306296139955521,5724,253806
28,19,WEST BENGAL,12,HUGLI,197,DHANEKHALI(SC),28,HOOGHLY,1928,,0.96727968399,0.02809500952,3497,3770,0,0,0,0,0,0,0,0,0,1351,41,2,0,0,1.30872078001371,1.11390650272369,0.358098909776217,0.36253497004509,-0.157352379778398,-0.147230543196201,7267,0.518783542039356,0.0,1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691535150645624,0.0294117647058823,0.0014347202295552,0.0,0.0,2016,-0.16261126101017,-0.171266902788353,2.25628003778249,1.7441338300705,0.282656487936061,0.267168015241623,3285,187773
