OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,NL_mean,NL_median,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_6_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
3,21,ORISSA,3,SAMBALPUR,15,KUCHINDA (ST),3,SAMBALPUR,2103,,3.416529309,0.19502294301,2673959,2936,8069,282,2112,8149,150,0,393,605,1805,0,0,950,990,210,0,4021,0,679,0,0,-0.0620865143478488,-0.0400729179382324,0.327570957881132,0.32118584215641,10411,0.7827298050139275,0.0144078378637979,0.4306702210839065,0.378472462296486,9653,0.0,0.0407127317932249,0.0626748161193411,0.18698850098415,0.0,0.0,0.0984150005179736,0.1025587900134673,0.0217548948513415,0.0,0.416554439034497,0.0,0.0703408266860043,0.0,0.0,2015,-0.0096301920711994,-0.0389877554529281,0.307868329976431,0.248355150222778,0.352857502939304,0.343043580651283,2685246,
4,21,ORISSA,6,KENDUJHAR,25,CHAMPUA,4,KEONJHAR (ST),2104,,2.04316541594,0.08587389938,1164366,3985,13290,717,7441,7375,774,30,5,112,473,7,0,486,227,1482,0,1421,4,9,0,0,0.0116774911990274,0.0330832786858082,0.296831325053095,0.295700088143349,15590,0.473059653624118,0.0496472097498396,2.079453294010025,0.987675935029984,4256,0.0070488721804511,0.0011748120300751,0.0263157894736842,0.1111372180451127,0.0016447368421052,0.0,0.1141917293233082,0.0533364661654135,0.3482142857142857,0.0,0.3338815789473684,0.0009398496240601,0.0021146616541353,0.0,0.0,2015,0.0433035083115101,0.0136600184634076,2.0114955951581,0.88878470659256,0.326470615310556,0.310842990875244,1182358,
5,21,ORISSA,7,MAYURBHANJ,34,MORADA,5,MAYURBHANJ (ST),2105,,2.17515560128,0.0793518347,1071437,4990,13014,3162,11748,7521,911,0,0,3,101,0,0,8,0,7,0,3776,0,19,0,19,0.0313718560213475,0.0579208135604858,0.279732004602649,0.268783122301102,20180,0.3726957383548067,0.0451437066402378,0.488664004146792,0.4501379281282425,3933,0.0,0.0,0.0007627765064836,0.0256801423849478,0.0,0.0,0.0020340706839562,0.0,0.0017798118484617,0.0,0.9600813628273582,0.0,0.0048309178743961,0.0,0.0048309178743961,2015,0.0970421507954597,0.0642560527070379,0.488431671761807,0.367911398410797,0.279513494354754,0.260794967412949,1134222,
2,21,ORISSA,5,SUNDARGARH,14,BONAI (ST),2,SUNDARGARH (ST),2102,,3.07142060274,0.2890720195,3931288,2926,41066,4894,6915,32465,2256,2,855,495,4159,8,0,2352,2972,1186,0,2237,0,69,0,0,-0.05593667990925,-0.0498293358832598,0.31134039419778,0.310876443982124,41636,0.7797338841387261,0.0541838793351907,0.5714297985090064,0.3623727411031725,14335,0.0001395186606208,0.0596442274154168,0.0345308685036623,0.2901290547610743,0.0005580746424834,0.0,0.164073944890129,0.207324729682595,0.0827345657481688,0.0,0.1560516219044297,0.0,0.0048133937914196,0.0,0.0,2015,0.0533424057066441,0.0243768823657875,0.329671070704016,0.259457290172577,0.295459709132903,0.28640028834343,2188003,
5,21,ORISSA,7,MAYURBHANJ,33,BARIPADA (ST),5,MAYURBHANJ (ST),2105,,1.99240308064,0.05130231133,701141,1355,3663,210,1880,3148,79,0,0,8,46,0,0,21,1,5,0,2427,4,37,0,3,0.0372110664354797,0.0640765503048897,0.289730197560869,0.279214680194855,5107,0.6164088505972195,0.0154689641668298,0.814731553511389,0.491695463657379,2552,0.0,0.0,0.0031347962382445,0.0180250783699059,0.0,0.0,0.0082288401253918,0.0003918495297805,0.0019592476489028,0.0,0.9510188087774296,0.0015673981191222,0.0144984326018808,0.0,0.0011755485893416,2015,0.0970421507954597,0.0642560527070379,0.488431671761807,0.367911398410797,0.279513494354754,0.260794967412949,1134222,
6,21,ORISSA,8,BALESHWAR,35,JALESWAR,6,BALASORE,2106,,1.54363294463,0.04352318056,564065,13947,19313,1960,12328,22114,445,0,0,0,2,0,0,0,0,3,0,2081,0,11,0,59,-0.0899236273987905,-0.0811986699700356,0.307433401396197,0.31913498044014,34887,0.6338750824089202,0.0127554676527073,0.6659118968717674,0.5670596957206725,2156,0.0,0.0,0.0,0.0009276437847866,0.0,0.0,0.0,0.0,0.0013914656771799,0.0,0.9652133580705008,0.0,0.0051020408163265,0.0,0.0273654916512059,2015,-0.0784274786710739,-0.0893992897712419,0.52594819584864,0.434496939182281,0.302085397870218,0.301358550786972,599285,
1,21,ORISSA,2,JHARSUGUDA  *,7,JHARSUGUDA,1,BARGARH,2101,,1.56734318384,0.08391059837,1122042,7569,24098,1633,6137,24760,930,0,1,10,96,0,0,43,17,49,0,3866,44,41,0,0,0.0090194475382132,0.0371357817202806,0.235082889626666,0.232721038162708,31827,0.7779558236717252,0.0292204731831463,1.785629874873175,0.774146258831024,4167,0.0,0.0002399808015358,0.0023998080153587,0.0230381569474442,0.0,0.0,0.0103191744660427,0.0040796736261099,0.0117590592752579,0.0,0.9277657787377008,0.0105591552675785,0.0098392128629709,0.0,0.0,2015,0.068064209073782,0.0377199809079846,1.95290440156909,0.746177196502686,0.245533639280099,0.241399809718132,1155342,
4,21,ORISSA,6,KENDUJHAR,24,KEONJHAR (ST),4,KEONJHAR (ST),2104,,2.30034389086,0.09235723405,1257621,3086,6546,4415,2878,6849,4051,0,18,207,167,0,0,418,351,569,0,2791,25,14,13,1,0.0216220327181165,0.0456239320337772,0.310523301234435,0.30670154094696,13778,0.4970968210190158,0.2940194512991726,0.8044239232216615,0.5449149161577225,4574,0.0,0.0039352864013992,0.0452557936160909,0.0365107127240926,0.0,0.0,0.0913860953213817,0.0767380848272846,0.1243987756886751,0.0,0.610188019239178,0.0054656755574989,0.0030607783121993,0.0028421512898994,0.0002186270222999,2015,0.0433035083115101,0.0136600184634076,2.0114955951581,0.88878470659256,0.326470615310556,0.310842990875244,1182358,
4,21,ORISSA,6,KENDUJHAR,23,PATNA (ST),4,KEONJHAR (ST),2104,,2.31802725995,0.10309037927,1402019,3067,10480,3890,2530,12381,2213,0,0,0,145,0,0,52,16,33,0,4760,0,106,0,0,0.0461952009018378,0.0766965188086033,0.291376559476781,0.283858969807625,17124,0.72302032235459,0.1292338238729269,0.4391847172337535,0.4049781039357185,5112,0.0,0.0,0.0,0.0283646322378716,0.0,0.0,0.0101721439749608,0.0031298904538341,0.0064553990610328,0.0,0.9311424100156496,0.0,0.020735524256651,0.0,0.0,2015,0.0433035083115101,0.0136600184634076,2.0114955951581,0.88878470659256,0.326470615310556,0.310842990875244,1182358,
4,21,ORISSA,7,MAYURBHANJ,30,KARANJIA (ST),4,KEONJHAR (ST),2104,,3.15945493084,0.16891162162,2315174,2019,7442,1102,3081,4415,286,0,1652,31,1218,0,0,2049,214,73,0,2733,2,378,0,12,-0.0844023231944633,-0.0901206210255623,0.395337807983575,0.399134010076523,7782,0.5673348753533796,0.036751477769211,0.3657465236321745,0.3078995645046235,8362,0.0,0.1975603922506577,0.0037072470700789,0.1456589332695527,0.0,0.0,0.2450370724707007,0.0255919636450609,0.00872996890696,0.0,0.3268356852427649,0.0002391772303276,0.0452044965319301,0.0,0.001435063381966,2015,0.0433035083115101,0.0136600184634076,2.0114955951581,0.88878470659256,0.326470615310556,0.310842990875244,1182358,
1,21,ORISSA,2,JHARSUGUDA  *,6,BRAJARAJNAGAR,1,BARGARH,2101,,2.0740379374,0.10099132798,935811,28677,244293,181743,29006,242519,179346,0,0,27,284,0,0,28,33,1005,254,2394,137,2,39,797,-0.106896016712653,-0.0300409030169249,0.14711536476257,0.213549055159092,450871,0.5378899951427348,0.3977767476728376,1.445117363233385,0.6556679904460905,5000,0.0,0.0,0.0054,0.0568,0.0,0.0,0.0056,0.0066,0.201,0.0508,0.4788,0.0274,0.0004,0.0078,0.1594,2015,0.068064209073782,0.0377199809079846,1.95290440156909,0.746177196502686,0.245533639280099,0.241399809718132,1155342,
6,21,ORISSA,7,MAYURBHANJ,32,BADASAHI (SC),6,BALASORE,2106,,1.54472019678,0.05080744972,686698,5519,7058,257,7135,5183,191,0,0,0,8,0,0,0,0,0,0,2482,0,21,0,2,0.0076608752287447,0.0362675730139017,0.284792755375021,0.274310782551765,12509,0.4143416739947238,0.0152690063154528,0.6141877745392295,0.5554450899362565,2513,0.0,0.0,0.0,0.003183446080382,0.0,0.0,0.0,0.0,0.0,0.0,0.9876641464385196,0.0,0.0083565459610027,0.0,0.0007958615200955,2015,-0.0784274786710739,-0.0893992897712419,0.52594819584864,0.434496939182281,0.302085397870218,0.301358550786972,599285,
