OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,Area_AC,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
6,20,JHARKHAND,13,BOKARO,35,BERMO,6,GIRIDIH,2006,Pre delimitation,1.58347701717,0.04045650553,457020545.0,2448,8409,1004,0,0,19,0,0,2,3,151,0,1660,173,0,0,0,2.8190906414307,1.41027760505676,0.238938729429086,0.237836346030235,0.0118088953481841,0.0329865142703056,11861,0.7089621448444482,0.0846471629710817,2008,0.0,0.0,0.0094621513944223,0.0,0.0,0.0009960159362549,0.0014940239043824,0.075199203187251,0.0,0.8266932270916335,0.0861553784860557,0.0,0.0,0.0,2018,0.0335074178874493,0.0081712007129655,3.01499426187736,1.4474356174469,0.24746686517246,0.249559074640274,3923,3923
13,20,JHARKHAND,1,GARHWA,76,DALTONGANJ,13,PALAMU (SC),2013,Pre delimitation,1.17583729623,0.05456927147,616358794.0,897,3859,135,0,0,681,601,0,101,561,100,0,612,0,46,0,0,0.22511844520972,0.217047527432442,0.452624740868334,0.48409578204155,-0.130609537199835,-0.157007709145546,4891,0.7890002044571662,0.0276017174401962,2702,0.0,0.0,0.2520355292376017,0.2224278312361214,0.0,0.0373797187268689,0.2076239822353812,0.0370096225018504,0.0,0.2264988897113249,0.0,0.0170244263508512,0.0,0.0,2018,-0.139952763915062,-0.118837673962788,0.269127805326044,0.260889410972595,0.452338307295033,0.483871519565582,41647,41647
7,20,JHARKHAND,12,DHANBAD,41,JHARIA,7,DHANBAD,2007,Pre delimitation,0.39463015983,0.00642315035,72556354.0,302,3709,169,0,0,0,0,0,0,0,3,0,65,248,0,0,0,8.52168308308653,8.5853214263916,0.159128141244978,0.165938518941402,-0.0442115153297743,-0.0342731047421694,4180,0.8873205741626794,0.0404306220095693,316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094936708860759,0.0,0.2056962025316455,0.7848101265822784,0.0,0.0,0.0,2018,-0.0021533463150262,-0.0208949216596837,8.95009245711507,9.04945373535156,0.172328463111446,0.184213981032372,20072,20072
7,20,JHARKHAND,13,BOKARO,36,BOKARO,7,DHANBAD,2007,Pre delimitation,0.95558423443,0.03064938541,346358194.0,4029,6086,6579,0,0,0,0,0,0,5,33,13,1144,327,0,1,0,4.38928984014678,2.14207863807678,0.215750804373658,0.229794383049011,-0.0057684570752752,0.0188529938459396,16694,0.3645621181262729,0.3940936863543788,1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0032829940906106,0.0216677609980302,0.0085357846355876,0.7511490479317138,0.2147078135259356,0.0,0.0006565988181221,0.0,2018,0.0237678391858935,-0.0026566650610628,4.61601155931105,2.33957636356354,0.223776036282748,0.241897113621235,20072,20072
7,20,JHARKHAND,13,BOKARO,37,CHANDANKIYARI (SC),7,DHANBAD,2007,Pre delimitation,1.24158115218,0.05156801319,583044184.0,2417,5991,46,0,0,0,0,0,0,1,15,0,2523,10,0,0,0,1.53693017994482,1.00671637058258,0.238358857089669,0.239569619297981,0.0287384033374989,0.045148640871048,8454,0.7086586231369766,0.0054412112609415,2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0003923107100823,0.0058846606512357,0.0,0.989799921537858,0.0039231071008238,0.0,0.0,0.0,2018,0.0442410353571177,0.0266453127173334,1.56166041248713,1.04629516601562,0.239262884088559,0.241061434149742,20072,20072
8,20,JHARKHAND,14,RANCHI,65,KANKE (SC),8,RANCHI,2008,Pre delimitation,1.89589012958,0.07099149929,802786800.0,891,2695,375,0,0,220,2,0,27,0,177,0,2970,122,2,0,0,2.36233572015694,0.864757597446442,0.304448600039049,0.277425050735474,0.0122973840065036,0.0518146771937609,3961,0.6803837414794244,0.0946730623579904,3520,0.0,0.0,0.0625,0.0005681818181818,0.0,0.0076704545454545,0.0,0.0502840909090909,0.0,0.84375,0.0346590909090909,0.0005681818181818,0.0,0.0,2018,0.0518117472529411,0.0150812824567042,2.5434985739428,0.935328960418701,0.299744656280884,0.279876053333282,3961,3961
14,20,JHARKHAND,4,HAZARIBAG,23,RAMGARH,14,HAZARIBAGH,2014,Pre delimitation,1.48460820965,0.05731792236,648130269.0,2116,5861,1728,0,0,124,6,0,14,20,20,0,2618,37,1,0,0,1.45744267726238,1.03120499849319,0.246786886533371,0.232083365321159,-0.0112677150093679,0.0161286601796746,9705,0.6039155074703761,0.1780525502318392,2840,0.0,0.0,0.0436619718309859,0.002112676056338,0.0,0.0049295774647887,0.0070422535211267,0.0070422535211267,0.0,0.921830985915493,0.0130281690140845,0.0003521126760563,0.0,0.0,2018,0.0107610356062651,-0.0202355992658232,1.62691670525032,1.14644902944565,0.235958575162958,0.226094655692577,67095,67094
12,20,JHARKHAND,15,LOHARDAGA,72,LOHARDAGA (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.23203668748,0.13246143041,1498702818.0,2591,5734,1464,0,1,130,945,0,440,239,343,0,4445,21,10,4,0,0.585255787657489,0.427767246961594,0.372798188719006,0.320532083511353,-0.0295489224288975,0.0411380007863045,9789,0.5857595259985698,0.1495556236592093,6578,0.0,0.0001520218911523,0.0197628458498023,0.143660687138948,0.0,0.0668896321070234,0.0363332319854058,0.0521435086652477,0.0,0.6757373061720888,0.0031924597141988,0.0015202189115232,0.0006080875646093,0.0,2018,0.0223708525300026,-0.0463384426817696,0.608156715964882,0.455774575471878,0.378292911598852,0.325893133878708,9789,9789
12,20,JHARKHAND,14,RANCHI,66,MANDAR (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.15712955269,0.10790944016,1222165661.0,1190,4540,1895,0,0,13,25,0,4,2,2,0,5291,3,8,2,0,0.633082714314773,0.492963045835495,0.308774553789612,0.280581086874008,0.0279175969959344,0.0673979520797729,7625,0.5954098360655737,0.2485245901639344,5350,0.0,0.0,0.002429906542056,0.0046728971962616,0.0,0.0007476635514018,0.0003738317757009,0.0003738317757009,0.0,0.9889719626168224,0.0005607476635514,0.0014953271028037,0.0003738317757009,0.0,2018,0.0550674460828304,0.0161695302469618,0.693912515456431,0.540785640478134,0.312924514314991,0.28589004278183,9789,9789
12,20,JHARKHAND,16,GUMLA,69,BISHNUPUR (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.3559616837,0.12944920892,1466541160.0,2509,4114,966,0,6,60,1021,0,549,335,532,0,3897,2,9,0,0,0.278579370183087,0.248127281665802,0.380550446646946,0.328806102275848,-0.0290582972388396,0.0437249466776848,7589,0.5421004084859665,0.1272894979575701,6411,0.0,0.0009358914365933,0.0093589143659335,0.1592575261269692,0.0,0.085634066448292,0.052253938543129,0.0829823740446108,0.0,0.6078614880673842,0.0003119638121977,0.00140383715489,0.0,0.0,2018,0.0371050499379635,-0.038725457626168,0.321871222400127,0.291937470436096,0.383100852655211,0.325510650873184,9789,9789
8,20,JHARKHAND,14,RANCHI,62,KHIJRI (ST),8,RANCHI,2008,Pre delimitation,1.85887610266,0.09126959066,1033451964.0,7681,15894,19639,0,22,157,97,0,97,20,81,38,3920,48,10,5,35,2.17585069860444,0.924588799476624,0.300850824073745,0.291754722595215,-0.0122140754081384,0.0283571667969227,43214,0.3677974730411441,0.4544592030360531,4530,0.0,0.0048565121412803,0.0346578366445916,0.0214128035320088,0.0,0.0214128035320088,0.0044150110375275,0.0178807947019867,0.0083885209713024,0.8653421633554084,0.0105960264900662,0.0022075055187637,0.0011037527593818,0.0077262693156732,2018,0.031353160738945,-0.0137792068654284,2.28232288102076,0.991547763347626,0.305323635926579,0.300647556781769,3961,3961
8,20,JHARKHAND,14,RANCHI,64,HATIA,8,RANCHI,2008,Pre delimitation,0.76565258972,0.01911118275,216420638.0,175,972,26,0,0,0,0,0,0,1,1,0,842,92,0,0,0,5.92407681130962,1.55759787559509,0.270138166791437,0.250891715288162,0.0338963919915855,0.0628281868994236,1173,0.8286445012787724,0.0221653878942881,936,0.0,0.0,0.0,0.0,0.0,0.0,0.001068376068376,0.001068376068376,0.0,0.8995726495726496,0.0982905982905982,0.0,0.0,0.0,2018,0.0555932242423296,0.0261125144924563,6.19386283650634,1.78589487075806,0.272638218257502,0.258643716573715,3961,3961
8,20,JHARKHAND,14,RANCHI,61,SILLI,8,RANCHI,2008,Pre delimitation,1.53614388015,0.08153081778,923707712.0,2596,6683,37,0,0,252,31,0,56,71,57,0,3569,0,6,0,0,0.587686395717,0.444995865225792,0.298411680799685,0.279854312539101,0.0027898223802623,0.0360037628561258,9316,0.7173679690854444,0.0039716616573636,4042,0.0,0.0,0.0623453735774369,0.0076694705591291,0.0,0.0138545274616526,0.0175655616031667,0.0141019297377535,0.0,0.8829787234042553,0.0,0.0014844136566056,0.0,0.0,2018,0.0329331606626511,-0.0024070571902983,0.620354734527581,0.454410463571548,0.298242446608822,0.278841525316238,3961,3961
8,20,JHARKHAND,14,RANCHI,63,RANCHI,8,RANCHI,2008,Pre delimitation,0.19546851563,0.00223438046,25295947.0,67,1084,425,0,0,0,0,0,0,0,5,0,16,95,0,0,0,27.0178772243885,27.3899669647217,0.206937862052639,0.208895564079285,-0.0228426433536365,0.0114404838532209,1576,0.6878172588832487,0.2696700507614213,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043103448275862,0.0,0.1379310344827586,0.8189655172413793,0.0,0.0,0.0,2018,0.0209239143878222,-0.0185411220685799,27.0535184134037,27.8369750976562,0.210640515325313,0.220376051962376,3961,3961
12,20,JHARKHAND,16,GUMLA,68,GUMLA (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.50659574498,0.15606044251,1770930034.0,3181,8219,373,5,8,8,790,0,440,296,449,3,5657,6,74,0,0,0.295676656943173,0.235098749399185,0.381967610828242,0.341645002365112,-0.0248933262965907,0.0385790430009365,11773,0.6981228234094963,0.0316826637220759,7736,0.0006463288521199,0.0010341261633919,0.0010341261633919,0.1021199586349534,0.0,0.0568769389865563,0.0382626680455015,0.0580403309203722,0.0003877973112719,0.7312564632885212,0.0007755946225439,0.0095656670113753,0.0,0.0,2018,0.0430669188499451,-0.0201712302879273,0.330586179711294,0.271291851997375,0.373784848392702,0.327620089054108,9789,9789
12,20,JHARKHAND,16,GUMLA,67,SISAI (ST),12,LOHARDAGA (ST),2012,Pre delimitation,2.460210736,0.13525027548,1535074514.0,6718,8942,986,0,0,11,17,0,37,14,18,0,6592,0,3,1,0,0.355187969357752,0.307715222239494,0.296807974173028,0.277420580387115,0.0591797129640106,0.0937089249491692,16646,0.5371861107773639,0.0592334494773519,6693,0.0,0.0,0.0016435081428357,0.0025399671298371,0.0,0.0055281637531749,0.0020917376363364,0.002689376961004,0.0,0.984909607052144,0.0,0.0004482294935006,0.0001494098311668,0.0,2018,0.0806235447525978,0.0519652081166039,0.380542334946177,0.339988276362419,0.29592643914179,0.278117001056671,9789,9789
11,20,JHARKHAND,14,RANCHI,60,KHUNTI (ST),11,KHUNTI (ST),2011,Pre delimitation,1.90307777041,0.10952803455,1242866511.0,468,1543,1017,0,0,63,191,0,83,670,69,0,4297,8,42,2,0,0.467695712678566,0.324911773204803,0.331681974524944,0.311772882938385,-0.0003386725282538,0.0370221771299839,3028,0.5095772787318362,0.3358652575957728,5425,0.0,0.0,0.0116129032258064,0.0352073732718894,0.0,0.0152995391705069,0.1235023041474654,0.0127188940092165,0.0,0.792073732718894,0.0014746543778801,0.0077419354838709,0.00036866359447,0.0,2018,0.0430315621197224,0.001113632580208,0.500914387222595,0.360159188508987,0.334441031223486,0.313341587781906,3029,3029
11,20,JHARKHAND,14,RANCHI,58,TAMAR (ST),11,KHUNTI (ST),2011,Pre delimitation,2.06697947889,0.11531472319,1309016809.0,1731,5565,50,0,34,551,790,0,168,1090,139,0,2935,4,15,0,0,0.519012053778016,0.379188597202301,0.362360593446315,0.356304720044136,-0.0700722905369184,-0.0481384191662073,7346,0.7575551320446502,0.0068064252654505,5726,0.0,0.0059378274537198,0.0962277331470485,0.1379671673070206,0.0,0.0293398533007334,0.1903597624869018,0.0242752357666783,0.0,0.5125742228431714,0.0006985679357317,0.002619629758994,0.0,0.0,2018,-0.043485326692462,-0.071586869582924,0.557826506990842,0.402663826942444,0.361655164687736,0.350780606269836,3029,3029
8,20,JHARKHAND,22,SARAIKELA,50,ICHAGARH,8,RANCHI,2008,Pre delimitation,1.54676819439,0.08940458188,1015067689.0,5162,48651,50780,2,8,118,214,0,15,65,414,90,3353,33,9,4,109,0.903316325064337,0.634746313095093,0.252808861843587,0.260517984628677,-0.0622852191407047,-0.0161717291921377,104593,0.4651458510607784,0.4855009417456235,4434,0.0004510599909788,0.0018042399639152,0.0266125394677492,0.0482634190347316,0.0,0.003382949932341,0.014659449706811,0.0933694181326116,0.020297699594046,0.7562020748759585,0.0074424898511502,0.0020297699594046,0.0009021199819576,0.0245827695083446,2018,-0.0158485900610685,-0.0641683191205885,0.841950238922277,0.551759302616119,0.247737237330609,0.266126185655594,3961,3961
11,20,JHARKHAND,14,RANCHI,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.77434445771,0.07533240766,855944024.0,2245,5050,65,0,0,40,259,0,24,619,85,0,2680,6,26,0,0,0.357598969224626,0.310652494430542,0.343066311097136,0.320160239934921,-0.0022704989850135,0.0436156056821346,7360,0.686141304347826,0.0088315217391304,3739,0.0,0.0,0.0106980476063118,0.0692698582508692,0.0,0.0064188285637871,0.1655522867076758,0.0227333511634126,0.0,0.7167691896228938,0.0016047071409467,0.0069537309441027,0.0,0.0,2018,0.0476587563753128,-0.0026435885669083,0.382351247760825,0.343285858631134,0.338672469380471,0.31297904253006,3029,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,47,JUGSALAI (SC),9,JAMSHEDPUR,2009,Pre delimitation,1.48831737542,0.06920762626,786544804.0,2627,11552,1930,0,32,151,114,0,10,89,176,14,2667,177,5,0,0,2.73075175550913,0.670552134513855,0.300463970681106,0.285341084003448,-0.0670419792233782,-0.0402032360434532,16109,0.7171146564032529,0.1198088025327456,3435,0.0,0.009315866084425,0.0439592430858806,0.0331877729257641,0.0,0.0029112081513828,0.0259097525473071,0.0512372634643377,0.0040756914119359,0.7764192139737991,0.0515283842794759,0.0014556040756914,0.0,0.0,2018,-0.0410579070448875,-0.0707892685396169,2.71941776939042,0.719508647918701,0.311714524183623,0.301960974931717,16109,16112
11,20,JHARKHAND,16,GUMLA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.17000905288,0.05165465619,587090279.0,986,2162,666,0,0,8,54,0,108,0,621,0,1768,0,0,0,0,0.272526477558532,0.248300969600677,0.344162019855038,0.319575846195221,0.0020226401118781,0.0413053762167692,3814,0.5668589407446251,0.1746198217094913,2559,0.0,0.0,0.0031262211801484,0.0211019929660023,0.0,0.0422039859320046,0.0,0.2426729191090269,0.0,0.6908948808128175,0.0,0.0,0.0,0.0,2018,0.0469182673841715,0.0108262220316176,0.304960396139358,0.284868627786636,0.33268319090795,0.309270218014717,3029,3029
11,20,JHARKHAND,22,SARAIKELA,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,1.84084668581,0.07140395617,811776386.0,1113,3873,183,0,68,16,526,0,46,484,116,0,2251,0,30,0,0,0.889619702072114,0.593556761741638,0.336424866814516,0.30496209859848,-0.0633138506045811,-0.0161782596260309,5169,0.7492745211839814,0.0354033662217063,3537,0.0,0.0192253322024314,0.0045236075770426,0.1487135990952784,0.0,0.0130053717839977,0.1368391292055414,0.0327961549335595,0.0,0.6364150409951936,0.0,0.008481764206955,0.0,0.0,2018,-0.0129304314032197,-0.0660081954962005,0.883402612011873,0.629886358976364,0.348110506345749,0.316254556179047,3029,3029
10,20,JHARKHAND,22,SARAIKELA,51,SERAIKELLA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.79629048959,0.07293923222,829977392.0,2812,16314,2144,0,0,17,31,0,0,9,104,0,3306,141,2,0,0,2.23123911846897,0.995118975639343,0.217412711775762,0.214790254831314,0.0069227331931141,0.0341906994581223,21270,0.7669957686882933,0.1007992477668077,3610,0.0,0.0,0.0047091412742382,0.0085872576177285,0.0,0.0,0.0024930747922437,0.0288088642659279,0.0,0.9157894736842104,0.0390581717451523,0.0005540166204986,0.0,0.0,2018,0.0376109424978495,0.0079018665578594,2.32849914601446,1.03957796096802,0.218913842769985,0.225492715835571,21266,21265
10,20,JHARKHAND,17,PACHIM SINGHBHUM,56,CHAKRADHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,2.126953307,0.16572422558,1885844578.0,1512,7461,2985,0,30,503,1564,0,22,3505,233,13,2276,14,49,0,0,0.412652530831006,0.254052475094795,0.397958038094144,0.405000776052475,-0.112300231638769,-0.110688854008913,11958,0.6239337681886603,0.2496236828901154,8209,0.0,0.0036545255207698,0.0612742112315751,0.1905225971494701,0.0,0.0026799853818979,0.4269703983432817,0.0283834815446461,0.0015836277256669,0.2772566695090754,0.0017054452430259,0.0059690583505908,0.0,0.0,2018,-0.108449712395668,-0.112618943996981,0.470592366082044,0.3043302744627,0.407941051943849,0.413094609975815,21266,21265
9,20,JHARKHAND,18,PURBI SINGHBHUM,48,JAMSHEDPUR EAST,9,JAMSHEDPUR,2009,Pre delimitation,0.267473963,0.00274870024,31248906.0,222,1619,223,0,0,0,0,0,0,2,6,0,4,122,0,0,0,37.1956751520616,25.2109279632568,0.140769570155024,0.137746170163155,-0.0999103453041979,-0.0853642001748085,2064,0.7843992248062015,0.1080426356589147,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.044776119402985,0.0,0.0298507462686567,0.9104477611940298,0.0,0.0,0.0,2018,-0.0604561641812325,-0.0753233699961442,38.715139493455,24.0318298339844,0.131617855630297,0.126323916018009,16109,16112
9,20,JHARKHAND,18,PURBI SINGHBHUM,49,JAMSHEDPUR WEST,9,JAMSHEDPUR,2009,Pre delimitation,0.25290124852,0.00178640933,20313463.0,121,843,108,0,0,0,0,0,0,2,0,0,14,75,0,0,0,22.9095259370475,22.0065650939941,0.141006659075742,0.13835696130991,-0.0877070060656693,-0.0769538208842278,1072,0.7863805970149254,0.1007462686567164,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0219780219780219,0.0,0.0,0.1538461538461538,0.8241758241758241,0.0,0.0,0.0,2018,-0.0538344699889421,-0.0626173779817124,22.9618966990504,22.0072536468506,0.127160107236954,0.118773672729731,16109,16112
11,20,JHARKHAND,21,SIMDEGA,70,SIMDEGA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.00123458503,0.10676669941,1215348935.0,3779,7784,3757,0,0,2,200,0,181,45,384,0,4434,9,31,8,0,0.315403394110828,0.24970044195652,0.341276672478588,0.314452648162842,0.0004089887105353,0.0426287911832333,15320,0.5080939947780679,0.2452349869451697,5294,0.0,0.0,0.000377786173026,0.0377786173026067,0.0,0.034189648658859,0.0085001888930865,0.0725349452210049,0.0,0.8375519455987911,0.0017000377786173,0.005855685681904,0.0015111446921042,0.0,2018,0.0407341532409191,0.0015053506129216,0.320474413994266,0.279446706175804,0.33692302919454,0.308273464441299,3029,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,45,GHATSILA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.41185353128,0.08394648393,956085831.0,3079,16304,79,0,17,230,381,0,118,304,79,0,2968,47,19,0,2,0.851465353151383,0.607205331325531,0.322897151770129,0.307164683938026,-0.0763335719244732,-0.0445591602474451,19462,0.8377350734765183,0.00405919227212,4165,0.0,0.0040816326530612,0.0552220888355342,0.0914765906362545,0.0,0.0283313325330132,0.0729891956782713,0.0189675870348139,0.0,0.7126050420168067,0.0112845138055222,0.0045618247298919,0.0,0.0004801920768307,2018,-0.0467430576682091,-0.0788871265981236,0.90861908711738,0.658450156450272,0.352708768967795,0.337130591273308,16109,16112
11,20,JHARKHAND,21,SIMDEGA,71,KOLEBIRA (ST),11,KHUNTI (ST),2011,Pre delimitation,2.48762145312,0.17979752746,2048196499.0,2812,7555,2061,0,0,74,597,0,498,876,779,0,6069,0,19,4,0,0.275922504972427,0.243506968021393,0.365603524153924,0.354633927345276,-0.041180326493257,-0.0153071526437998,12428,0.6079015127132282,0.1658352108142903,8916,0.0,0.0,0.0082996859578286,0.0669582772543741,0.0,0.0558546433378196,0.098250336473755,0.0873710183938986,0.0,0.6806864064602961,0.0,0.0021310004486316,0.0004486316733961,0.0,2018,-0.0013406454818323,-0.029835326545364,0.310283185190296,0.290135115385056,0.365813422094268,0.352959647774696,3029,3029
11,20,JHARKHAND,21,SIMDEGA,59,TORPA (ST),11,KHUNTI (ST),2011,Pre delimitation,1.08520602334,0.04485660279,510617989.0,1031,2424,142,0,0,56,240,0,109,780,112,0,913,0,15,0,0,0.251109171863662,0.237789668142796,0.387120250278561,0.38342846930027,-0.0804870198013765,-0.0597801189869642,3597,0.6738949124270225,0.0394773422296358,2225,0.0,0.0,0.0251685393258426,0.1078651685393258,0.0,0.0489887640449438,0.350561797752809,0.0503370786516853,0.0,0.4103370786516854,0.0,0.0067415730337078,0.0,0.0,2018,-0.0474836807698011,-0.0718016510233943,0.290963165105948,0.27942481637001,0.389986879119305,0.383851826190948,3029,3029
9,20,JHARKHAND,18,PURBI SINGHBHUM,46,POTKA (ST),9,JAMSHEDPUR,2009,Pre delimitation,1.59518230767,0.07616521023,867667835.0,879,2403,25,0,10,308,234,0,116,154,89,0,2859,1,5,0,0,0.811364998148886,0.601517200469971,0.294719469496727,0.272880613803864,-0.0474163798212099,-0.0030903520528227,3307,0.7266404596310856,0.0075597218022376,3776,0.0,0.0026483050847457,0.0815677966101695,0.0619703389830508,0.0,0.0307203389830508,0.0407838983050847,0.0235699152542372,0.0,0.7571504237288136,0.0002648305084745,0.0013241525423728,0.0,0.0,2018,-0.0065342597663402,-0.0565220290623585,0.891580852397772,0.658547878265381,0.316515029667261,0.291740655899048,16109,16112
11,20,JHARKHAND,17,PACHIM SINGHBHUM,57,KHARASAWAN (ST),11,KHUNTI (ST),2011,Pre delimitation,0.62787565159,0.01612226032,183494874.0,246,457,13,0,0,11,1,0,1,28,0,0,758,0,1,0,0,0.668715767943755,0.610043227672577,0.289969530736105,0.276942700147629,0.0081424307845624,0.0333543010056019,716,0.638268156424581,0.0181564245810055,800,0.0,0.0,0.01375,0.00125,0.0,0.00125,0.035,0.0,0.0,0.9475,0.0,0.00125,0.0,0.0,2018,0.0225245989859104,1.34958595737188e-05,0.692955358458518,0.643308639526367,0.306291298945923,0.292514741420746,3029,3029
10,20,JHARKHAND,17,PACHIM SINGHBHUM,52,CHAIBASA (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.57049754152,0.09996037411,1139407278.0,798,2719,709,0,1,426,509,0,109,620,163,0,3104,22,4,0,0,0.733741037189648,0.424181908369064,0.34355252399799,0.319305658340454,-0.0607471402206257,-0.0276040202006698,4226,0.6433980123047799,0.1677709417889257,4958,0.0,0.0002016942315449,0.0859217426381605,0.1026623638563937,0.0,0.0219846712384025,0.1250504235578862,0.0328761597418313,0.0,0.6260588947156112,0.0044372730939895,0.0008067769261799,0.0,0.0,2018,-0.0199868250638247,-0.0604493275155255,0.771438588652584,0.466000363230705,0.350896293645864,0.323088958859444,21266,21265
9,20,JHARKHAND,18,PURBI SINGHBHUM,44,BAHARAGORA,9,JAMSHEDPUR,2009,Pre delimitation,1.65860559452,0.0786727261,897101011.0,3261,13654,192,0,0,1,29,0,6,0,41,0,3701,8,109,0,2,0.784896111706314,0.655620872974396,0.285659017951415,0.2797891497612,-0.0440971301991771,-0.0097147179767489,17107,0.7981528029461624,0.0112234757701525,3897,0.0,0.0,0.0002566076469078,0.0074416217603284,0.0,0.0015396458814472,0.0,0.0105209135232229,0.0,0.949704901206056,0.002052861175263,0.0279702335129586,0.0,0.0005132152938157,2018,-0.0006820752169005,-0.0363287360303832,0.84299075489894,0.698203921318054,0.31789923461931,0.306746274232864,16109,16112
10,20,JHARKHAND,17,PACHIM SINGHBHUM,55,MANOHARPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.81952540825,0.10845967065,1237033315.0,2688,10811,245,2,1003,75,994,0,136,1842,183,0,1075,2,64,0,0,0.339239907717487,0.276495724916458,0.42572680399046,0.45032525062561,-0.167950150784654,-0.21860708296299,13744,0.7865977881257276,0.0178259604190919,5376,0.0003720238095238,0.1865699404761904,0.0139508928571428,0.1848958333333333,0.0,0.025297619047619,0.3426339285714285,0.0340401785714285,0.0,0.1999627976190476,0.0003720238095238,0.0119047619047619,0.0,0.0,2018,-0.23656065762043,-0.178552470880196,0.411689873858995,0.337634325027466,0.45406876289469,0.473505795001984,21266,21265
10,20,JHARKHAND,17,PACHIM SINGHBHUM,53,MAJHGAON (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.92118962766,0.10345892019,1181093801.0,1319,4857,608,0,0,264,448,0,106,68,57,1,4155,0,31,0,0,0.449796240915945,0.405081048607826,0.325824522823,0.296456888318062,-0.0152463726491589,0.0345945302397013,6784,0.7159492924528302,0.0896226415094339,5130,0.0,0.0,0.0514619883040935,0.0873294346978557,0.0,0.020662768031189,0.0132553606237816,0.0111111111111111,0.0001949317738791,0.8099415204678363,0.0,0.0060428849902534,0.0,0.0,2018,0.0281392242759466,-0.0254884212906946,0.471323402704707,0.429764166474342,0.331131460054906,0.303919494152069,21266,21265
10,20,JHARKHAND,17,PACHIM SINGHBHUM,54,JAGANATHPUR (ST),10,SINGHBHUM (ST),2010,Pre delimitation,1.97934982536,0.13963659363,1593894392.0,1095,2627,179,1,151,262,2161,0,630,1650,864,0,1193,0,9,0,0,0.619514729276685,0.339288651943207,0.407225879023904,0.420147866010666,-0.131876072943823,-0.162040255963802,3901,0.6734170725455012,0.0458856703409382,6921,0.0001444877907816,0.0218176564080335,0.0378558011847998,0.3122381158792082,0.0,0.0910273081924577,0.2384048547897702,0.1248374512353706,0.0,0.1723739344025429,0.0,0.0013003901170351,0.0,0.0,2018,-0.166326396167278,-0.136519143629194,0.637338154040545,0.384483486413956,0.41844911196008,0.428791299462318,21266,21265
1,20,JHARKHAND,11,DUMKA,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.79254317884,0.0202490323,227424199.0,65,133,0,0,0,187,14,0,77,51,39,0,632,0,4,0,0,0.337071971886186,0.301287829875946,0.330156149168044,0.320896878838539,-0.0625315563292637,-0.0425253510475159,198,0.6717171717171717,0.0,1004,0.0,0.0,0.1862549800796812,0.0139442231075697,0.0,0.0766932270916334,0.0507968127490039,0.0388446215139442,0.0,0.6294820717131474,0.0,0.0039840637450199,0.0,0.0,2018,-0.0347076617181301,-0.0517760071097923,0.335975648545886,0.310785919427872,0.345808708406424,0.335281103849411,338511,328238
