OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NL_mean,NL_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
8,10,BIHAR,11,MADHEPURA,72,Singheshwar (SC),8,SUPAUL,1008,,1.46474540417,0.04110602482,489152,75451,1389,0,72623,3811,0,0,0,0,0,0,0,0,2020,0,23,0,0,-0.249181219443545,-0.272568196058273,1.277151475004147,1.122981667518616,0.411935225024226,0.412702366709709,76434,0.0498600099432189,0.0,2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887420460107684,0.0,0.0112579539892315,0.0,0.0,2017,-0.328416422009468,-0.300544925080078,1.144862504187257,0.994486689567566,0.537300822816877,0.562930881977081,175377,175937
18,10,BIHAR,16,SIWAN,109,Daraundha,18,SIWAN,1018,,1.5508239374,0.02935372247,366482,18228,19105,379,24986,10386,70,0,0,0,0,1,0,0,1437,9,0,0,13,-0.188514411611597,-0.198953673243523,1.201261796830106,1.059948623180389,0.395884801036859,0.406958788633347,35442,0.2930421533773489,0.0019750578409796,1460,0.0,0.0,0.0,0.0,0.0006849315068493,0.0,0.0,0.9842465753424656,0.0061643835616438,0.0,0.0,0.008904109589041,2017,-0.247125200927258,-0.237198996258582,0.862878883631068,0.732396721839905,0.450513012463975,0.46256060898304,8869,8901
23,10,BIHAR,13,DARBHANGA,84,Hayaghat,23,SAMASTIPUR (SC),1023,,1.06519623264,0.02116282402,260326,10660,20201,188,8496,24550,7,0,0,0,0,5,0,0,1035,0,14,0,0,-0.175659635343049,-0.186301022768021,1.049181268031081,0.914240181446075,0.342918577486118,0.347087532281876,33053,0.7427464980485886,0.0002117810788733,1054,0.0,0.0,0.0,0.0,0.0047438330170777,0.0,0.0,0.9819734345351044,0.0,0.0132827324478178,0.0,0.0,2017,-0.258532822132111,-0.253786260425367,0.827078239194999,0.725196242332458,0.509151582948606,0.525842308998108,31743,32628
15,10,BIHAR,14,MUZAFFARPUR,93,Kurhani,15,MUZAFFARPUR,1015,,0.82635616129,0.02415794767,299069,12107,21438,14,21355,7658,3,0,0,0,0,14,0,0,1169,2,13,0,1,-0.217402174876249,-0.222793631255627,1.530783304224412,1.256384193897247,0.365655735972971,0.37298871576786,29016,0.2639233526330301,0.0001033912324234,1199,0.0,0.0,0.0,0.0,0.0116763969974979,0.0,0.0,0.974979149291076,0.0016680567139282,0.0108423686405337,0.0,0.0008340283569641,2017,-0.244073070585728,-0.244618738052065,1.323381232420603,1.115140080451965,0.421313595658816,0.425753593444824,152199,158444
13,10,BIHAR,12,SAHARSA,77,Mahishi,13,MADHEPURA,1013,,1.40083029201,0.03907974117,386313,72556,74372,4856,74718,74180,6948,0,0,0,0,5,79,0,1796,3,1,18,39,-0.16490342900461,-0.175271049141884,1.079669595580158,0.914786100387573,0.312744702307189,0.322587043046951,155846,0.475982700871373,0.0445824724407427,1941,0.0,0.0,0.0,0.0,0.0025759917568263,0.0407006697578567,0.0,0.9252962390520352,0.0015455950540958,0.0005151983513652,0.0092735703245749,0.0200927357032457,2017,-0.193013891577721,-0.201157575566837,0.918504902903543,0.718624472618103,0.410420873481362,0.422065436840057,7826,7960
23,10,BIHAR,19,SAMASTIPUR,131,Kalyanpur (SC),23,SAMASTIPUR (SC),1023,,1.33239987303,0.02819101577,280856,39582,67579,140,56152,48588,20,0,0,0,0,4,0,0,1307,7,82,0,0,-0.202553898215468,-0.207162782549858,1.231725624318798,1.178341031074524,0.352514040899515,0.357618063688278,104760,0.4638029782359679,0.0001909125620465,1400,0.0,0.0,0.0,0.0,0.0028571428571428,0.0,0.0,0.9335714285714286,0.005,0.0585714285714285,0.0,0.0,2017,-0.279072731733322,-0.283404214856432,1.145366854379447,1.070330083370209,0.478527170881435,0.487523823976517,31743,32628
14,10,BIHAR,13,DARBHANGA,79,Gaura Bauram,14,DARBHANGA,1014,,1.5434803437,0.02433795801,204340,62269,68202,294,34352,101475,26,0,0,0,0,1,0,0,1189,5,0,0,14,-0.171133964449433,-0.178442358970642,0.765644630315292,0.67556095123291,0.320011343359686,0.322098255157471,135853,0.7469470677865045,0.000191383333456,1209,0.0,0.0,0.0,0.0,0.0008271298593879,0.0,0.0,0.9834574028122416,0.0041356492969396,0.0,0.0,0.0115798180314309,2017,-0.21982678771019,-0.219960133777276,0.537677286745699,0.482203871011734,0.457151726518401,0.469090759754181,30618,33317
15,10,BIHAR,14,MUZAFFARPUR,92,Sakra (SC),15,MUZAFFARPUR,1015,,0.79379206267,0.02128150636,260833,11637,20497,50,18682,10961,1,0,0,0,0,1,0,0,1024,2,21,0,1,-0.191700014757629,-0.192888870835304,1.44344611392275,1.402970373630524,0.349333564057121,0.351161360740662,29644,0.3697544191067332,3.373363918499528e-05,1049,0.0,0.0,0.0,0.0,0.0009532888465204,0.0,0.0,0.9761677788369876,0.0019065776930409,0.0200190657769304,0.0,0.0009532888465204,2017,-0.244218021631241,-0.250692067687361,1.121629002259711,1.078759551048279,0.442030386683902,0.447805881500244,152199,158444
19,10,BIHAR,17,SARAN,113,Ekma,19,MAHARAJGANJ,1019,,1.03082489325,0.02399108962,303954,11090,14566,733,16486,4596,1060,0,0,0,0,0,0,0,1165,0,2,9,9,-0.186959436469986,-0.200395494699478,1.39041197740361,1.281857848167419,0.40155708629446,0.417475491762161,22142,0.2075693252642037,0.047872820883389,1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831223628691984,0.0,0.0016877637130801,0.0075949367088607,0.0075949367088607,2017,-0.24012054502964,-0.233141846212316,1.109370006196745,1.00807523727417,0.449228507730816,0.462146997451782,18624,19442
12,10,BIHAR,9,PURNIA,58,Kasba,12,PURNIA,1012,,1.28395410584,0.04356843201,592249,2859,4782,0,3613,2061,0,0,0,0,0,1,0,0,2027,5,121,0,0,-0.229310948123294,-0.257079631090164,0.971100699282133,0.837019443511963,0.440853039385019,0.457273855805397,5674,0.3632358124779697,0.0,2154,0.0,0.0,0.0,0.0,0.000464252553389,0.0,0.0,0.9410399257195916,0.0023212627669452,0.0561745589600742,0.0,0.0,2017,-0.234946325421333,-0.218847140133881,0.729346835929857,0.554972052574158,0.435802704900754,0.446868926286697,5639,5684
12,10,BIHAR,9,PURNIA,59,Banmankhi (SC),12,PURNIA,1012,,1.26171359493,0.04374164813,589656,9410,3191,0,7466,1565,0,0,0,0,0,1,0,0,2103,6,42,0,1,-0.253057001150238,-0.277182072401047,1.06248350343575,0.969297111034393,0.449994946510039,0.465021878480911,9031,0.1732919942420551,0.0,2153,0.0,0.0,0.0,0.0,0.0004644681839294,0.0,0.0,0.97677659080353,0.0027868091035764,0.0195076637250348,0.0,0.0004644681839294,2017,-0.246246248483658,-0.235452833852151,0.750472210008834,0.628957033157349,0.449534718462782,0.462668836116791,5639,5684
16,10,BIHAR,18,VAISHALI,125,Vaishali,16,VAISHALI,1016,,1.44529776434,0.0274252652,328395,14548,33855,796,22144,3131,731,0,0,0,0,2,7,0,1294,2,29,0,25,-0.184878868376336,-0.182842776179314,1.727513994032009,1.669287323951721,0.359506471813717,0.358708634972572,26006,0.1203952933938321,0.0281088979466277,1359,0.0,0.0,0.0,0.0,0.0014716703458425,0.0051508462104488,0.0,0.9521707137601176,0.0014716703458425,0.0213392200147167,0.0,0.0183958793230316,2017,-0.227091640233994,-0.235423328185248,1.193358504570434,1.144885420799255,0.424753668744671,0.424183294177055,29016,43118
20,10,BIHAR,17,SARAN,120,Amnour,20,SARAN,1020,,0.9543026434,0.02294345794,271700,16794,24358,3070,8975,9491,2815,0,0,0,0,4,9,0,1097,5,2,1,16,-0.245434190743528,-0.258721187710762,1.896753260686393,1.787248015403748,0.423665134152298,0.444330051541328,21281,0.4459846811709976,0.1322776185329637,1134,0.0,0.0,0.0,0.0,0.0035273368606701,0.0079365079365079,0.0,0.9673721340388008,0.0044091710758377,0.001763668430335,0.0008818342151675,0.0141093474426807,2017,-0.282563477754593,-0.2690310012911,1.273273234452967,1.211777150630951,0.45209743227187,0.472539380192757,20670,21219
10,10,BIHAR,9,PURNIA,57,Baisi,10,KISHANGANJ,1010,,1.27062467835,0.0371849458,433448,29847,47965,734,49610,25585,224,0,0,0,0,10,5,0,1815,4,7,0,6,-0.22674994353458,-0.259392783045769,0.720975028088047,0.60306316614151,0.405969186645169,0.429807528853416,75419,0.3392381230193983,0.0029700738540686,1847,0.0,0.0,0.0,0.0,0.0054141851651326,0.0027070925825663,0.0,0.9826746074715756,0.002165674066053,0.0037899296155928,0.0,0.0032485110990795,2017,-0.240287885069847,-0.220880066390783,0.677062897704927,0.589848399162292,0.402483057936143,0.421700954437256,66422,66537
19,10,BIHAR,17,SARAN,114,Manjhi,19,MAHARAJGANJ,1019,,1.12236777877,0.02636647005,332115,14381,14555,1980,17589,9289,2926,0,0,0,0,0,19,0,1262,1,0,11,19,-0.1753655918746,-0.192938432097435,1.122042523201558,1.010487079620361,0.38547915268986,0.408613443374634,29804,0.3116695745537511,0.0981747416454167,1312,0.0,0.0,0.0,0.0,0.0,0.0144817073170731,0.0,0.961890243902439,0.0007621951219512,0.0,0.0083841463414634,0.0144817073170731,2017,-0.249420136213303,-0.237175046596991,0.849156481928336,0.763446688652039,0.444274971803315,0.465377569198608,18624,19442
23,10,BIHAR,19,SAMASTIPUR,132,Warisnagar,23,SAMASTIPUR (SC),1023,,1.26182001294,0.03177688428,352887,56336,28238,85,70266,15013,7,0,0,0,0,18,0,0,1435,16,104,0,0,-0.201133790520159,-0.20838674902916,1.05370246397175,0.915944695472717,0.362171569511747,0.365535706281662,85286,0.176031236076261,8.207677696222124e-05,1573,0.0,0.0,0.0,0.0,0.0114431023521932,0.0,0.0,0.912269548633185,0.0101716465352828,0.0661157024793388,0.0,0.0,2017,-0.29225181043148,-0.283200673721701,0.988076078944837,0.825529515743256,0.523134949068867,0.542303442955017,31743,32628
20,10,BIHAR,17,SARAN,117,Marhaura,20,SARAN,1020,,0.82687973391,0.01834764885,230281,10221,12117,0,12015,357,0,0,0,0,0,8,0,0,882,16,4,0,0,-0.20274670678817,-0.214169502258301,1.993035285880691,1.593950390815735,0.409474289322217,0.421772599220276,12372,0.0288554801163918,0.0,910,0.0,0.0,0.0,0.0,0.0087912087912087,0.0,0.0,0.9692307692307692,0.0175824175824175,0.0043956043956043,0.0,0.0,2017,-0.25380066037178,-0.246274138146458,1.326219928957391,1.055049180984497,0.448233996623179,0.457824319601059,20670,21219
23,10,BIHAR,19,SAMASTIPUR,133,Samastipur,23,SAMASTIPUR (SC),1023,,1.00696715732,0.01421934751,177786,2054,15887,47,6763,7594,23,0,0,0,0,30,0,0,557,32,86,0,0,-0.159831568593841,-0.161385700106621,2.248523882651261,1.594533026218414,0.317491534858453,0.324975818395615,14380,0.5280945757997219,0.0015994436717663,705,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.7900709219858156,0.0453900709219858,0.1219858156028368,0.0,0.0,2017,-0.235660925507545,-0.24125460980143,2.08772773068515,1.414626359939575,0.43615579453258,0.44614377617836,31743,32628
13,10,BIHAR,11,MADHEPURA,71,Bihariganj,13,MADHEPURA,1013,,1.06878861359,0.03816809456,413980,107790,3741,0,105839,8643,0,0,0,0,0,0,0,0,1826,8,50,0,0,-0.263178576691645,-0.288478016853333,1.246960649788223,1.135934710502625,0.42823532798305,0.436083525419235,114482,0.0754965846159221,0.0,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9692144373673036,0.0042462845010615,0.0265392781316348,0.0,0.0,2017,-0.250839203596115,-0.243610741914109,1.127218116410607,1.022303104400635,0.489532516597684,0.503196060657501,7826,7960
12,10,BIHAR,9,PURNIA,61,Dhamdaha,12,PURNIA,1012,,1.39468866317,0.05472136076,742246,6819,4391,0,4899,2122,0,0,0,0,0,0,0,0,2580,1,135,0,0,-0.279046884642268,-0.313421204686165,0.937672857028991,0.825450479984283,0.478467219280166,0.5,7021,0.3022361486967668,0.0,2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9499263622974964,0.0003681885125184,0.0497054491899852,0.0,0.0,2017,-0.304383426904678,-0.27667856388959,0.706719254979426,0.609794676303864,0.490768881522563,0.512358248233795,5639,5684
13,10,BIHAR,12,SAHARSA,75,Saharsa,13,MADHEPURA,1013,,0.95086373768,0.02875235993,389675,4916,1298,0,4399,1950,0,0,0,0,0,20,0,0,1366,37,4,0,0,-0.161825463090365,-0.172061547636986,1.926426325066417,1.582521438598633,0.312925393278239,0.311542868614197,6349,0.3071349818869113,0.0,1427,0.0,0.0,0.0,0.0,0.0140154169586545,0.0,0.0,0.9572529782761036,0.0259285213735108,0.0028030833917309,0.0,0.0,2017,-0.248299717903137,-0.237915110409789,2.048597178080169,1.572314321994781,0.489915618465319,0.508295178413391,7826,7960
11,10,BIHAR,10,KATIHAR,65,Balrampur,11,KATIHAR,1011,,1.71391881866,0.04097258061,545117,9885,9080,29,6356,11377,0,0,0,0,0,2,0,0,2018,0,5,0,0,-0.221676407850133,-0.246200159192085,0.654789475285062,0.599716067314148,0.403118498887043,0.402735233306885,17733,0.6415722100039475,0.0,2025,0.0,0.0,0.0,0.0,0.0009876543209876,0.0,0.0,0.9965432098765432,0.0,0.0024691358024691,0.0,0.0,2017,-0.235610648989677,-0.219597004392676,0.543782768780394,0.487157076597214,0.396775644083076,0.405413806438446,16597,17397
21,10,BIHAR,18,VAISHALI,126,Mahua,21,HAJIPUR (SC),1021,,0.87519875719,0.01865880141,226591,11110,19225,0,21975,1795,0,0,0,0,0,2,0,0,871,3,26,0,22,-0.174369951460988,-0.176491670310497,1.24267046185799,1.210556209087372,0.339206104448442,0.341220110654831,23770,0.0755153554901136,0.0,924,0.0,0.0,0.0,0.0,0.0021645021645021,0.0,0.0,0.9426406926406926,0.0032467532467532,0.0281385281385281,0.0,0.0238095238095238,2017,-0.222665682435036,-0.231816022945498,0.984179793820753,0.911170482635498,0.418850402211957,0.419339567422867,23485,23629
23,10,BIHAR,19,SAMASTIPUR,139,Rosera (SC),23,SAMASTIPUR (SC),1023,,1.30324862415,0.02474964924,235474,53254,51928,128,43266,60725,1,0,0,0,0,8,0,0,1174,6,39,0,2,-0.216070274678324,-0.22622699290514,0.854180422619106,0.705263167619705,0.361566052803301,0.361824974417686,103992,0.5839391491653204,9.616124317255174e-06,1229,0.0,0.0,0.0,0.0,0.0065093572009764,0.0,0.0,0.9552481692432871,0.0048820179007323,0.0317331163547599,0.0,0.0016273393002441,2017,-0.323431760072708,-0.301182474228365,0.682094742200239,0.580051451921463,0.547744971358981,0.581354975700378,31743,32628
21,10,BIHAR,18,VAISHALI,124,Lalganj,21,HAJIPUR (SC),1021,,0.94535151602,0.02381585944,281516,9202,34243,2956,24457,4254,2787,0,0,0,0,31,10,0,1048,2,69,1,20,-0.161751119812528,-0.159877240657806,1.905901625815643,1.781648874282837,0.331433446419912,0.333323866128922,31498,0.1350561940440663,0.0884818083687853,1181,0.0,0.0,0.0,0.0,0.0262489415749364,0.008467400508044,0.0,0.8873835732430144,0.0016934801016088,0.0584250635055038,0.0008467400508044,0.016934801016088,2017,-0.184482514858246,-0.201534690737764,1.263737943083478,1.157749176025391,0.393716318457144,0.387532263994217,23485,23629
22,10,BIHAR,18,VAISHALI,130,Patepur (SC),22,UJIARPUR,1022,,1.06747122532,0.02555175444,265662,33763,52394,8,67072,9236,1,0,0,0,0,0,0,0,1162,2,36,0,66,-0.166459418681202,-0.16557602584362,1.128811768015975,1.133761048316956,0.330514959554304,0.32930999994278,76309,0.1210342161475055,1.3104614134636803e-05,1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9178515007898894,0.0015797788309636,0.0284360189573459,0.0,0.0521327014218009,2017,-0.286946415901184,-0.282864016473873,0.863586113770615,0.809393256902695,0.465585079767538,0.479014307260513,75983,76260
23,10,BIHAR,13,DARBHANGA,78,Kusheshwar Asthan (SC),23,SAMASTIPUR (SC),1023,,1.12176511554,0.02618464539,80661,76188,203666,29,47100,234030,3,0,0,0,0,2,0,0,1265,4,0,0,26,-0.254560106105533,-0.273421287536621,0.603718696736001,0.526256263256073,0.392811444038052,0.389724135398865,281133,0.8324529671009807,1.0671105846698892e-05,1297,0.0,0.0,0.0,0.0,0.0015420200462606,0.0,0.0,0.9753276792598304,0.0030840400925212,0.0,0.0,0.0200462606013878,2017,-0.29979744553566,-0.284290987301376,0.465353566983492,0.402487903833389,0.52540001766523,0.553315669298172,31743,32628
20,10,BIHAR,17,SARAN,121,Parsa,20,SARAN,1020,,0.96934137506,0.02611150265,250221,26319,79415,3575,38762,55196,3790,0,0,0,0,7,22,0,1223,20,1,3,17,-0.24637861546489,-0.266309663653374,1.537421614669794,1.391833543777466,0.416330124021617,0.437960118055344,97748,0.564676515120514,0.0387731718296026,1293,0.0,0.0,0.0,0.0,0.0054137664346481,0.017014694508894,0.0,0.945862335653519,0.0154679040989945,0.0007733952049497,0.0023201856148491,0.0131477184841453,2017,-0.338670715689659,-0.317218222913555,1.078012663974851,0.885358333587646,0.489510103893025,0.512501150369644,20670,21219
22,10,BIHAR,19,SAMASTIPUR,135,Morwa,22,UJIARPUR,1022,,1.22507697155,0.02107454314,193847,21555,74814,1,86088,4607,4,0,0,0,0,8,0,0,947,0,89,0,0,-0.165637310982777,-0.163854539394379,1.093679352826972,0.974996626377106,0.338807560075187,0.338250786066055,90699,0.050794385825643,4.410191953604781e-05,1044,0.0,0.0,0.0,0.0,0.0076628352490421,0.0,0.0,0.907088122605364,0.0,0.0852490421455938,0.0,0.0,2017,-0.278150647878647,-0.283733798662769,0.927457925415676,0.797799289226532,0.482768883634184,0.493284493684769,75983,76260
25,10,BIHAR,12,SAHARSA,76,Simri Bakhtiarpur,25,KHAGARIA,1025,,1.50493650518,0.04512775665,411581,103811,97822,8131,54683,149210,9015,0,0,0,0,5,35,0,2119,4,4,7,65,-0.210291813348357,-0.224052593111992,0.846020191961364,0.645946204662323,0.34170475426081,0.336021542549133,212908,0.7008191331467113,0.0423422323256993,2239,0.0,0.0,0.0,0.0,0.0022331397945511,0.0156319785618579,0.0,0.9464046449307728,0.0017865118356409,0.0017865118356409,0.0031263957123715,0.0290308173291648,2017,-0.21475949883461,-0.213839347141352,0.665376621318965,0.51356303691864,0.437198482912589,0.463870137929916,208590,214256
13,10,BIHAR,12,SAHARSA,74,Sonbarsha (SC),13,MADHEPURA,1013,,1.26044350722,0.03720112943,480663,21932,9648,0,16363,15228,0,0,0,0,0,1,0,0,1839,0,3,0,0,-0.260599027058336,-0.284073024988174,1.234551438026062,1.134623885154724,0.401745413219963,0.40550884604454,31591,0.4820360229179196,0.0,1843,0.0,0.0,0.0,0.0,0.0005425935973955,0.0,0.0,0.9978296256104178,0.0,0.0016277807921866,0.0,0.0,2017,-0.236628353595734,-0.234947139710585,0.987706602878292,0.895366787910461,0.484155036845411,0.49946928024292,7826,7960
12,10,BIHAR,9,PURNIA,62,Purnia,12,PURNIA,1012,,0.95773437173,0.02281451208,305809,4047,4269,0,3086,2798,0,0,0,0,0,29,0,0,963,104,38,0,0,-0.178699459022405,-0.189143091440201,2.636422026843096,1.481276988983154,0.392662658138908,0.395196437835693,5884,0.4755268524813052,0.0,1134,0.0,0.0,0.0,0.0,0.0255731922398589,0.0,0.0,0.8492063492063492,0.091710758377425,0.0335097001763668,0.0,0.0,2017,-0.187750607728958,-0.180995206169019,2.477402783574256,1.195495367050171,0.382059353086622,0.385249733924866,5639,5684
20,10,BIHAR,17,SARAN,119,Garkha (SC),20,SARAN,1020,,1.02621221243,0.02562303336,256092,31614,58192,6904,56903,29734,8905,0,0,0,0,2,42,0,1147,6,3,36,33,-0.195440400165987,-0.219080679118633,1.43870589212229,1.233197569847107,0.383204877350861,0.417015254497528,95542,0.3112139163927906,0.0932050825814825,1269,0.0,0.0,0.0,0.0,0.0015760441292356,0.0330969267139479,0.0,0.9038613081166272,0.0047281323877068,0.0023640661938534,0.0283687943262411,0.0260047281323877,2017,-0.277701318264008,-0.25532331446796,1.043991328835769,0.805772066116333,0.425499205449902,0.461634963750839,20670,21219
25,10,BIHAR,19,SAMASTIPUR,140,Hasanpur,25,KHAGARIA,1025,,1.22779693905,0.02798910683,193888,125928,65466,108,135235,61832,154,0,0,0,0,0,0,0,1364,0,15,0,2,-0.196766332610918,-0.210421785712242,0.810765832275539,0.703980654478073,0.361197734609383,0.364501684904099,197221,0.3135163091151551,0.0007808499094923,1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9876900796524256,0.0,0.0108616944243301,0.0,0.001448225923244,2017,-0.296641796827316,-0.274921823096851,0.566002114983692,0.502682596445084,0.526726451643815,0.558326631784439,208590,214256
22,10,BIHAR,19,SAMASTIPUR,134,Ujiarpur,22,UJIARPUR,1022,,0.90056716456,0.02040389984,255988,3857,21011,88,11818,3482,36,0,0,0,0,6,0,0,947,4,48,0,3,-0.166973729712495,-0.166368655860424,1.450180272943723,1.380213737487793,0.335956092501026,0.340712353587151,15336,0.2270474700052165,0.0023474178403755,1008,0.0,0.0,0.0,0.0,0.0059523809523809,0.0,0.0,0.939484126984127,0.0039682539682539,0.0476190476190476,0.0,0.0029761904761904,2017,-0.261700078845024,-0.266610649634315,1.353743631484113,1.26722264289856,0.480430881361439,0.485044419765472,75983,76260
20,10,BIHAR,17,SARAN,118,Chapra,20,SARAN,1020,,0.94208943708,0.01888849151,141579,53572,57327,7584,66025,42743,8206,0,0,0,0,23,176,0,505,68,0,100,64,-0.093949653571081,-0.072565957903862,1.935585421235192,0.985588759183884,0.273998241588479,0.28095306456089,116974,0.3654059876553764,0.0701523415459845,936,0.0,0.0,0.0,0.0,0.0245726495726495,0.188034188034188,0.0,0.5395299145299145,0.0726495726495726,0.0,0.1068376068376068,0.0683760683760683,2017,-0.159381046891212,-0.171468426913677,1.527409871450908,0.753128737211227,0.328009168968796,0.357042118906975,20670,21219
12,10,BIHAR,9,PURNIA,60,Rupauli,12,PURNIA,1012,,1.45647801652,0.0469273284,581028,6525,58551,38,24743,35369,426,0,0,0,0,4,3,0,2239,0,78,4,14,-0.275665382030371,-0.310752764344215,0.762575176092913,0.696963548660278,0.474722851155297,0.498205423355103,60538,0.5842446066933166,0.0070369024414417,2342,0.0,0.0,0.0,0.0,0.0017079419299743,0.0012809564474807,0.0,0.9560204953031596,0.0,0.0333048676345004,0.0017079419299743,0.0059777967549103,2017,-0.305608004331589,-0.278125015175872,0.594289005240594,0.553205221891403,0.489174212258848,0.512151807546616,5639,5684
22,10,BIHAR,19,SAMASTIPUR,136,Sarairanjan,22,UJIARPUR,1022,,1.20892070243,0.02168460969,237226,11612,49727,1,49907,8753,1,0,0,0,0,3,0,0,974,4,50,0,40,-0.154915709579866,-0.147917345166206,1.131554011042928,1.134606719017029,0.327411690890198,0.325057938694954,58661,0.1492132762823682,1.7047101140451067e-05,1071,0.0,0.0,0.0,0.0,0.0028011204481792,0.0,0.0,0.9094304388422036,0.003734827264239,0.0466853408029878,0.0,0.0373482726423902,2017,-0.255102232098579,-0.264190450218125,0.947196003568853,0.893846273422241,0.470900813127455,0.470990344882011,75983,76260
11,10,BIHAR,10,KATIHAR,64,Kadwa,11,KATIHAR,1011,,1.28751557004,0.03853347502,459739,23928,46179,716,45102,21035,252,0,0,0,0,24,0,0,1852,0,22,0,7,-0.227871279385628,-0.25870443880558,0.771025193256286,0.671220779418945,0.404230441478061,0.40673303604126,66389,0.3168446580005724,0.0037958095467622,1905,0.0,0.0,0.0,0.0,0.0125984251968503,0.0,0.0,0.9721784776902888,0.0,0.0115485564304461,0.0,0.0036745406824146,2017,-0.229391925036907,-0.21335658600317,0.579926014629859,0.466865301132202,0.393605125960864,0.399445503950119,16597,17397
22,10,BIHAR,19,SAMASTIPUR,138,Bibhutipur,22,UJIARPUR,1022,,0.97911830341,0.02180928609,268682,3158,28037,398,13460,6305,5,0,0,0,0,5,0,0,1037,2,27,0,12,-0.181490231109987,-0.182528287172318,1.108866848298984,1.076586604118347,0.348625039628465,0.352307438850403,19770,0.3189175518462316,0.0002529084471421,1083,0.0,0.0,0.0,0.0,0.0046168051708217,0.0,0.0,0.9575253924284396,0.0018467220683287,0.0249307479224376,0.0,0.0110803324099723,2017,-0.304751336574554,-0.297828228051792,0.92900854920989,0.864278227090836,0.533927587249934,0.55136913061142,75983,76260
21,10,BIHAR,18,VAISHALI,127,Raja Pakar (SC),21,HAJIPUR (SC),1021,,1.152420873,0.02151308315,192280,25583,74783,3574,59909,25069,3243,0,0,0,0,14,29,0,912,10,14,31,54,-0.156978430196303,-0.164824724197388,1.286569192810957,1.289223968982697,0.325404684834975,0.338565781712532,88221,0.2841613674748642,0.0367599551127282,1064,0.0,0.0,0.0,0.0,0.0131578947368421,0.0272556390977443,0.0,0.8571428571428571,0.0093984962406015,0.0131578947368421,0.0291353383458646,0.0507518796992481,2017,-0.225919455289841,-0.229061876542955,1.233621781219297,1.205356061458588,0.402955117261178,0.417697876691818,23485,23629
24,10,BIHAR,20,BEGUSARAI,141,Cheria Bariarpur,24,BEGUSARAI,1024,,1.17393243684,0.02540904612,248636,78061,22974,179,94457,8371,9,0,0,0,0,13,0,0,1225,0,31,0,0,-0.179658418900516,-0.187184348702431,0.950061783811469,0.867353707551956,0.346776887016292,0.350343108177185,102837,0.0814006631854293,8.751713877300971e-05,1269,0.0,0.0,0.0,0.0,0.0102442868400315,0.0,0.0,0.9653270291568165,0.0,0.024428684003152,0.0,0.0,2017,-0.313417300581932,-0.294663499705151,0.771654053786948,0.671047270298004,0.524491707568732,0.547694325447083,102593,102981
21,10,BIHAR,18,VAISHALI,123,Hajipur,21,HAJIPUR (SC),1021,,0.85393041111,0.01719976827,163823,10306,54318,8383,27533,24178,9910,0,0,0,0,58,30,0,553,94,11,42,62,-0.158191532308861,-0.166787005960941,3.005460105513968,1.932327270507812,0.286427899654257,0.312865227460861,61621,0.3923662387822333,0.1608217977637493,850,0.0,0.0,0.0,0.0,0.068235294117647,0.0352941176470588,0.0,0.6505882352941177,0.1105882352941176,0.0129411764705882,0.0494117647058823,0.0729411764705882,2017,-0.168033689260483,-0.180897238823614,2.454029606517993,1.639154434204102,0.325294058556834,0.341638803482056,23485,23629
20,10,BIHAR,18,VAISHALI,122,Sonepur,20,SARAN,1020,,1.00944470134,0.02223295928,138810,51190,105446,10679,77132,74777,13349,0,0,0,0,83,128,0,691,68,0,62,73,-0.15604135241326,-0.165983244776726,2.019098879672661,1.59550154209137,0.310723008596168,0.337587594985962,165258,0.4524864151811107,0.0807767248786745,1105,0.0,0.0,0.0,0.0,0.0751131221719457,0.1158371040723982,0.0,0.6253393665158371,0.0615384615384615,0.0,0.0561085972850678,0.0660633484162896,2017,-0.220792397856712,-0.213959960114322,1.71221409788323,1.285522818565369,0.360741954091721,0.392387479543686,20670,21219
