OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_1,LC_2,LC_3,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NL_mean,NL_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_3_ratio,LC_4_ratio,LC_5_ratio,LC_6_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
7,21,ORISSA,8,BALESHWAR,42,SIMULIA,7,BHADRAK (SC),2107,,1.44638197523,0.04712094828,639660,5831,3253,33,3968,4906,18,0,0,0,0,0,0,0,2,0,0,0,2330,0,3,0,0,0.0381726319832944,0.0767552554607391,0.471393801383308,0.409989088773727,0.264596513193323,0.249874860048294,8892,0.551731893837157,0.0020242914979757,2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008565310492505,0.0,0.0,0.0,0.9978586723768736,0.0,0.0012847965738758,0.0,0.0,2018,0.058162871748209,0.030422193390509,0.497010354008343,0.449553698301315,0.277363424853911,0.267135113477707,47226,49167
7,21,ORISSA,9,BHADRAK  *,45,BASUDEVPUR,7,BHADRAK (SC),2107,,1.36623932577,0.05133537279,502636,60222,113381,30593,73781,91731,34932,0,0,0,0,0,0,0,0,0,120,56,2220,0,0,1,153,-0.0100186145126353,0.0594030432403088,0.644612405356942,0.532930374145508,0.207210125333157,0.216743789613247,200444,0.4576390413282513,0.1742731136876135,2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470588235294117,0.0219607843137254,0.8705882352941177,0.0,0.0,0.000392156862745,0.06,2018,0.0509504489600658,-0.0095677036596038,0.631874767073704,0.560814529657364,0.229040833731252,0.241868577897549,47226,49167
7,21,ORISSA,9,BHADRAK  *,43,BHANDARIPOKHARI,7,BHADRAK (SC),2107,,1.50594906887,0.04318820889,564217,9025,20798,632,11279,18064,336,0,0,0,0,0,0,0,0,0,0,0,2138,2,0,0,3,0.0467180227915482,0.0820720866322517,0.648012223736897,0.56211456656456,0.254545707519904,0.236699223518372,29679,0.6086458438626638,0.0113211361568786,2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976668222118524,0.0009332711152589,0.0,0.0,0.0013999066728884,2018,0.0634488165378571,0.0368790694689259,0.718829559746073,0.640224933624268,0.25625509967847,0.245427116751671,47226,49167
1,21,ORISSA,1,BARGARH  *,2,BIJEPUR,1,BARGARH,2101,,2.38872123602,0.07952286315,1079224,6448,9101,161,7019,8013,123,0,0,0,59,0,0,0,7,1,3,0,3876,0,0,0,0,-0.0112848845319108,0.0344573836773634,0.627702635982422,0.480386912822723,0.329443570264101,0.326402574777603,15155,0.5287363906301551,0.0081161332893434,3946,0.0,0.0,0.0,0.0149518499746578,0.0,0.0,0.0,0.001773948302078,0.0002534211860111,0.0007602635580334,0.0,0.9822605169792196,0.0,0.0,0.0,0.0,2018,0.0505760051310062,0.004370169283057,0.740845707937935,0.570694625377655,0.302682305868863,0.301122948527336,31830,31819
9,21,ORISSA,14,DHENKANAL,58,PARJANGA,9,DHENKANAL,2109,,2.46394245064,0.135877521,1825369,6835,24835,13870,4619,28264,12092,0,81,0,187,1014,0,0,368,727,202,18,3733,0,373,2,27,-0.0579619427107427,-0.04251853749156,0.589559756407533,0.418670758605003,0.344556525421326,0.34438881278038,44975,0.6284380211228461,0.2688604780433574,6732,0.0,0.0120320855614973,0.0,0.0277777777777777,0.1506238859180035,0.0,0.0,0.0546642899584076,0.1079916815210932,0.0300059417706476,0.0026737967914438,0.5545157456922163,0.0,0.0554070112893642,0.0002970885323826,0.0040106951871657,2018,0.009582438506186,-0.0062423459919447,0.63782274018723,0.491005882620811,0.271859276273751,0.270652800798416,199174,199156
7,21,ORISSA,9,BHADRAK  *,44,BHADRAK,7,BHADRAK (SC),2107,,1.10921126598,0.02991867014,403951,5097,2894,12,3559,4408,6,0,0,0,0,0,0,0,0,1,0,0,1454,23,1,0,0,0.0365390185332409,0.0722086131572723,1.33355664408272,0.861506819725037,0.258748898436645,0.243488661944866,7973,0.5528659224883984,0.0007525398218989,1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006761325219743,0.0,0.0,0.9830966869506425,0.015551048005409,0.0006761325219743,0.0,0.0,2018,0.0523257311433554,0.0255675063937521,1.19814537109724,0.849872946739197,0.267392448498539,0.258464634418488,47226,49167
8,21,ORISSA,13,JAJAPUR  *,54,SUKINDA,8,JAJPUR (SC),2108,,1.79699040578,0.07448790052,982868,16374,19894,6511,9289,27365,5261,0,12,0,239,200,0,0,151,101,130,0,2759,22,56,2,14,-0.0028426035895356,0.032079353928566,3.92506402104755,1.08612358570099,0.305619012552225,0.288956582546234,41915,0.6528689013479662,0.1255159250864845,3686,0.0,0.0032555615843733,0.0,0.0648399348887683,0.054259359739555,0.0,0.0,0.040965816603364,0.0274009766684753,0.0352685838307108,0.0,0.7485078676071623,0.005968529571351,0.0151926207270754,0.0005425935973955,0.0037981551817688,2018,0.0479546263813972,0.0173262949957931,4.38170659892652,1.24730396270752,0.251230728039556,0.244362786412239,41339,41931
3,21,ORISSA,15,ANUGUL  *,62,CHHENDIPADA (SC),3,SAMBALPUR,2103,,2.12662297611,0.09045617513,1226750,3637,10810,4298,2492,11992,2371,0,1,0,496,134,0,0,95,280,100,14,3117,23,232,0,1,-0.0379629757559059,-0.0225611925125122,1.35533787152761,0.511699974536896,0.320475777675592,0.314842939376831,16855,0.7114802729160487,0.1406704242064669,4493,0.0,0.0002225684397952,0.0,0.1103939461384375,0.0298241709325617,0.0,0.0,0.0211440017805475,0.0623191631426663,0.0222568439795237,0.0031159581571333,0.6937458268417538,0.0051190741152904,0.0516358780324949,0.0,0.0002225684397952,2018,0.0181646347045898,-0.0022022022122928,1.42373782978523,0.609724402427673,0.266402753151561,0.264691382646561,10411,10404
1,21,ORISSA,1,BARGARH  *,1,PADAMPUR,1,BARGARH,2101,,2.58174058039,0.1583645089,2156631,7188,14965,1699,7263,15165,938,0,1,0,1031,68,0,0,20,17,94,0,6606,13,2,0,0,-0.0050202045796258,0.0263296440243721,0.360332344253771,0.284420594573021,0.358553912456375,0.345134496688843,23366,0.6490199435076607,0.0401437986818454,7852,0.0,0.0001273560876209,0.0,0.1313041263372389,0.0086602139582272,0.0,0.0,0.0025471217524197,0.0021650534895568,0.0119714722363728,0.0,0.8413143148242486,0.0016556291390728,0.0002547121752419,0.0,0.0,2018,0.0482487305998802,0.0227421084897043,0.455828303205115,0.372027397155762,0.324548590267448,0.31380233168602,31830,31819
10,21,ORISSA,23,SONAPUR  *,64,BIRMAHARAJPUR (SC),10,BOLANGIR,2110,,1.86132471504,0.11216300562,1433336,26336,57355,27341,20736,68707,20304,0,0,0,260,377,0,0,30,333,236,7,4158,0,83,52,23,-0.0754886001779693,-0.0374031998217106,0.44682821310913,0.368753224611282,0.347134084470129,0.349203512072563,109747,0.626049003617411,0.1850073350524388,5559,0.0,0.0,0.0,0.0467710019787731,0.067817952869221,0.0,0.0,0.0053966540744738,0.0599028602266594,0.0424536787191941,0.0012592192840438,0.7479762547220723,0.0,0.0149307429393775,0.0093542003957546,0.0041374347904299,2018,-0.0189128844067454,-0.066262204731777,0.507938373335265,0.428013563156128,0.328655875511858,0.31840842962265,109940,109870
9,21,ORISSA,15,ANUGUL  *,60,TALCHER,9,DHENKANAL,2109,,1.24943871083,0.03893406997,496825,6613,23630,9027,5851,18392,6483,0,0,0,43,5,0,0,23,64,139,3,1493,96,32,3,28,-0.0168963156402213,0.0025457227602601,4.02780893825831,1.96919441223145,0.241113546345463,0.26127290725708,30726,0.598581006313871,0.2109939464948252,1929,0.0,0.0,0.0,0.022291342664593,0.0025920165889061,0.0,0.0,0.0119232763089683,0.0331778123379989,0.0720580611715915,0.0015552099533437,0.773976153447382,0.0497667185069984,0.0165889061689994,0.0015552099533437,0.0145152928978745,2018,0.0500069409608841,0.0302313152358596,4.13910843645484,2.09389209747314,0.175347573611577,0.1918123960495,199174,199156
10,21,ORISSA,23,SONAPUR  *,65,SONEPUR,10,BOLANGIR,2110,,2.39060772295,0.09324710828,1233717,17935,26975,5312,14846,29583,4675,0,0,0,145,0,0,0,1,15,29,0,4385,12,25,14,0,-0.0672223152968903,-0.0107497666031122,0.650888987954986,0.442643731832504,0.340024348087653,0.338915288448334,49104,0.6024560117302052,0.0952060931899641,4626,0.0,0.0,0.0,0.0313445741461305,0.0,0.0,0.0,0.0002161694768698,0.0032425421530479,0.0062689148292261,0.0,0.9479031560743624,0.0025940337224383,0.0054042369217466,0.0030263726761781,0.0,2018,0.0183758586645126,-0.0427860228035403,0.708109907920445,0.53261125087738,0.284950933345842,0.279187858104706,109940,109870
8,21,ORISSA,13,JAJAPUR  *,53,KOREI,8,JAJPUR (SC),2108,,1.22641997313,0.03531378736,459329,13961,10250,2694,8477,15433,2431,0,0,0,0,0,0,0,0,2,3,0,1732,8,0,0,2,0.0342939864412449,0.0798265784978867,1.64430746461752,1.09509855508804,0.262164711493935,0.238055385649204,26341,0.5858927147792415,0.0922895865760601,1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011448196908986,0.001717229536348,0.0,0.9914138523182598,0.0045792787635947,0.0,0.0,0.0011448196908986,2018,0.0736094489693642,0.0398802223209686,1.69283436221677,1.19871884584427,0.25157308461534,0.238292492926121,41339,41931
7,21,ORISSA,9,BHADRAK  *,46,DHAMNAGAR (SC),7,BHADRAK (SC),2107,,1.26338372194,0.03126423328,313950,81802,34584,109,20228,96299,144,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0.002588807383382,0.0412909388542175,0.664262829320859,0.599433541297913,0.280594681872429,0.262474328279495,116671,0.8253893426815575,0.0012342398710905,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,0.0286104772239923,0.0031198913505615,0.702854715369244,0.652577638626099,0.292564495220542,0.281747043132782,47226,49167
3,21,ORISSA,15,ANUGUL  *,63,ATHAMALLIK,3,SAMBALPUR,2103,,2.61138548172,0.22071648745,2967703,8472,45203,17702,6418,41300,15074,0,308,0,3037,1426,0,5,847,1355,146,4,3082,5,636,25,63,-0.0948902221626043,-0.0986884012818336,0.347235723379477,0.273793816566467,0.421295714460777,0.428446143865585,62792,0.6577270989935023,0.2400624283348197,10939,0.0,0.0281561385867081,0.0,0.2776304963890666,0.1303592650150836,0.0,0.0004570801718621,0.0774293811134473,0.1238687265746412,0.0133467410183746,0.0003656641374897,0.2817442179358259,0.0004570801718621,0.0581405978608648,0.0022854008593107,0.005759210165463,2018,-0.0598824005573988,-0.0643833910392955,0.436350185745793,0.364618867635727,0.346588893811245,0.340478479862213,10411,10404
11,21,ORISSA,25,NUAPADA  *,71,NUAPADA,11,KALAHANDI,2111,,2.44654473281,0.17969002734,2405181,8807,46761,13406,9085,43664,4187,0,0,0,1763,0,0,0,23,855,474,3,5730,7,42,1,3,0.0216005128548802,0.0428880490362644,0.407912147258992,0.289251446723938,0.333437920518711,0.333301067352295,56936,0.766896164114093,0.073538710130673,8901,0.0,0.0,0.0,0.1980676328502415,0.0,0.0,0.0,0.0025839793281653,0.096056622851365,0.053252443545669,0.0003370407819346,0.6437478934951129,0.0007864284911807,0.0047185709470845,0.0001123469273115,0.0003370407819346,2018,0.0724727660417557,0.053520478516646,0.460598137943517,0.367438018321991,0.299921594746758,0.29943385720253,56908,56951
7,21,ORISSA,9,BHADRAK  *,47,CHANDABALI,7,BHADRAK (SC),2107,,1.32894827621,0.06058087723,469119,150932,180280,33837,79981,242535,34722,0,0,0,0,0,0,0,0,1,224,52,2615,0,0,15,102,0.0121142731259743,0.0740595161914825,0.768730815353155,0.445294380187988,0.194893291533789,0.21084488928318,357238,0.6789171364748431,0.0971957070636382,3009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003323363243602,0.0744433366566965,0.0172814888667331,0.8690594882020605,0.0,0.0,0.0049850448654037,0.0338983050847457,2018,0.0736979618668556,0.0179597365998855,0.663567591610533,0.451944470405579,0.21122127473477,0.2327815964818,47226,49167
10,21,ORISSA,24,BALANGIR,66,LOISINGHA (SC),10,BOLANGIR,2110,,2.52113374726,0.08726381644,1174138,13934,13161,225,14240,12324,233,0,0,0,94,4,0,0,49,2,4,0,4166,0,3,0,0,-0.000931961802415,0.0134836183860898,0.567162124882087,0.459286168217659,0.344676252806098,0.345230996608734,26797,0.4599022278613278,0.0086950031719968,4322,0.0,0.0,0.0,0.0217491901897269,0.0009254974548819,0.0,0.0,0.0113373438223044,0.0004627487274409,0.0009254974548819,0.0,0.963905599259602,0.0,0.0006941230911614,0.0,0.0,2018,0.0443400107324123,0.0287131536474563,0.68145090000341,0.559592992067337,0.298304028080394,0.290691688656807,109940,109870
9,21,ORISSA,14,DHENKANAL,57,KAMAKHYANAGAR,9,DHENKANAL,2109,,2.00668751863,0.06295351526,806454,17949,31908,10497,15675,35961,8742,0,8,0,54,77,0,0,28,24,88,0,2638,3,151,10,36,-0.016874481999966,0.0073741949163377,0.884170721299999,0.686803728342056,0.313666564070254,0.311799824237823,60378,0.5955977342740734,0.1447878366292358,3117,0.0,0.0025665704202759,0.0,0.0173243503368623,0.0247032402951556,0.0,0.0,0.0089829964709656,0.0076997112608277,0.0282322746230349,0.0,0.8463265960859802,0.0009624639076034,0.0484440166827077,0.0032082130253448,0.0115495668912415,2018,0.0330733116716146,0.0064300077285148,0.93780794713883,0.742617458105087,0.24113186745227,0.238914497196674,199174,199156
8,21,ORISSA,13,JAJAPUR  *,52,JAJPUR,8,JAJPUR (SC),2108,,1.17637097769,0.02487221812,302458,21486,15143,3398,7700,30452,2624,0,0,0,0,0,0,0,0,0,4,0,1216,15,0,0,3,-0.0068360593616328,0.037124615162611,1.24911423167819,0.969784200191498,0.29945692375403,0.287568747997284,40776,0.7468118501079066,0.064351579360408,1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032310177705977,0.0,0.9822294022617124,0.0121163166397415,0.0,0.0,0.0024232633279483,2018,0.0315789729356766,-0.0057285489138753,1.24204776668316,1.04015755653381,0.295338420821436,0.286634117364883,41339,41931
8,21,ORISSA,13,JAJAPUR  *,51,DHARMASALA,8,JAJPUR (SC),2108,,1.26786439889,0.03334181319,398313,17857,39334,3578,21144,36847,2922,0,0,0,2,0,0,0,0,0,29,0,1600,0,0,11,13,-0.0101888362474376,0.0222564768046141,1.35702023335351,1.08268284797668,0.286727091901934,0.269484326243401,60913,0.6049119235631146,0.0479700556531446,1655,0.0,0.0,0.0,0.0012084592145015,0.0,0.0,0.0,0.0,0.0,0.0175226586102719,0.0,0.9667673716012084,0.0,0.0,0.0066465256797583,0.0078549848942598,2018,0.0284665580838919,-0.001162632017856,1.25922673291999,1.10602700710297,0.262291153272701,0.247558586299419,41339,41931
10,21,ORISSA,24,BALANGIR,67,PATNAGARH,10,BOLANGIR,2110,,2.20172467739,0.16039031966,2189297,5804,12276,1091,6329,11236,998,0,0,0,1001,82,0,0,39,100,29,0,6683,3,15,0,0,0.0027631328656219,0.0271080210804939,0.4241737925917,0.317356079816818,0.353315230884976,0.341535031795502,18563,0.6052900931961429,0.0537628616064213,7952,0.0,0.0,0.0,0.1258802816901408,0.0103118712273641,0.0,0.0,0.0049044265593561,0.0125754527162977,0.0036468812877263,0.0,0.8404175050301811,0.0003772635814889,0.0018863179074446,0.0,0.0,2018,0.0507168527692556,0.0307809190207335,0.520207772702973,0.411099791526794,0.314738119428526,0.30544401705265,109940,109870
9,21,ORISSA,15,ANUGUL  *,61,ANGUL,9,DHENKANAL,2109,,1.57250154006,0.05306000665,724897,1976,3355,327,1841,3293,148,0,129,0,322,90,0,0,175,51,6,1,1686,17,150,0,0,-0.0837702490609048,-0.066251777112484,1.73607190884437,0.794404864311218,0.384488605737972,0.367437750101089,5282,0.6234380916319576,0.0280196895115486,2627,0.0,0.0491054434716406,0.0,0.1225732775028549,0.0342596117244004,0.0,0.0,0.0666159116863342,0.0194137799771602,0.00228397411496,0.0003806623524933,0.6417967263037686,0.0064712599923867,0.0570993528740007,0.0,0.0,2018,-0.0238178130239248,-0.0484610416607501,1.79325230027709,0.91303938627243,0.290352627244092,0.280523866415024,199174,199156
8,21,ORISSA,13,JAJAPUR  *,48,BINJHARPUR (SC),8,JAJPUR (SC),2108,,1.17271463284,0.0270387439,253813,40847,75793,1831,18912,97652,1786,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,1,-0.0090477946226216,0.0398156698793173,0.731114899562228,0.662390440702438,0.310791036848173,0.297634288668633,118350,0.8251119560625264,0.015090832277144,1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992498124531132,0.0,0.0,0.0,0.0007501875468867,2018,0.0459566451609135,-0.0030940720667332,0.798788427308734,0.738390237092972,0.309075878183821,0.295715063810349,41339,41931
9,21,ORISSA,14,DHENKANAL,56,HINDOL (SC),9,DHENKANAL,2109,,1.90606416296,0.0986271906,1328472,3647,18740,7111,3248,18308,6109,0,24,0,682,183,0,0,320,89,22,1,2984,27,533,0,26,-0.0837830061709082,-0.0677980184555054,1.24718846159207,0.554877489805222,0.380981575783169,0.379569068551064,27665,0.6617748057111874,0.2208205313573106,4891,0.0,0.0049069719893682,0.0,0.1394397873645471,0.0374156614189327,0.0,0.0,0.0654262931915763,0.0181966877939071,0.0044980576569208,0.0002044571662236,0.6101001840114496,0.0055203434880392,0.1089756695972193,0.0,0.0053158863218155,2018,-0.02579141035676,-0.0462996107599943,1.38287568457248,0.610738098621368,0.275196612876931,0.276496812701225,199174,199156
9,21,ORISSA,14,DHENKANAL,55,DHENKANAL,9,DHENKANAL,2109,,2.10997449163,0.08932577061,1195371,12156,15117,7263,11649,17810,5229,0,127,0,622,83,0,0,106,18,65,0,3121,19,245,6,22,-0.0577319600741716,-0.0370720140635967,0.786515121302972,0.527699291706085,0.36054637784789,0.349471420049667,34688,0.5134340405904059,0.1507437730627306,4434,0.0,0.0286423094271538,0.0,0.1402796571944068,0.0187189896256202,0.0,0.0,0.0239061795218764,0.0040595399188092,0.014659449706811,0.0,0.7038791159224177,0.0042850699142986,0.055254848894903,0.0013531799729364,0.0049616599007668,2018,-0.0077320914715528,-0.0321354668120872,0.810567807910242,0.583643078804016,0.281927432518514,0.26762729883194,199174,199156
13,21,ORISSA,22,BAUDH  *,86,BOUDH,13,KANDHAMAL,2113,,2.56482326002,0.14424276809,1901827,13423,50347,20467,14020,51653,17673,0,65,0,1681,1187,0,0,634,593,139,0,2545,5,200,47,60,-0.108584648373675,-0.10640200600028,0.329640082172997,0.23568008095026,0.425072502798352,0.435988709330559,83346,0.6197417992465145,0.2120437693470592,7156,0.0,0.0090832867523756,0.0,0.2349077697037451,0.1658747903856903,0.0,0.0,0.0885969815539407,0.0828675237562884,0.0194242593627725,0.0,0.3556456120737842,0.0006987143655673,0.0279485746226942,0.0065679150363331,0.0083845723868082,2018,-0.053630044683814,-0.0602186287773361,0.392432247185624,0.31263841688633,0.336366917568685,0.340378940105438,83489,83472
13,21,ORISSA,22,BAUDH  *,85,KANTAMAL,13,KANDHAMAL,2113,,2.27869905262,0.12492885817,1658730,12245,34565,14556,8410,38659,13589,0,0,0,1529,90,0,0,305,226,80,0,3782,0,113,39,23,-0.0615540303300846,-0.020889675244689,0.354513633997448,0.303806975483894,0.390307545440895,0.37597331404686,60658,0.6373273104949059,0.2240265092815457,6187,0.0,0.0,0.0,0.2471310812994989,0.0145466300307095,0.0,0.0,0.049296912881849,0.0365282042993373,0.0129303378050751,0.0,0.6112817197349281,0.0,0.0182641021496686,0.0063035396799741,0.0037174721189591,2018,0.0143816452473402,-0.0091313173033558,0.413628930191775,0.366328582167625,0.305738437684129,0.305430248379707,83489,83472
8,21,ORISSA,13,JAJAPUR  *,49,BARI,8,JAJPUR (SC),2108,,1.19280212619,0.02385569435,261073,21578,42821,2979,30205,34529,1807,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,0,7,-0.0466765771343179,-0.0311685279011726,0.785992295760189,0.728388667106628,0.355676444741748,0.354764848947525,66541,0.518913151290182,0.0271561894170511,1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9940978077571668,0.0,0.0,0.0,0.005902192242833,2018,-0.03662970662117,-0.0505870697939511,0.802240910717679,0.750557482242584,0.348945930498105,0.352348804473877,41339,41931
15,21,ORISSA,10,KENDRAPARA *,98,AUL,15,KENDRAPARA,2115,,1.39109801783,0.04183570497,322892,156290,71098,25748,53757,171589,26970,0,0,0,0,0,0,0,0,0,82,13,1936,2,0,0,44,-0.0082810705649006,0.0513500533998013,0.528023227165555,0.46162785589695,0.283681075950016,0.28906475007534,252316,0.680055961571997,0.106889773141616,2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394800192585459,0.006259027443428,0.9321136254212808,0.0009629272989889,0.0,0.0,0.0211844005777563,2018,0.0357480123639107,-0.0141785026497726,0.53629786770507,0.477881893515587,0.285004079055113,0.290456011891365,240253,241297
10,21,ORISSA,24,BALANGIR,68,BOLANGIR,10,BOLANGIR,2110,,2.16721049648,0.08504471757,1157161,5320,7954,595,5681,7504,359,0,0,0,368,1,0,0,33,21,7,0,3760,10,16,0,0,-0.0183521618161848,0.0030260493513196,0.84569691616631,0.419063672423363,0.362277254846145,0.356493443250656,13544,0.5540460720614294,0.0265062020082693,4216,0.0,0.0,0.0,0.0872865275142315,0.0002371916508538,0.0,0.0,0.0078273244781783,0.0049810246679316,0.0016603415559772,0.0,0.8918406072106262,0.0023719165085388,0.0037950664136622,0.0,0.0,2018,0.0374494902789593,0.019072127813679,0.899079618745345,0.496980726718903,0.295152498788601,0.291758328676224,109940,109870
15,21,ORISSA,10,KENDRAPARA *,99,RAJANAGAR,15,KENDRAPARA,2115,,1.73980464103,0.06403348478,648648,64197,87682,81156,59701,87144,80914,0,69,0,0,1,0,0,0,0,429,386,2035,1,0,15,239,-0.0953428574936804,0.0195336956530809,0.45286551093926,0.365754574537277,0.264241067345222,0.267197340726852,227759,0.3826149570379216,0.3552614825319746,3175,0.0,0.0217322834645669,0.0,0.0,0.0003149606299212,0.0,0.0,0.0,0.0,0.1351181102362204,0.1215748031496063,0.6409448818897637,0.0003149606299212,0.0,0.0047244094488188,0.0752755905511811,2018,0.0264255702495575,-0.0766715474002128,0.468966130541487,0.389533996582031,0.248876034716682,0.255195140838623,240253,241297
8,21,ORISSA,13,JAJAPUR  *,50,BARACHANA,8,JAJPUR (SC),2108,,1.33507429454,0.03268487535,407348,12349,29094,1251,27050,12185,1490,0,5,0,10,2,0,0,5,1,3,0,1574,0,18,0,8,0.0044095059997963,0.0431240238249302,0.98192336146027,0.776798248291016,0.294264085971067,0.273426249623299,40725,0.2992019643953346,0.0365868631062001,1626,0.0,0.0030750307503075,0.0,0.006150061500615,0.001230012300123,0.0,0.0,0.0030750307503075,0.0006150061500615,0.0018450184501845,0.0,0.968019680196802,0.0,0.011070110701107,0.0,0.004920049200492,2018,0.0540407542139292,0.0143624694300913,1.02002773057724,0.833815306425095,0.276079845609984,0.25897142291069,41339,41931
15,21,ORISSA,12,CUTTACK,94,SALIPUR,15,KENDRAPARA,2115,,1.38006814098,0.03647380408,453178,14358,27634,7038,10496,30967,6766,0,2,0,4,2,0,0,0,0,13,0,1699,7,11,7,61,-0.0015802016495265,0.0369731858372688,1.29548500115006,1.0716290473938,0.276619943418767,0.270589366555214,48229,0.6420825644321881,0.140289037715897,1806,0.0,0.0011074197120708,0.0,0.0022148394241417,0.0011074197120708,0.0,0.0,0.0,0.0,0.0071982281284606,0.0,0.9407530454042082,0.003875968992248,0.0060908084163898,0.003875968992248,0.0337763012181616,2018,0.0457759760320187,0.0095893810144969,1.38634298890911,1.14435803890228,0.254136224374301,0.248754724860191,240253,241297
14,21,ORISSA,12,CUTTACK,89,ATHAGARH,14,CUTTACK,2114,,1.82452453779,0.05468252955,712037,26419,9078,5366,19932,15106,5240,0,19,0,172,86,0,0,107,7,60,0,2061,10,161,4,29,-0.0641988367382398,-0.0488790553063154,1.19190320222137,0.828016012907028,0.360172074499869,0.357002019882202,40278,0.3750434480361487,0.1300958339540195,2716,0.0,0.0069955817378497,0.0,0.0633284241531664,0.0316642120765832,0.0,0.0,0.0393961708394698,0.0025773195876288,0.0220913107511045,0.0,0.7588365243004418,0.003681885125184,0.0592783505154639,0.0014727540500736,0.0106774668630338,2018,-0.0154879195615649,-0.0391769740936784,1.22228218867449,0.904094785451889,0.277771291050681,0.263776883482933,40556,38295
15,21,ORISSA,10,KENDRAPARA *,97,KENDRAPARA (SC),15,KENDRAPARA,2115,,1.2058731288,0.02964847142,329725,33890,42893,1732,27909,48500,1621,0,0,0,0,0,0,0,0,0,0,0,1441,17,0,0,9,0.0104499562350637,0.0483044013381004,1.0052224896193,0.703239560127258,0.309220206952134,0.296653017401695,78030,0.6215558118672305,0.0207740612584903,1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822767552828904,0.0115882753919563,0.0,0.0,0.0061349693251533,2018,0.0467291250824928,0.0080610789987313,0.902717352665113,0.694799542427063,0.299829110020803,0.284833773970604,240253,241297
15,21,ORISSA,12,CUTTACK,95,MAHANGA,15,KENDRAPARA,2115,,1.2147703079,0.02894665636,370668,7364,18009,2517,11718,12956,2945,0,0,0,0,0,0,0,0,0,0,0,1411,0,0,1,17,-0.0014959796212644,0.034205250442028,1.02132339832915,0.940075278282166,0.304870331505421,0.293196231126785,27619,0.4690973605126905,0.106629494188783,1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98740377886634,0.0,0.0,0.0006997900629811,0.0118964310706787,2018,0.0276174061000347,-0.0059645569836658,0.99314046022857,0.916278958320618,0.291017407650706,0.283401355147362,240253,241297
13,21,ORISSA,21,KANDHAMAL,84,PHULBANI (ST),13,KANDHAMAL,2113,,3.31115440364,0.22137554754,3040143,883,4875,2230,541,4957,2088,0,36,0,1223,3906,0,0,3049,2083,46,0,488,13,117,4,0,-0.128573297965916,-0.154523909091949,0.277692597202883,0.214982286095619,0.479601431949751,0.505739867687225,7586,0.6534405483785921,0.2752438702873714,10965,0.0,0.0032831737346101,0.0,0.1115367077063383,0.3562243502051984,0.0,0.0,0.2780665754673962,0.1899680802553579,0.0041951664386684,0.0,0.0445052439580483,0.0011855905152758,0.0106703146374829,0.0003647970816233,0.0,2018,-0.0745611563324928,-0.0640105657621366,0.349465686710071,0.300827115774155,0.357909117853071,0.361098736524582,83489,83472
