OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_1,LC_2,LC_3,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NL_mean,NL_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_3_ratio,LC_4_ratio,LC_5_ratio,LC_6_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
3,21,ORISSA,3,SAMBALPUR,15,KUCHINDA (ST),3,SAMBALPUR,2103,,3.416529309,0.19502294301,2673959,2936,8069,282,2307,7851,253,0,342,0,810,1790,0,0,848,863,221,0,4206,0,573,0,0,-0.0636350360550978,-0.0371817443519831,0.428417011376691,0.373688906431198,0.381467813980558,0.367047071456909,10411,0.7541062337911824,0.0243012198636058,9653,0.0,0.0354294001864705,0.0,0.0839117372837459,0.1854345799233399,0.0,0.0,0.0878483373044649,0.089402258365275,0.0228944369626023,0.0,0.4357194654511551,0.0,0.0593597845229462,0.0,0.0,2017,-0.0144902020692825,-0.0392629347857496,0.432923430791122,0.383256018161774,0.340982653474912,0.327368140220642,10404,10411
4,21,ORISSA,6,KENDUJHAR,25,CHAMPUA,4,KEONJHAR (ST),2104,,2.04316541594,0.08587389938,1164366,3985,13290,717,3306,11538,744,35,5,0,159,523,9,0,351,371,1369,0,1418,4,12,0,0,0.0336964276514005,0.0545232780277729,2.0194199633184,1.00325894355774,0.263073350241734,0.256626978516579,15588,0.7401847575057737,0.0477290223248652,4256,0.0082236842105263,0.0011748120300751,0.0,0.0373590225563909,0.1228853383458646,0.0021146616541353,0.0,0.0824718045112782,0.0871710526315789,0.3216635338345864,0.0,0.3331766917293233,0.0009398496240601,0.0028195488721804,0.0,0.0,2017,0.054428881034255,0.0300294438894538,2.13948662470165,0.972092926502228,0.274553313365016,0.266123339533806,15589,15590
5,21,ORISSA,7,MAYURBHANJ,34,MORADA,5,MAYURBHANJ (ST),2105,,2.17515560128,0.0793518347,1071437,4990,13014,3162,4836,12895,2429,0,0,0,2,153,0,0,2,0,13,7,3710,0,27,0,19,0.0311100000458966,0.0603600218892097,0.487402793989948,0.45160499215126,0.293204761043179,0.288014620542526,20160,0.6396329365079365,0.1204861111111111,3933,0.0,0.0,0.0,0.000508517670989,0.0389016018306636,0.0,0.0,0.000508517670989,0.0,0.0033053648614289,0.0017798118484617,0.9433002796847192,0.0,0.0068649885583524,0.0,0.0048309178743961,2017,0.0502904392778873,0.0241958499384394,0.489925214303636,0.448670864105225,0.273559509725817,0.266694635152817,13907,13935
2,21,ORISSA,5,SUNDARGARH,14,BONAI (ST),2,SUNDARGARH (ST),2102,,3.07142060274,0.2890720195,3931288,2926,41066,4894,3568,33865,4142,0,835,0,682,4263,10,0,1848,3171,1077,0,2397,0,52,0,0,-0.0561826838378014,-0.050845243036747,0.561414976632473,0.349710151553154,0.350462411508896,0.350358992815018,41575,0.8145520144317498,0.0996271797955502,14335,0.0,0.0582490408092082,0.0,0.0475758632717125,0.2973840251133589,0.0006975933031042,0.0,0.1289152424136728,0.2212068364143704,0.075130798744332,0.0,0.1672131147540983,0.0,0.0036274851761423,0.0,0.0,2017,-0.0736242011189461,-0.0658873656788891,0.58144462038554,0.375035330653191,0.359654627398991,0.363680928945541,20508,20504
5,21,ORISSA,7,MAYURBHANJ,33,BARIPADA (ST),5,MAYURBHANJ (ST),2105,,1.99240308064,0.05130231133,701141,1355,3663,210,1415,3383,298,0,0,0,6,59,0,0,22,7,3,0,2408,4,40,0,3,0.0456331402309226,0.0732148513197899,0.792299001550768,0.488942354917526,0.297310707963463,0.28484046459198,5096,0.6638540031397174,0.0584772370486656,2552,0.0,0.0,0.0,0.0023510971786833,0.0231191222570532,0.0,0.0,0.0086206896551724,0.0027429467084639,0.0011755485893416,0.0,0.9435736677115988,0.0015673981191222,0.0156739811912225,0.0,0.0011755485893416,2017,0.0828142240643501,0.0538061061518742,0.83716410547201,0.494448572397232,0.273776378926007,0.263658732175827,13907,13935
6,21,ORISSA,8,BALESHWAR,35,JALESWAR,6,BALASORE,2106,,1.54363294463,0.04352318056,564065,13947,19313,1960,16541,15500,2194,0,0,0,0,6,0,0,0,0,3,0,2070,0,18,0,59,-0.103563699939554,-0.0814808905124664,0.698353907034567,0.60307115316391,0.299535761768094,0.299234509468079,34235,0.4527530305243172,0.0640864612238936,2156,0.0,0.0,0.0,0.0,0.0027829313543599,0.0,0.0,0.0,0.0,0.0013914656771799,0.0,0.9601113172541744,0.0,0.0083487940630797,0.0,0.0273654916512059,2017,-0.0682811439037323,-0.0934568696197121,0.633469886708968,0.531048238277435,0.256556094071956,0.256444573402405,33918,34887
1,21,ORISSA,2,JHARSUGUDA  *,7,JHARSUGUDA,1,BARGARH,2101,,1.56734318384,0.08391059837,1122042,7569,24098,1633,5948,24270,1612,0,0,0,17,97,0,0,29,10,47,0,3899,44,24,0,0,0.0195820331855246,0.0498552322387695,1.7951884368007,0.764192402362823,0.273763769565594,0.269872516393661,31830,0.76248821866164,0.0506440464970153,4167,0.0,0.0,0.0,0.0040796736261099,0.02327813774898,0.0,0.0,0.0069594432445404,0.0023998080153587,0.0112790976721862,0.0,0.935685145188385,0.0105591552675785,0.005759539236861,0.0,0.0,2017,0.0671138577163219,0.0364035921104531,1.77607131294565,0.784100115299225,0.248679640092309,0.248338833451271,31819,31827
4,21,ORISSA,6,KENDUJHAR,24,KEONJHAR (ST),4,KEONJHAR (ST),2104,,2.30034389086,0.09235723405,1257621,3086,6546,4415,1897,8254,3625,0,15,0,271,221,0,0,258,431,525,1,2808,25,14,5,0,0.0289984855584305,0.0539688859134912,0.794526418000265,0.545195370912552,0.277808619096825,0.266868099570274,13776,0.599157955865273,0.2631387921022067,4574,0.0,0.0032794053344993,0.0,0.0592479230432881,0.0483165719282903,0.0,0.0,0.0564057717533887,0.0942282466112811,0.114779186707477,0.0002186270222999,0.6139046786182772,0.0054656755574989,0.0030607783121993,0.0010931351114997,0.0,2017,0.0585968606173992,0.0337779633494342,0.814321428443058,0.544634461402893,0.299449508994575,0.287795752286911,15589,15590
4,21,ORISSA,6,KENDUJHAR,23,PATNA (ST),4,KEONJHAR (ST),2104,,2.31802725995,0.10309037927,1402019,3067,10480,3890,2070,12885,2157,0,0,0,0,167,0,0,37,3,38,0,4783,0,84,0,0,0.0549628101780035,0.083739448338747,0.441898978113149,0.407815292477608,0.267175438647914,0.252781197428703,17112,0.7529803646563815,0.1260518934081346,5112,0.0,0.0,0.0,0.0,0.0326682316118935,0.0,0.0,0.0072378716744913,0.0005868544600938,0.007433489827856,0.0,0.935641627543036,0.0,0.0164319248826291,0.0,0.0,2017,0.0919342562556267,0.0609596418319303,0.436470456354358,0.402140915393829,0.291685976182929,0.275148198008537,15589,15590
4,21,ORISSA,7,MAYURBHANJ,30,KARANJIA (ST),4,KEONJHAR (ST),2104,,3.15945493084,0.16891162162,2315174,2019,7442,1102,3269,3714,797,0,1668,0,47,1386,0,0,1758,136,52,0,2916,2,385,0,12,-0.0591969013909417,-0.0467328168451786,0.364556921071663,0.303810954093933,0.375499362664445,0.362879306077957,7780,0.4773778920308483,0.1024421593830334,8362,0.0,0.1994738100932791,0.0,0.0056206649127003,0.1657498206170772,0.0,0.0,0.2102367854580244,0.0162640516622817,0.0062186079885194,0.0,0.3487204018177469,0.0002391772303276,0.046041616838077,0.0,0.001435063381966,2017,-0.0583729110658169,-0.0660847806789816,0.366936126192686,0.311988174915314,0.413496635698493,0.409089624881744,15589,15590
1,21,ORISSA,2,JHARSUGUDA  *,6,BRAJARAJNAGAR,1,BARGARH,2101,,2.0740379374,0.10099132798,935811,28677,244293,181743,18820,251628,180428,0,0,0,33,272,0,0,15,24,928,320,2447,138,2,28,793,-0.0824175172162704,-0.0156600866466761,1.41902368631422,0.648069322109222,0.140942635978545,0.229540571570396,450876,0.5580869241210443,0.4001721094048031,5000,0.0,0.0,0.0,0.0066,0.0544,0.0,0.0,0.003,0.0048,0.1856,0.064,0.4894,0.0276,0.0004,0.0056,0.1586,2017,-0.0069278818555176,-0.0963540912129151,1.47121104015255,0.663266658782959,0.139170249272484,0.22463471442461,31819,31827
6,21,ORISSA,7,MAYURBHANJ,32,BADASAHI (SC),6,BALASORE,2106,,1.54472019678,0.05080744972,686698,5519,7058,257,3249,9051,200,0,0,0,0,21,0,0,0,0,0,0,2461,0,29,0,2,0.0328123086069845,0.0658134296536446,0.619966620760473,0.563440591096878,0.296722367600157,0.28192001581192,12500,0.72408,0.016,2513,0.0,0.0,0.0,0.0,0.0083565459610027,0.0,0.0,0.0,0.0,0.0,0.0,0.9793076004775167,0.0,0.0115399920413847,0.0,0.0007958615200955,2017,0.0519489198923111,0.025967810161837,0.608408928317986,0.547449588775635,0.271338396973809,0.263187915086746,33918,34887
6,21,ORISSA,8,BALESHWAR,36,BHOGRAI,6,BALASORE,2106,,0.93723227488,0.03042636553,329766,49034,24993,15163,60915,11382,14662,0,0,0,0,0,0,0,0,15,64,36,1216,0,133,11,40,-0.201921743286602,-0.21067101508379,0.68900845056204,0.606905102729797,0.34431772280028,0.371311873197556,86959,0.1308892696558148,0.168608194666452,1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099009900990099,0.0422442244224422,0.0237623762376237,0.8026402640264027,0.0,0.0877887788778877,0.0072607260726072,0.0264026402640264,2017,-0.237431645393372,-0.220835152923833,0.617007140637937,0.539255380630493,0.302711636521077,0.323592156171799,33918,34887
4,21,ORISSA,6,KENDUJHAR,20,TELKOI (ST),4,KEONJHAR (ST),2104,,3.66148575551,0.26186113666,3587093,4643,9798,4064,4263,9736,4334,0,728,0,357,2713,0,0,1408,3083,1162,6,2830,0,700,0,0,-0.0085125097285656,0.0147368502803147,0.385180841135632,0.312889456748962,0.321877804971934,0.310702279210091,18333,0.5310642011672939,0.2364042982599683,12987,0.0,0.056056056056056,0.0,0.0274890274890274,0.2089012089012089,0.0,0.0,0.1084161084161084,0.2373912373912373,0.0894740894740894,0.0004620004620004,0.2179102179102179,0.0,0.0539000539000539,0.0,0.0,2017,-0.0115987653844059,-0.0329643561505351,0.414396344877331,0.334784105420113,0.377764609750217,0.37273882329464,15589,15590
6,21,ORISSA,8,BALESHWAR,37,BASTA,6,BALASORE,2106,,1.75398916699,0.03880654806,402841,68261,26445,36781,76128,18571,36078,0,0,0,0,0,0,0,0,7,41,16,1669,0,21,5,160,-0.114372936142228,-0.100416898727417,0.716724291346325,0.665483057498932,0.254136956907894,0.272536039352417,130777,0.1420050926386138,0.2758741980623504,1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003647733194372,0.0213652944241792,0.0083376758728504,0.8697238144867119,0.0,0.0109431995831162,0.0026055237102657,0.0833767587285044,2017,-0.0886547267436981,-0.114665958736428,0.660878109795447,0.599092155694962,0.211025605288885,0.225175984203815,33918,34887
5,21,ORISSA,7,MAYURBHANJ,31,UDALA (ST),5,MAYURBHANJ (ST),2105,,1.76994629727,0.05811612426,782457,2769,8167,6801,2409,8767,6399,0,0,0,2,40,0,0,126,2,10,1,2595,0,72,0,34,0.0234273178386255,0.0507735349237919,0.493168312887958,0.447100609540939,0.303851183703613,0.298884987831116,17575,0.4988335704125178,0.3640967283072546,2882,0.0,0.0,0.0,0.0006939625260235,0.0138792505204718,0.0,0.0,0.0437196391394864,0.0006939625260235,0.0034698126301179,0.0003469812630117,0.9004163775156142,0.0,0.0249826509368494,0.0,0.0117973629424011,2017,0.0458693951368332,0.0230951724044856,0.474255324854587,0.420123517513275,0.278144206727228,0.271920949220657,13907,13935
3,21,ORISSA,3,SAMBALPUR,16,RENGALI (SC),3,SAMBALPUR,2103,,2.7698832668,0.09568037962,1118117,22765,82852,93699,12134,90452,93886,0,0,0,214,73,0,0,26,49,421,61,3488,35,16,27,335,-0.0873530405623923,-0.041851956397295,1.6590626998444,0.861226797103882,0.199372119621247,0.236742228269577,196472,0.4603811230098945,0.4778594405309662,4745,0.0,0.0,0.0,0.0451001053740779,0.0153846153846153,0.0,0.0,0.0054794520547945,0.0103266596417281,0.0887249736564805,0.0128556375131717,0.7350895679662803,0.0073761854583772,0.0033719704952581,0.0056902002107481,0.0706006322444678,2017,-0.0370184257626534,-0.0878969324454281,1.71793551178226,0.83011257648468,0.223112406242346,0.261364221572876,10404,10411
3,21,ORISSA,4,DEBAGARH  *,19,DEOGARH,3,SAMBALPUR,2103,,3.64445376509,0.25213744912,3170285,17851,151807,131717,11064,160308,128778,0,307,0,1018,1826,0,0,891,2045,698,80,4268,0,805,42,525,-0.0511718328313284,-0.0070442834403365,0.391065605152953,0.327927425503731,0.301459390645006,0.303455635905266,300150,0.5340929535232384,0.4290454772613693,12505,0.0,0.0245501799280287,0.0,0.0814074370251899,0.1460215913634546,0.0,0.0,0.0712514994002399,0.1635345861655338,0.0558176729308276,0.0063974410235905,0.3413034786085566,0.0,0.06437425029988,0.003358656537385,0.041983206717313,2017,-0.0212012445554137,-0.0562858731535848,0.402134044816955,0.350101783871651,0.306307507337362,0.328666105866432,10404,10411
1,21,ORISSA,1,BARGARH  *,5,BHATLI,1,BARGARH,2101,,2.6634395357,0.1405586326,1832384,11640,61669,29654,12670,59189,30287,0,0,0,595,5,0,0,7,70,691,89,5375,0,1,5,131,-0.0024640708184546,0.0306279342621565,0.537943447563011,0.432959601283073,0.297555389243764,0.309500306844711,102146,0.5794548978912537,0.2965069606249877,6969,0.0,0.0,0.0,0.085378103027694,0.0007174630506528,0.0,0.0,0.001004448270914,0.0100444827091404,0.0991533936002296,0.0127708423016214,0.7712727794518582,0.0,0.0001434926101305,0.0007174630506528,0.0187975319271057,2017,0.0482104383409023,0.0106900047284615,0.510171575811203,0.40874171257019,0.273148071625945,0.285097032785416,31819,31827
6,21,ORISSA,8,BALESHWAR,38,BALASORE,6,BALASORE,2106,,1.49825074253,0.03437562531,287114,81719,46521,57988,77278,46919,57738,0,0,0,0,0,0,0,0,3,118,19,1322,40,5,6,195,-0.0446244592219018,0.0303934486582875,1.75295965974011,0.90078741312027,0.188676603376636,0.234626740217209,181935,0.2578888064418611,0.3173550993486684,1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017564402810304,0.0690866510538641,0.0111241217798594,0.7740046838407494,0.0234192037470726,0.002927400468384,0.0035128805620608,0.1141686182669789,2017,0.0197102501988411,-0.0567716978341423,1.77001576612013,0.829655945301056,0.170671395891966,0.205095782876015,33918,34887
6,21,ORISSA,8,BALESHWAR,39,REMUNA (SC),6,BALASORE,2106,,1.96095262952,0.03895355793,445412,22547,27101,41277,10870,37196,39080,0,0,0,0,0,0,0,0,0,122,6,1628,9,0,13,153,-0.0080720728679778,0.0551757253706455,1.68595388215449,1.13832175731659,0.228529766383634,0.247563168406487,87146,0.4268239506116172,0.4484428430450049,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631796996374935,0.0031071983428275,0.8430864836872087,0.0046607975142413,0.0,0.0067322630761263,0.0792335577421025,2017,0.0417362898588181,-0.0147332646082175,1.69336840061678,1.08902704715729,0.209477482187975,0.224605426192284,33918,34887
9,21,ORISSA,15,ANUGUL  *,59,PALLAHARA,9,DHENKANAL,2109,,2.99051146901,0.15045544241,1871103,9577,93355,97522,4777,97039,97358,7,399,0,277,709,0,0,242,1221,395,58,3196,0,544,27,376,-0.0410870205086264,0.0064251068979501,0.578149313355819,0.430683597922325,0.256759097653286,0.277283012866974,199174,0.4872071655939028,0.488808780262484,7451,0.0009394712119178,0.0535498590793182,0.0,0.0371762179573211,0.0951550127499664,0.0,0.0,0.0324788618977318,0.1638706213931016,0.0530130183867937,0.0077841900416051,0.4289357133270702,0.0,0.0730103341833311,0.0036236746745403,0.0504630250973023,2017,-0.0273382682353258,-0.0647422975996688,0.594214333142416,0.435845240950584,0.303826494382794,0.333222240209579,199156,199217
4,21,ORISSA,6,KENDUJHAR,21,GHASIPURA,4,KEONJHAR (ST),2104,,3.13324714048,0.11106655872,1505451,6618,15005,2145,4675,16358,2192,0,1,0,14,820,0,0,362,112,69,0,3908,5,211,0,8,0.0325789405594268,0.0546239651739597,0.561070561308551,0.38591194152832,0.279910766657081,0.272920697927475,23225,0.7043272335844994,0.0943810548977395,5510,0.0,0.0001814882032667,0.0,0.002540834845735,0.1488203266787658,0.0,0.0,0.0656987295825771,0.0203266787658802,0.0125226860254083,0.0,0.7092558983666062,0.0009074410163339,0.0382940108892922,0.0,0.0014519056261343,2017,0.0557985492050648,0.0256131149592417,0.555644056994769,0.375325500965118,0.317329663717955,0.300696820020676,15589,15590
6,21,ORISSA,8,BALESHWAR,40,NILGIRI,6,BALASORE,2106,,1.61583712239,0.06548531185,896004,1762,3765,120,1615,3577,94,0,229,0,336,211,0,0,240,14,16,2,2156,0,40,0,0,-0.039247869876787,-0.0148069262504578,0.628559440480154,0.518939465284348,0.354129407484827,0.335309326648712,5286,0.6766931517215286,0.0177828225501324,3244,0.0,0.0705918618988902,0.0,0.1035758323057953,0.065043156596794,0.0,0.0,0.0739827373612823,0.0043156596794081,0.0049321824907521,0.000616522811344,0.6646115906288532,0.0,0.0123304562268803,0.0,0.0,2017,-0.0280287954956293,-0.0435018234022682,0.604774849696292,0.490223526954651,0.326066170123586,0.302617102861404,33918,34887
1,21,ORISSA,1,BARGARH  *,4,ATTABIRA (SC),1,BARGARH,2101,,1.72757378811,0.08799553665,1088096,11310,25937,86247,9364,26985,86646,2,0,0,215,11,0,0,3,70,280,55,3418,0,5,6,291,-0.224618785407984,-0.266128540039062,0.736495323757399,0.617327630519867,0.255513385730421,0.282926648855209,122995,0.219399162567584,0.7044676612870442,4356,0.0004591368227731,0.0,0.0,0.0493572084481175,0.0025252525252525,0.0,0.0,0.0006887052341597,0.0160697887970615,0.0642791551882461,0.0126262626262626,0.7846648301193756,0.0,0.0011478420569329,0.0013774104683195,0.0668044077134986,2017,-0.250073567032814,-0.210828570092199,0.72146250112633,0.595494389533997,0.321351148946132,0.351249903440475,31819,31827
4,21,ORISSA,6,KENDUJHAR,22,ANANDAPUR (SC),4,KEONJHAR (ST),2104,,2.14064568603,0.06964829995,881603,18211,38098,21080,25235,23223,18674,0,3,0,158,316,0,0,344,47,84,0,2258,0,129,0,114,-0.0048815490200852,0.0267061088234186,0.536989697893323,0.463759660720825,0.292206173776695,0.290894389152527,67132,0.3459304057677411,0.2781683846749687,3453,0.0,0.0008688097306689,0.0,0.0457573124818998,0.0915146249637996,0.0,0.0,0.0996235157833767,0.0136113524471474,0.0243266724587315,0.0,0.6539241239501883,0.0,0.0373588184187662,0.0,0.0330147697654213,2017,0.0207017213106155,-0.011290117347914,0.517134514180253,0.417991816997528,0.320724196944882,0.31946088373661,15589,15590
